timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
218475823,217464995,1200.0,0.63028544,0.041890413,1.1509889,0.0,255,190,6,4,0,0,1,1,1,1,35
218543757,218539435,1200.0,0.63028544,0.041890413,1.1509889,0.0,255,190,6,4,0,0,1,1,1,1,35
220471288,220468485,1200.0,0.63028544,0.041662656,0.98998404,0.0,255,190,6,4,0,0,1,1,1,1,35
221478346,220468485,1200.0,0.63028544,0.041992776,1.5007418,0.0,255,190,6,4,0,0,1,1,1,1,35
222459148,222449454,1200.0,0.63028544,0.020711651,1.1440722,0.0,255,190,6,4,0,0,1,1,1,1,35
223469927,223469640,1200.0,0.63028544,0.06257996,1.0549194,0.0,255,190,6,4,0,0,1,1,1,1,35
224470428,223469640,1200.0,0.63028544,0.06764338,1.2812452,0.0,255,190,6,4,0,0,1,1,1,1,35
224582351,224575050,1200.0,0.63028544,0.06764338,1.2812452,0.0,255,190,6,4,0,0,1,1,1,1,35
226479910,226474327,1200.0,0.63028544,0.04167725,1.0022386,0.0,255,190,6,4,0,0,1,1,1,1,35
227495263,226474327,1200.0,0.63028544,0.041441657,1.2215421,0.0,255,190,6,4,0,0,1,1,1,1,35
227626365,227626098,1200.0,0.63028544,0.041441657,1.2215421,0.0,255,190,6,4,0,0,1,1,1,1,35
229479795,229476787,1200.0,0.63028544,0.041663356,1.2776762,0.0,255,190,6,4,0,0,1,1,1,1,35
230486945,229476787,1200.0,0.63028544,0.041911148,1.104658,0.0,255,190,6,4,0,0,1,1,1,1,35
230632433,230630792,1200.0,0.63028544,0.041911148,1.104658,0.0,255,190,6,4,0,0,1,1,1,1,35
232476817,232476267,1200.0,0.63028544,0.041546434,1.1909978,0.0,255,190,6,4,0,0,1,1,1,1,35
233486203,232476267,1200.0,0.63028544,0.04181247,1.2324723,0.0,255,190,6,4,0,0,1,1,1,1,35
234464297,234461417,1200.0,0.63028544,0.0419142,1.2175077,0.0,255,190,6,4,0,0,1,1,1,1,35
235486123,235477413,1200.0,0.63028544,0.0417972,1.2230656,0.0,255,190,6,4,0,0,1,1,1,1,35
236489164,235477413,1200.0,0.63028544,0.041826252,1.1870688,0.0,255,190,6,4,0,0,1,1,1,1,35
236636975,236634271,1200.0,0.63028544,0.041826252,1.1870688,0.0,255,190,6,4,0,0,1,1,1,1,35
238481135,238479411,1200.0,0.63028544,0.041897602,1.0733767,0.0,255,190,6,4,0,0,1,1,1,1,35
239482313,238479411,1200.0,0.63028544,0.04161638,1.1821034,0.0,255,190,6,4,0,0,1,1,1,1,35
239553146,239547948,1200.0,0.63028544,0.04161638,1.1821034,0.0,255,190,6,4,0,0,1,1,1,1,35
241483180,241481474,1200.0,0.63028544,0.041670095,1.2193464,0.0,255,190,6,4,0,0,1,1,1,1,35
242493102,241481474,1200.0,0.63028544,0.041935712,0.9874862,0.0,255,190,6,4,0,0,1,1,1,1,35
242558464,242557234,1200.0,0.63028544,0.041935712,0.9874862,0.0,255,190,6,4,0,0,1,1,1,1,35
244488798,244481418,1200.0,0.63028544,0.04184321,1.3618969,0.0,255,190,6,4,0,0,1,1,1,1,35
245498917,244481418,1200.0,0.63028544,0.04182592,1.264736,0.0,255,190,6,4,0,0,1,1,1,1,35
246472365,246471864,1200.0,0.63028544,0.04155725,1.3426949,0.0,255,190,6,4,0,0,1,1,1,1,35
247488871,247484406,1200.0,0.63028544,0.041922234,1.5042096,0.0,255,190,6,4,0,0,1,1,1,1,35
248493021,247484406,1200.0,0.63028544,0.04182042,0.9847713,0.0,255,190,6,4,0,0,1,1,1,1,35
249474067,249467407,1200.0,0.63028544,0.041795243,1.3742673,0.0,255,190,6,4,0,0,1,1,1,1,35
250486893,250486410,1200.0,0.63028544,0.041600097,1.1836218,0.0,255,190,6,4,0,0,1,1,1,1,35
251488997,250486410,1200.0,0.63028544,0.04160937,1.4474117,0.0,255,190,6,4,0,0,1,1,1,1,35
251641396,251640480,1200.0,0.63028544,0.04160937,1.4474117,0.0,255,190,6,4,0,0,1,1,1,1,35
253493778,253487414,1200.0,0.63028544,0.041617118,1.287158,0.0,255,190,6,4,0,0,1,1,1,1,35
254493801,253487414,1200.0,0.63028544,0.06788751,1.2519255,0.0,255,190,6,4,0,0,1,1,1,1,35
255480848,255478003,1200.0,0.63028544,0.041616585,1.3951464,0.0,255,190,6,4,0,0,1,1,1,1,35
256493754,256489414,1200.0,0.63028544,0.041964624,1.2469488,0.0,255,190,6,4,0,0,1,1,1,1,35
257503038,256489414,1200.0,0.63028544,0.041448444,1.3066128,0.0,255,190,6,4,0,0,1,1,1,1,35
257545875,257545050,1200.0,0.63028544,0.041448444,1.3066128,0.0,255,190,6,4,0,0,1,1,1,1,35
259492059,259491423,1200.0,0.63028544,0.041573454,1.2858075,0.0,255,190,6,4,0,0,1,1,1,1,35
260500986,259491423,1200.0,0.63028544,0.0417735,1.2392806,0.0,255,190,6,4,0,0,1,1,1,1,35
260649841,260649643,1200.0,0.63028544,0.0417735,1.2392806,0.0,255,190,6,4,0,0,1,1,1,1,35
262492892,262490880,1200.0,0.63028544,0.04193127,1.5424719,0.0,255,190,6,4,0,0,1,1,1,1,35
263502217,262490880,1200.0,0.63028544,0.041955147,1.322586,0.0,255,190,6,4,0,0,1,1,1,1,35
264489216,264482410,1200.0,0.63028544,0.041508578,1.0950358,0.0,255,190,6,4,0,0,1,1,1,1,35
265501220,265493404,1200.0,0.63028544,0.04179437,1.4548421,0.0,255,190,6,4,0,0,1,1,1,1,35
266507095,265493404,1200.0,0.63028544,0.04181201,1.3608814,0.0,255,190,6,4,0,0,1,1,1,1,35
266651299,266646842,1200.0,0.63028544,0.04181201,1.3608814,0.0,255,190,6,4,0,0,1,1,1,1,35
268493084,268492973,1200.0,0.63028544,0.041580904,1.2632675,0.0,255,190,6,4,0,0,1,1,1,1,35
269497753,268492973,1200.0,0.63028544,0.041885693,1.4370781,0.0,255,190,6,4,0,0,1,1,1,1,35
269560753,269551414,1200.0,0.63028544,0.041885693,1.4370781,0.0,255,190,6,4,0,0,1,1,1,1,35
271496024,271492454,1200.0,0.63028544,0.041993026,1.4587578,0.0,255,190,6,4,0,0,1,1,1,1,35
272504447,271492454,1200.0,0.63028544,0.04159165,1.2170509,0.0,255,190,6,4,0,0,1,1,1,1,35
273481049,273477954,1200.0,0.63028544,0.041808475,1.4264653,0.0,255,190,6,4,0,0,1,1,1,1,35
274496302,274495945,1200.0,0.63028544,0.067706354,1.276464,0.0,255,190,6,4,0,0,1,1,1,1,35
275556408,275551406,1200.0,0.63028544,0.04169769,1.3204268,0.0,255,190,6,4,0,0,1,1,1,1,35
276559329,275551406,1200.0,0.63028544,0.041884147,1.2525355,0.0,255,190,6,4,0,0,1,1,1,1,35
277491900,277491401,1200.0,0.63028544,0.041893754,1.448327,0.0,255,190,6,4,0,0,1,1,1,1,35
278500762,277491401,1200.0,0.63028544,0.041592024,1.183392,0.0,255,190,6,4,0,0,1,1,1,1,35
279481166,279475269,1200.0,0.63028544,0.04167849,1.3138648,0.0,255,190,6,4,0,0,1,1,1,1,35
280503277,280491455,1200.0,0.63028544,0.06281676,1.1307017,0.0,255,190,6,4,0,0,1,1,1,1,35
281514226,280491455,1200.0,0.63028544,0.020992925,1.5214872,0.0,255,190,6,4,0,0,1,1,1,1,35
282483873,282483418,1200.0,0.63028544,0.06237809,1.287167,0.0,255,190,6,4,0,0,1,1,1,1,35
283499883,283491421,1200.0,0.63028544,0.020904321,1.1586967,0.0,255,190,6,4,0,0,1,1,1,1,35
284557883,284551420,1200.0,0.63028544,0.041765153,1.4130543,0.0,255,190,6,4,0,0,1,1,1,1,35
285566089,284551420,1200.0,0.63028544,0.041856933,1.4032038,0.0,255,190,6,4,0,0,1,1,1,1,35
286490981,286490401,1200.0,0.63028544,0.06261056,1.0663671,0.0,255,190,6,4,0,0,1,1,1,1,35
287498088,286490401,1200.0,0.63028544,0.04168672,1.3577961,0.0,255,190,6,4,0,0,1,1,1,1,35
288470870,288470148,1200.0,0.63028544,0.041803356,1.4452018,0.0,255,190,6,4,0,0,1,1,1,1,35
289499994,289493383,1200.0,0.63028544,0.041935917,1.1093049,0.0,255,190,6,4,0,0,1,1,1,1,35
290553756,290547909,1200.0,0.63028544,0.041999117,1.2459737,0.0,255,190,6,4,0,0,1,1,1,1,35
291556934,290547909,1200.0,0.63028544,0.041851927,1.2814661,0.0,255,190,6,4,0,0,1,1,1,1,35
292500435,292495217,1200.0,0.63028544,0.041944005,1.4071214,0.0,255,190,6,4,0,0,1,1,1,1,35
293512839,292495217,1200.0,0.63028544,0.041919973,1.4592143,0.0,255,190,6,4,0,0,1,1,1,1,35
294470368,294470048,1200.0,0.63028544,0.020897537,1.2558426,0.0,255,190,6,4,0,0,1,1,1,1,35
295503040,295492407,1200.0,0.63028544,0.0628841,1.3515091,0.0,255,190,6,4,0,0,1,1,1,1,35
296510296,295492407,1200.0,0.63028544,0.041543845,1.2848918,0.0,255,190,6,4,0,0,1,1,1,1,35
296651361,296650459,1200.0,0.63028544,0.041543845,1.2848918,0.0,255,190,6,4,0,0,1,1,1,1,35
298502756,298494885,1200.0,0.63028544,0.041992817,1.2537856,0.0,255,190,6,4,0,0,1,1,1,1,35
299551243,299550876,1200.0,0.63028544,0.041779444,1.2911838,0.0,255,190,6,4,0,0,1,1,1,1,35
300557337,299550876,1200.0,0.63028544,0.04160727,1.4721048,0.0,255,190,6,4,0,0,1,1,1,1,35
301498174,301495370,1200.0,0.63028544,0.041774333,1.2651656,0.0,255,190,6,4,0,0,1,1,1,1,35
302505067,301495370,1200.0,0.63028544,0.04171181,1.0735825,0.0,255,190,6,4,0,0,1,1,1,1,35
302650935,302648403,1200.0,0.63028544,0.04171181,1.0735825,0.0,255,190,6,4,0,0,1,1,1,1,35
304501854,304495275,1200.0,0.63028544,0.041736145,1.355431,0.0,255,190,6,4,0,0,1,1,1,1,35
305543983,305540187,1200.0,0.63028544,0.02082924,1.064275,0.0,255,190,6,4,0,0,1,1,1,1,35
306544941,305540187,1200.0,0.63028544,0.062462382,1.4326689,0.0,255,190,6,4,0,0,1,1,1,1,35
307499883,307498798,1200.0,0.63028544,0.041891374,1.4103429,0.0,255,190,6,4,0,0,1,1,1,1,35
308499941,307498798,1200.0,0.63028544,0.04199034,1.1877267,0.0,255,190,6,4,0,0,1,1,1,1,35
308653848,308653298,1200.0,0.63028544,0.04199034,1.1877267,0.0,255,190,6,4,0,0,1,1,1,1,35
310502875,310497806,1200.0,0.63028544,0.04199832,1.3779448,0.0,255,190,6,4,0,0,1,1,1,1,35
