timestamp,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale,beta_innov,beta_innov_var
325952940,-1.4712858,-1.0701447,0.15190367,0.14883098,0.0,0.0,1.0,0.18556958,0.090305015
326960919,-1.4252932,-0.99233866,0.16336343,0.15933041,0.0,0.0,1.0,0.24169786,0.090121165
327971193,-1.4345833,-0.98043805,0.17538962,0.17134067,0.0,0.0,1.0,0.29121763,0.09012909
328974395,-1.48304,-1.0010457,0.18651907,0.18323947,0.0,0.0,1.0,0.19336215,0.090186365
329980258,-1.5833535,-1.0715256,0.19423987,0.19315226,0.0,0.0,1.0,0.16712348,0.09043363
330986779,-1.683299,-1.1560477,0.19521837,0.19720443,0.0,0.0,1.0,0.113614105,0.09116098
331987958,-1.7655365,-1.2321128,0.1860568,0.19080754,0.0,0.0,1.0,0.07081026,0.091808185
332998139,-1.8549254,-1.3173202,0.16213053,0.16902304,0.0,0.0,1.0,0.05818627,0.092380285
334003833,-1.9081085,-1.3703278,0.14802845,0.15500548,0.0,0.0,1.0,0.03384746,0.09246529
335007286,-1.9399122,-1.4036702,0.13916057,0.14418347,0.0,0.0,1.0,0.02992637,0.092123576
336018389,-1.9463142,-1.4103059,0.13429785,0.13665785,0.0,0.0,1.0,-0.04434573,0.091424204
337019948,-1.9198047,-1.3794998,0.13830237,0.13758303,0.0,0.0,1.0,-0.010839783,0.09069424
338029007,-1.9492946,-1.4192599,0.14495708,0.14128943,0.0,0.0,1.0,0.002327908,0.0904516
339040200,-1.9783621,-1.4639525,0.15512931,0.14883071,0.0,0.0,1.0,0.028583286,0.09051096
340050070,-1.9930753,-1.4886192,0.16610223,0.15778936,0.0,0.0,1.0,0.03292766,0.090307735
341053898,-1.984279,-1.4922769,0.17568149,0.16755842,0.0,0.0,1.0,0.041883778,0.09029207
342058465,-1.9723643,-1.4858674,0.18539926,0.17887536,0.0,0.0,1.0,0.011245138,0.090431646
343061132,-1.9420649,-1.4620773,0.189249,0.18600044,0.0,0.0,1.0,0.039251495,0.0909097
344062046,-1.8454417,-1.3756257,0.17885427,0.18000175,0.0,0.0,1.0,0.108655564,0.09176749
345071931,-1.7349144,-1.2704318,0.16939744,0.17241704,0.0,0.0,1.0,0.097549945,0.09212602
346074486,-1.6188049,-1.154637,0.1594204,0.16266002,0.0,0.0,1.0,0.09922381,0.091761455
347076904,-1.5180842,-1.051118,0.15447448,0.15684873,0.0,0.0,1.0,0.028808812,0.09141531
348080744,-1.4489826,-0.97716886,0.15241711,0.15321714,0.0,0.0,1.0,0.05619233,0.09097008
349084898,-1.4012862,-0.9230387,0.15708122,0.15596469,0.0,0.0,1.0,0.12980193,0.09066355
350086173,-1.3735536,-0.88940305,0.16408925,0.16164288,0.0,0.0,1.0,0.121532574,0.090324864
351096227,-1.332677,-0.8276231,0.17531253,0.17183128,0.0,0.0,1.0,0.123759575,0.09011972
352099843,-1.3424569,-0.8208029,0.17518336,0.1717015,0.0,0.0,1.0,0.14915872,0.09009973
353109918,-1.3996748,-0.8609222,0.18510966,0.18266194,0.0,0.0,1.0,0.16624631,0.09031833
354118003,-1.5253652,-0.96615183,0.18717968,0.1870282,0.0,0.0,1.0,0.12621391,0.09070972
355129476,-1.6319518,-1.063586,0.1824208,0.18507735,0.0,0.0,1.0,0.13223802,0.09143202
356132324,-1.6621344,-1.0924294,0.17315038,0.17737909,0.0,0.0,1.0,0.05141042,0.0917423
357133848,-1.6570859,-1.0881289,0.15807688,0.16201429,0.0,0.0,1.0,0.078448765,0.09199394
358138319,-1.7438157,-1.1787164,0.15256433,0.15493995,0.0,0.0,1.0,0.104385346,0.09225464
359142314,-1.8133267,-1.2529316,0.14186612,0.14144164,0.0,0.0,1.0,0.0855783,0.09201165
360147718,-1.8918961,-1.340287,0.14189966,0.1387421,0.0,0.0,1.0,0.12970747,0.09175827
361156315,-1.9502643,-1.4080356,0.14371464,0.1376727,0.0,0.0,1.0,0.050170023,0.0908451
362166339,-1.973292,-1.4373363,0.15262218,0.1445819,0.0,0.0,1.0,0.029861437,0.09043204
363169992,-1.9853566,-1.455163,0.16300125,0.15298718,0.0,0.0,1.0,-0.020736674,0.09037816
364178461,-1.9952462,-1.4697385,0.17162906,0.15989289,0.0,0.0,1.0,0.0036878583,0.09025627
365189682,-1.9989485,-1.4870737,0.18363531,0.17130166,0.0,0.0,1.0,0.094915,0.09018018
366199132,-1.9912432,-1.4890382,0.1932547,0.18115018,0.0,0.0,1.0,0.07501705,0.0902304
367205993,-1.9489748,-1.4623134,0.19978505,0.1896116,0.0,0.0,1.0,0.06828629,0.09052299
369216257,-1.8753021,-1.4017695,0.19905248,0.19296108,0.0,0.0,1.0,0.069916345,0.09123258
370223098,-1.8375278,-1.3684762,0.18423317,0.18285334,0.0,0.0,1.0,0.016703777,0.09212525
371228322,-1.7456509,-1.2811394,0.17218432,0.1730079,0.0,0.0,1.0,0.029870482,0.09208952
372230762,-1.5917163,-1.1282114,0.15971465,0.1609359,0.0,0.0,1.0,0.10581564,0.09221098
373231233,-1.4996005,-1.034939,0.15032996,0.15105979,0.0,0.0,1.0,0.10270438,0.091892816
374234123,-1.4289936,-0.96098965,0.14805056,0.14762783,0.0,0.0,1.0,0.12368868,0.09102894
375237418,-1.3905985,-0.9185631,0.14347987,0.14195292,0.0,0.0,1.0,0.04516,0.09037619
376238829,-1.3552341,-0.8716672,0.15424933,0.15186368,0.0,0.0,1.0,0.16289136,0.09013727
377243164,-1.3492455,-0.8478237,0.16409129,0.16141956,0.0,0.0,1.0,0.29670995,0.09008013
378250040,-1.345084,-0.83092225,0.17620078,0.17335445,0.0,0.0,1.0,0.15509696,0.09008545
379252414,-1.355729,-0.82613355,0.18818301,0.18535128,0.0,0.0,1.0,0.23324154,0.09007839
380253875,-1.3904221,-0.849253,0.1969437,0.19479302,0.0,0.0,1.0,0.12871991,0.09017406
381258311,-1.4532137,-0.89942485,0.20322007,0.20238285,0.0,0.0,1.0,0.17149056,0.09048873
382268775,-1.541609,-0.9758876,0.20630297,0.20759998,0.0,0.0,1.0,0.05901954,0.09085972
383270348,-1.6677692,-1.0914893,0.20077214,0.20471744,0.0,0.0,1.0,0.04550047,0.09126799
384277763,-1.8071716,-1.2257963,0.18799198,0.19359128,0.0,0.0,1.0,0.119022034,0.09254042
385281874,-1.9581155,-1.3750814,0.16183454,0.168283,0.0,0.0,1.0,0.08212325,0.09329738
386288077,-2.0529294,-1.4711711,0.1397954,0.14534676,0.0,0.0,1.0,0.06289135,0.09328751
387292101,-2.14442,-1.5663997,0.12682334,0.13029447,0.0,0.0,1.0,0.04779468,0.09308881
388301863,-2.192691,-1.6191082,0.12212874,0.12294772,0.0,0.0,1.0,0.15829346,0.09244064
389310752,-2.290654,-1.728422,0.12009708,0.11728579,0.0,0.0,1.0,0.07291825,0.09150162
390314759,-2.3197453,-1.7654054,0.12643568,0.12166085,0.0,0.0,1.0,0.13936386,0.090720944
391324853,-2.330265,-1.7889227,0.13783932,0.1320976,0.0,0.0,1.0,0.08108247,0.09018526
392328822,-2.2861216,-1.7606777,0.13512868,0.13092373,0.0,0.0,1.0,0.053954665,0.09040024
393333690,-2.2304022,-1.7205169,0.1439464,0.1412899,0.0,0.0,1.0,0.05666004,0.09033547
394336920,-2.191878,-1.6898589,0.14906134,0.14818363,0.0,0.0,1.0,0.061701838,0.09055228
395340934,-2.166365,-1.6677803,0.15225123,0.15335473,0.0,0.0,1.0,0.0063571488,0.0911352
396346808,-2.1065052,-1.610591,0.1501234,0.15266123,0.0,0.0,1.0,0.16091868,0.092021875
397357061,-1.9653878,-1.4751594,0.13962771,0.14379446,0.0,0.0,1.0,0.08658981,0.091647685
398366803,-1.9041176,-1.4164057,0.13517681,0.14049855,0.0,0.0,1.0,0.048006304,0.091492996
399368884,-1.8613293,-1.3747265,0.13366438,0.13969524,0.0,0.0,1.0,0.054264657,0.091455445
400376974,-1.8077409,-1.3215038,0.13118309,0.13738437,0.0,0.0,1.0,0.057823077,0.0913664
401379268,-1.7293477,-1.2412183,0.13067725,0.13640818,0.0,0.0,1.0,0.20916653,0.091242485
402390160,-1.6181757,-1.1258733,0.13383871,0.13888815,0.0,0.0,1.0,0.16655807,0.090970285
403395392,-1.5765598,-1.0817441,0.13871986,0.14295244,0.0,0.0,1.0,-0.0107613765,0.090525374
404398200,-1.5873802,-1.0938479,0.14754026,0.1507377,0.0,0.0,1.0,0.05863083,0.0902698
405402254,-1.5726913,-1.0746409,0.15629625,0.15867254,0.0,0.0,1.0,0.11968967,0.09018005
406415333,-1.5621964,-1.0606196,0.16740932,0.16896844,0.0,0.0,1.0,0.023779325,0.090158924
407422908,-1.5666267,-1.0690991,0.17702954,0.17811087,0.0,0.0,1.0,0.004533303,0.090057634
408428238,-1.5640881,-1.0657237,0.18559718,0.18727462,0.0,0.0,1.0,0.018549405,0.09024032
409440227,-1.6757547,-1.160911,0.19255172,0.19555897,0.0,0.0,1.0,0.120659195,0.09053486
410450820,-1.7963893,-1.2742239,0.19104429,0.19537967,0.0,0.0,1.0,0.095826186,0.09111986
411459880,-1.8230817,-1.3004708,0.18856095,0.19328974,0.0,0.0,1.0,0.022948176,0.09135911
412465445,-1.8701427,-1.3482646,0.17775431,0.18189207,0.0,0.0,1.0,0.02802436,0.091920175
413465668,-1.8943652,-1.3731152,0.16396295,0.16701448,0.0,0.0,1.0,0.06254713,0.092210434
414469101,-1.9914004,-1.471352,0.14265049,0.1453187,0.0,0.0,1.0,-0.018229522,0.092778236
415477089,-2.2640176,-1.7425467,0.109692775,0.112761036,0.0,0.0,1.0,0.16608348,0.09514695
416478054,-2.494405,-1.9720528,0.087851875,0.09120817,0.0,0.0,1.0,0.13078693,0.09341426
417479247,-2.4921668,-1.9693542,0.08534458,0.08752377,0.0,0.0,1.0,0.0062720347,0.09126591
418487229,-2.5246675,-2.0051622,0.090563625,0.091725774,0.0,0.0,1.0,0.053774845,0.090671875
419491072,-2.5442557,-2.0275724,0.09788856,0.09810538,0.0,0.0,1.0,-0.03956006,0.09039774
420492810,-2.5716424,-2.0599978,0.106755935,0.10568852,0.0,0.0,1.0,0.028245684,0.09060419
421499923,-2.5639935,-2.0515358,0.11201169,0.109020695,0.0,0.0,1.0,-0.0077858623,0.0910237
422508097,-2.557396,-2.0442314,0.11360167,0.10872209,0.0,0.0,1.0,-0.0068231816,0.09127358
423517152,-2.5229743,-2.0059862,0.11913258,0.112734355,0.0,0.0,1.0,-0.07020284,0.090944946
424526408,-2.4911046,-1.9690828,0.12584986,0.11837338,0.0,0.0,1.0,-0.10145394,0.09048117
425537403,-2.469555,-1.9421984,0.13402428,0.1255134,0.0,0.0,1.0,-0.05190402,0.09030172
426539297,-2.4596152,-1.9283658,0.14533524,0.13605265,0.0,0.0,1.0,-0.024196692,0.09018547
427548739,-2.4561076,-1.9215511,0.15724581,0.14749368,0.0,0.0,1.0,-0.0146476375,0.090113305
428561118,-2.4531069,-1.9235284,0.16927643,0.15951362,0.0,0.0,1.0,0.11823221,0.09007762
429564446,-2.4668298,-1.9399384,0.17575988,0.16542122,0.0,0.0,1.0,0.013967238,0.09067548
430569420,-2.4698489,-1.9430217,0.17487629,0.16442397,0.0,0.0,1.0,0.0035953673,0.090948634
431570971,-2.4715044,-1.944837,0.1759004,0.16618489,0.0,0.0,1.0,-0.0723083,0.090946436
432573885,-2.4516897,-1.9261706,0.1781264,0.16950306,0.0,0.0,1.0,-0.04088566,0.090853535
432784970,-2.474591,-1.9460038,0.18061084,0.17365924,0.0,0.0,1.0,0.1078982,0.090488195
432798260,-2.5251393,-1.9869664,0.18692611,0.18116912,0.0,0.0,1.0,0.13506036,0.09023956
433805416,-2.5561643,-2.0016892,0.18622842,0.18080322,0.0,0.0,1.0,0.13829523,0.09006502
434808232,-2.5107045,-1.9389046,0.19771108,0.19179055,0.0,0.0,1.0,0.23058416,0.0901594
435817100,-2.3988328,-1.8100365,0.20506743,0.1982851,0.0,0.0,1.0,0.253104,0.09030725
436827855,-2.302802,-1.7053614,0.21369311,0.20624152,0.0,0.0,1.0,0.30031377,0.090416625
437838005,-2.302802,-1.7053614,0.22579199,0.2183404,0.0,0.0,1.0,0.3685815,0.091259085
438841180,-2.191194,-1.5949888,0.22729202,0.220075,0.0,0.0,1.0,0.23026903,0.092232555
439851176,-1.8615044,-1.2723979,0.2144966,0.20832941,0.0,0.0,1.0,0.2800279,0.09202918
440861302,-1.5706433,-0.99082494,0.20010898,0.19549097,0.0,0.0,1.0,0.204051,0.09168501
441866248,-1.2927936,-0.72387326,0.18562752,0.18304026,0.0,0.0,1.0,0.17424254,0.0915229
442873200,-1.1116811,-0.5508838,0.17664033,0.1759072,0.0,0.0,1.0,0.109023675,0.091574356
443879711,-1.0762762,-0.5171252,0.17243026,0.17286113,0.0,0.0,1.0,0.002377838,0.0915067
444882859,-0.99070436,-0.43313915,0.16592099,0.16682622,0.0,0.0,1.0,0.011790926,0.091512375
445884023,-1.0110692,-0.45430616,0.1620465,0.16243319,0.0,0.0,1.0,-0.058799125,0.0909004
446889996,-1.0341456,-0.4789114,0.16744576,0.16719702,0.0,0.0,1.0,-0.013510742,0.09030611
447892717,-1.0341891,-0.47847298,0.17845985,0.17775266,0.0,0.0,1.0,0.09525125,0.090089075
448896141,-1.0292525,-0.4658103,0.19047308,0.18959944,0.0,0.0,1.0,0.13846934,0.090047516
449904902,-1.0465904,-0.47595295,0.19955117,0.19911711,0.0,0.0,1.0,0.09805705,0.09017719
450912295,-1.1001894,-0.52212316,0.19457963,0.19529217,0.0,0.0,1.0,0.064672835,0.090615995
451922428,-1.2225846,-0.6377656,0.18864855,0.19117197,0.0,0.0,1.0,0.04680415,0.09141175
452922778,-1.3158189,-0.72972536,0.1745017,0.17790565,0.0,0.0,1.0,0.119860895,0.09234239
453924314,-1.4658667,-0.8800357,0.15234834,0.15547375,0.0,0.0,1.0,0.03584487,0.09249421
454925915,-1.4645089,-0.8786751,0.14080551,0.14251776,0.0,0.0,1.0,0.0246689,0.09253334
455933331,-1.4945537,-0.9099087,0.13313721,0.13274603,0.0,0.0,1.0,-0.020521997,0.09112725
456942417,-1.4827665,-0.89611304,0.14111838,0.13939315,0.0,0.0,1.0,-0.035734806,0.09025618
457949338,-1.474082,-0.8838656,0.1502804,0.14780161,0.0,0.0,1.0,-0.030251138,0.0900937
458953139,-1.4748471,-0.88270015,0.16231608,0.15977468,0.0,0.0,1.0,-0.02612945,0.090078704
459954058,-1.484826,-0.8892027,0.17329505,0.17137472,0.0,0.0,1.0,-0.048987098,0.09023741
460960852,-1.511259,-0.9118202,0.17662449,0.17656866,0.0,0.0,1.0,-0.059369832,0.09090805
461963840,-1.5539888,-0.9513734,0.17394063,0.17623188,0.0,0.0,1.0,-0.102082625,0.09156305
462968789,-1.61154,-1.0060056,0.16509031,0.16909173,0.0,0.0,1.0,-0.0088599585,0.091314755
463977062,-1.5210048,-0.9174377,0.16259408,0.16724548,0.0,0.0,1.0,0.08317278,0.09116388
464986046,-1.4065411,-0.8034717,0.15640843,0.16118768,0.0,0.0,1.0,0.09763369,0.09125259
465997294,-1.364878,-0.7615547,0.1551795,0.15965462,0.0,0.0,1.0,-0.043030463,0.091632195
467004919,-1.3052455,-0.7005562,0.14765383,0.15137437,0.0,0.0,1.0,0.096545875,0.09167397
468015122,-1.2259251,-0.61906356,0.14188282,0.14460878,0.0,0.0,1.0,0.014686288,0.09157674
469018841,-1.1801338,-0.57112354,0.14421809,0.14597976,0.0,0.0,1.0,0.021974811,0.09136782
470021913,-1.1370101,-0.525401,0.13504058,0.13561869,0.0,0.0,1.0,-0.007742844,0.090942435
471035874,-1.1599745,-0.5501788,0.14088425,0.1403552,0.0,0.0,1.0,0.020741446,0.09035392
472040687,-1.1524502,-0.5400301,0.15197842,0.15094727,0.0,0.0,1.0,0.11387049,0.090093985
473045808,-1.1602695,-0.54223716,0.16378783,0.16282026,0.0,0.0,1.0,0.13238281,0.09009106
474049982,-1.2147448,-0.58943903,0.17299087,0.17272486,0.0,0.0,1.0,0.15614967,0.090417035
475050195,-1.2831459,-0.65278757,0.17830476,0.178966,0.0,0.0,1.0,0.103724666,0.09072782
476059097,-1.43434,-0.7999475,0.17219207,0.17365438,0.0,0.0,1.0,0.10762434,0.091429956
477060703,-1.6011286,-0.9672426,0.16203113,0.16336726,0.0,0.0,1.0,0.13447347,0.09194513
478069902,-1.7767384,-1.1479229,0.15273963,0.15299387,0.0,0.0,1.0,0.22996211,0.092751555
479076283,-1.8865265,-1.2627474,0.1423473,0.14040686,0.0,0.0,1.0,0.03296752,0.09269341
480083985,-1.7964064,-1.1692394,0.12802319,0.124117054,0.0,0.0,1.0,-0.07169936,0.09301706
481087063,-1.7490214,-1.1196518,0.12378728,0.118434146,0.0,0.0,1.0,-0.07716202,0.09177262
482088068,-1.6731526,-1.0381767,0.12769292,0.12110478,0.0,0.0,1.0,-0.1090179,0.09098872
483092916,-1.6334418,-0.9951536,0.13089755,0.123147674,0.0,0.0,1.0,-0.04056519,0.091088116
484103877,-1.5671525,-0.92459285,0.13410583,0.12515722,0.0,0.0,1.0,-0.11069462,0.09147791
485112950,-1.4546338,-0.8053867,0.13310209,0.12255857,0.0,0.0,1.0,-0.11992903,0.09162685
486121227,-1.3316505,-0.6743576,0.13128108,0.11915328,0.0,0.0,1.0,-0.11738588,0.09122563
487130990,-1.2673794,-0.60516536,0.12457928,0.111391865,0.0,0.0,1.0,-0.063642554,0.09073814
488134176,-1.218939,-0.5535322,0.13159731,0.11776118,0.0,0.0,1.0,-0.021990426,0.09072983
489134897,-1.2070808,-0.54123265,0.13563523,0.121481866,0.0,0.0,1.0,0.018307114,0.09111593
491147023,-1.2442281,-0.57740057,0.13268432,0.11886866,0.0,0.0,1.0,0.09392636,0.0919976
492148221,-1.3285406,-0.657589,0.12071806,0.109193474,0.0,0.0,1.0,0.054174196,0.09250732
493150126,-1.3652285,-0.6920587,0.111770324,0.10246488,0.0,0.0,1.0,0.044608895,0.09226136
494150960,-1.4686053,-0.7888983,0.107815884,0.10047334,0.0,0.0,1.0,0.12097703,0.09207074
495146321,-1.5770553,-0.8901963,0.10542861,0.099921666,0.0,0.0,1.0,0.13244838,0.09198625
496155310,-1.7943716,-1.0921221,0.101114646,0.09784691,0.0,0.0,1.0,0.21355534,0.09210235
497114097,-1.9713057,-1.2554126,0.09918951,0.09799613,0.0,0.0,1.0,0.23702781,0.09192002
