timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
98031753,4.740527,0.0,0,0,1,0,1,0,0
98531887,4.753418,0.0,0,0,1,0,1,0,0
99045390,4.740527,0.0,0,0,1,0,1,0,0
99542125,4.740527,0.0,0,0,1,0,1,0,0
100052296,4.572949,0.0,0,0,1,0,1,0,0
100552000,4.7469726,0.0,0,0,1,0,1,0,0
101053738,4.727637,0.0,0,0,1,0,1,0,0
101551752,4.5600586,0.0,0,0,1,0,1,0,0
102055326,4.7469726,0.0,0,0,1,0,1,0,0
102551820,4.701855,0.0,0,0,1,0,1,0,0
103061759,4.508496,0.0,0,0,1,0,1,0,0
103562133,4.6438475,0.0,0,0,1,0,1,0,0
104061742,4.6696286,0.0,0,0,1,0,1,0,0
104563286,4.5342774,0.0,0,0,1,0,1,0,0
105062063,4.727637,0.0,0,0,1,0,1,0,0
105562243,4.7179685,0.0,0,0,1,0,1,0,0
106063438,4.547168,0.0,0,0,1,0,1,0,0
106561985,4.753418,0.0,0,0,1,0,1,0,0
107061829,4.714746,0.0,0,0,1,0,1,0,0
107571902,4.740527,0.0,0,0,1,0,1,0,0
108071794,4.740527,0.0,0,0,1,0,1,0,0
108575652,4.7211914,0.0,0,0,1,0,1,0,0
109071737,4.666406,0.0,0,0,1,0,1,0,0
109572167,4.650293,0.0,0,0,1,0,1,0,0
110081627,4.6696286,0.0,0,0,1,0,1,0,0
110586334,4.740527,0.0,0,0,1,0,1,0,0
111083281,4.650293,0.0,0,0,1,0,1,0,0
111581770,4.727637,0.0,0,0,1,0,1,0,0
112082083,4.753418,0.0,0,0,1,0,1,0,0
112592333,4.7373047,0.0,0,0,1,0,1,0,0
113092268,4.6245117,0.0,0,0,1,0,1,0,0
113591749,4.727637,0.0,0,0,1,0,1,0,0
114101928,4.714746,0.0,0,0,1,0,1,0,0
114601746,4.5858397,0.0,0,0,1,0,1,0,0
115101799,4.5600586,0.0,0,0,1,0,1,0,0
115603053,4.714746,0.0,0,0,1,0,1,0,0
116101845,4.5600586,0.0,0,0,1,0,1,0,0
116603490,4.74375,0.0,0,0,1,0,1,0,0
117111745,4.701855,0.0,0,0,1,0,1,0,0
117614401,4.5407224,0.0,0,0,1,0,1,0,0
118111677,4.688965,0.0,0,0,1,0,1,0,0
118612045,4.6631837,0.0,0,0,1,0,1,0,0
119122009,4.6954103,0.0,0,0,1,0,1,0,0
119621753,4.6954103,0.0,0,0,1,0,1,0,0
120121931,4.637402,0.0,0,0,1,0,1,0,0
120622053,4.637402,0.0,0,0,1,0,1,0,0
