timestamp,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,fake_hvel[0],fake_hvel[1],fake_vvel,fake_hpos[0],fake_hpos[1],fake_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
74445041,0.26545808,0.2654577,0.57352173,0.7440047,0.7440041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0600166,0.0,0.0,nan,0.0,0.0,0.09017236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74644716,0.2654249,0.26542455,0.57349014,0.7440188,0.74401826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060283,0.0,0.0,nan,0.0,0.0,0.09017202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74848731,0.2653525,0.2653518,0.5734798,0.74393934,0.74393886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0603895,0.0,0.0,nan,0.0,0.0,0.09017174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75053803,0.26546815,0.26546755,0.5735049,0.7425811,0.7425807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0605006,0.0,0.0,nan,0.0,0.0,0.090171464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75248797,0.265326,0.26532525,0.5734854,0.7423179,0.7423175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060209,0.0,0.0,nan,0.0,0.0,0.090171315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75453724,0.26525682,0.26525593,0.57354283,0.74207675,0.7420764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0602775,0.0,0.0,nan,0.0,0.0,0.09017094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75662747,0.2653231,0.26532215,0.57351196,0.7427052,0.74270475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0602636,0.0,0.0,nan,0.0,0.0,0.0901707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75862734,0.26523924,0.26523829,0.5735262,0.74202883,0.7420285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060494,0.0,0.0,nan,0.0,0.0,0.090170465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76062726,0.26529902,0.26529813,0.573546,0.74224085,0.74224055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060206,0.0,0.0,nan,0.0,0.0,0.0901702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76671818,0.26536974,0.26536676,0.57348615,0.7421464,0.7421461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0604587,0.0,0.0,nan,0.0,0.0,0.09016973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76876806,0.26543236,0.26542282,0.5735484,0.7425858,0.74258536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060518,0.0,0.0,nan,0.0,0.0,0.09016933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77080811,0.26536253,0.2653506,0.5734804,0.74866277,0.748662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0605307,0.0,0.0,nan,0.0,0.0,0.09016896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77285862,0.26548213,0.26546472,0.5735174,0.762206,0.7622047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.06071,0.0,0.0,nan,0.0,0.0,0.09016872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77480812,0.2655421,0.26552764,0.5735675,0.7710081,0.7710059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060608,0.0,0.0,nan,0.0,0.0,0.090168476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77685790,0.26571503,0.26570648,0.5736445,0.7726055,0.7726028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0604677,0.0,0.0,nan,0.0,0.0,0.09016824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77894744,0.2661651,0.2661588,0.5736904,0.7747299,0.77472675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060453,0.0,0.0,nan,0.0,0.0,0.09016801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78094849,0.2664526,0.26644936,0.57367486,0.77324766,0.7732444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0604944,0.0,0.0,nan,0.0,0.0,0.09016777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78299722,0.2665944,0.2665946,0.5737196,0.77352566,0.7735225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0606046,0.0,0.0,nan,0.0,0.0,0.09016748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78503997,0.26653835,0.2665398,0.5736669,0.7732381,0.77323544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060488,0.0,0.0,nan,0.0,0.0,0.09016723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78703791,0.26626384,0.2662658,0.57376945,0.77417195,0.77416986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0604987,0.0,0.0,nan,0.0,0.0,0.096497305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78903935,0.2661748,0.26616693,0.573798,0.77235836,0.772357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0605507,0.0,0.0,nan,0.0,0.0,0.094118096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79103794,0.26951563,0.26954192,0.57389724,0.77080363,0.7708033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060495,0.0,0.0,nan,0.0,0.0,0.09291639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79312808,0.2744903,0.27454236,0.5739025,0.7701301,0.77013135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060601,0.0,0.0,nan,0.0,0.0,0.09225739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79511957,0.28107038,0.28114262,0.5739564,0.77028286,0.7702874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0606112,0.0,0.0,nan,0.0,0.0,0.09184133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79717810,0.2868635,0.28692514,0.57398677,0.7687469,0.768756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0607686,0.0,0.0,nan,0.0,0.0,0.09155514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79922718,0.29221156,0.2922675,0.57407385,0.7673721,0.7673854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060872,0.0,0.0,nan,0.0,0.0,0.091346495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80121750,0.29715893,0.29733902,0.5739666,0.76627743,0.76629376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060744,0.0,0.0,nan,0.0,0.0,0.09120261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80328712,0.30153942,0.3019552,0.5738944,0.7653632,0.76538175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060896,0.0,0.0,nan,0.0,0.0,0.09107325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80526732,0.30509502,0.30571854,0.573893,0.7678824,0.7679029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0608883,0.0,0.0,nan,0.0,0.0,0.09096832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80730730,0.3060759,0.30679247,0.5739524,0.7694763,0.7694992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0610275,0.0,0.0,nan,0.0,0.0,0.09092885,0.0030527187,0.0030516724,0.0030585988,0.0,0.0,0.0,0.0,0.0
80930754,0.30342117,0.30406454,0.57390565,0.76940143,0.76942456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0609455,0.0,0.0,nan,0.0,0.0,0.09092885,0.0026890305,0.0027014234,0.0026865825,0.0,0.0,0.0,0.0,0.0
81135801,0.30031997,0.30090988,0.5739864,0.77159226,0.77161676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0609064,0.0,0.0,nan,0.0,0.0,0.09092885,0.0026200656,0.00263153,0.0026127803,0.0,0.0,0.0,0.0,0.0
81335806,0.298236,0.29879978,0.5740026,0.77259725,0.77262276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060927,0.0,0.0,nan,0.0,0.0,0.09092885,0.002593937,0.0026067814,0.0025808522,0.0,0.0,0.0,0.0,0.0
81535718,0.2966188,0.29718614,0.5739648,0.7755493,0.775576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.060905,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025880577,0.0025979646,0.0025661925,0.0,0.0,0.0,0.0,0.0
81744782,0.29406825,0.2945214,0.5740345,0.7738836,0.7739104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.061135,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025886882,0.0025900938,0.002556613,0.0,0.0,0.0,0.0,0.0
81949724,0.29252547,0.29269516,0.5740005,0.77192694,0.7719571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0612254,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025897773,0.0025806043,0.0025491952,0.0,0.0,0.0,0.0,0.0
82144783,0.29026014,0.29009846,0.57405037,0.7685056,0.7685346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0609207,0.0,0.0,nan,0.0,0.0,0.09092885,0.002585464,0.0025707472,0.0025439903,0.0,0.0,0.0,0.0,0.0
82353802,0.28870705,0.28818768,0.57403916,0.76536465,0.7653892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0610867,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025750084,0.0025584535,0.0025380538,0.0,0.0,0.0,0.0,0.0
82553852,0.28733417,0.28656554,0.5740357,0.76012576,0.7601407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.061339,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025661348,0.0025504432,0.0025340584,0.0,0.0,0.0,0.0,0.0
82753808,0.286125,0.28516477,0.57411253,0.75452536,0.7545214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0610447,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025571666,0.0025425334,0.0025304349,0.0,0.0,0.0,0.0,0.0
82962969,0.28443372,0.28342408,0.5741686,0.74934405,0.74931777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0612044,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025490741,0.0025357907,0.0025269776,0.0,0.0,0.0,0.0,0.0
83162717,0.28300577,0.28199995,0.57417303,0.7451937,0.7451457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0612154,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025442888,0.0025316083,0.00252476,0.0,0.0,0.0,0.0,0.0
83362921,0.2818641,0.28098127,0.5742246,0.7447444,0.74467045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0613737,0.0,0.0,nan,0.0,0.0,0.09092885,0.002545922,0.0025301927,0.0025228446,0.0,0.0,0.0,0.0,0.0
83561876,0.28137958,0.28065145,0.5742515,0.7462628,0.7461625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0611095,0.0,0.0,nan,0.0,0.0,0.09092885,0.002546003,0.0025294577,0.002521483,0.0,0.0,0.0,0.0,0.0
83766796,0.280506,0.28004372,0.5743244,0.7454585,0.74534076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0613074,0.0,0.0,nan,0.0,0.0,0.09092885,0.00253571,0.002525664,0.0025193763,0.0,0.0,0.0,0.0,0.0
83971832,0.2795903,0.27931097,0.5743428,0.7435741,0.74345016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0613766,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025310544,0.0025229715,0.0025182252,0.0,0.0,0.0,0.0,0.0
84171833,0.27876335,0.2785684,0.5744102,0.7436441,0.74351996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0615735,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025274113,0.002520862,0.002517101,0.0,0.0,0.0,0.0,0.0
84370936,0.27797365,0.2778542,0.5744378,0.7436832,0.74356127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.061648,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025250735,0.0025194082,0.0025161558,0.0,0.0,0.0,0.0,0.0
84575724,0.27692774,0.2768699,0.57440233,0.742774,0.7426602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.061489,0.0,0.0,nan,0.0,0.0,0.09092885,0.002524257,0.0025183517,0.002515432,0.0,0.0,0.0,0.0,0.0
84780025,0.27665183,0.2766738,0.5744779,0.7417624,0.74165535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0615673,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025229873,0.0025174564,0.00251471,0.0,0.0,0.0,0.0,0.0
84985734,0.27584064,0.2759083,0.5744349,0.73944426,0.7393492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0617824,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025208134,0.0025162082,0.0025139493,0.0,0.0,0.0,0.0,0.0
85189743,0.27515024,0.2752438,0.57442755,0.7392006,0.73912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0618963,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025188776,0.0025156282,0.002513257,0.0,0.0,0.0,0.0,0.0
85394802,0.27441984,0.2745278,0.5744051,0.7404916,0.74042726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.061808,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025172865,0.0025146038,0.0025126936,0.0,0.0,0.0,0.0,0.0
85598800,0.273654,0.2737122,0.57439744,0.7402273,0.74017864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0620036,0.0,0.0,nan,0.0,0.0,0.09092885,0.002516244,0.0025138347,0.0025121735,0.0,0.0,0.0,0.0,0.0
85798737,0.2729686,0.2729879,0.57448894,0.74160326,0.74156857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0621395,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025164282,0.0025135397,0.002511802,0.0,0.0,0.0,0.0,0.0
85998741,0.27242425,0.2724123,0.57445306,0.7397104,0.7396863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0620265,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025174024,0.0025131493,0.0025115446,0.0,0.0,0.0,0.0,0.0
86195715,0.27197975,0.2719217,0.5744163,0.7394585,0.73944414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.06191,0.0,0.0,nan,0.0,0.0,0.09092885,0.002516764,0.0025129116,0.0025111744,0.0,0.0,0.0,0.0,0.0
86398730,0.27149242,0.27132213,0.5743366,0.73702204,0.73701566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0622034,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025160518,0.0025120766,0.002510775,0.0,0.0,0.0,0.0,0.0
86597803,0.27133468,0.27102137,0.57434285,0.7356911,0.7356902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.062109,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025163773,0.0025117043,0.002510616,0.0,0.0,0.0,0.0,0.0
86797731,0.27090073,0.27052158,0.5742639,0.7351542,0.7351524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.062223,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025225184,0.0025118913,0.0025109919,0.0,0.0,0.0,0.0,0.0
87007712,0.2708173,0.2703591,0.57428914,0.73546284,0.73545665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.061919,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025319546,0.002512901,0.002512484,0.0,0.0,0.0,0.0,0.0
87207721,0.27064136,0.27013645,0.5742005,0.73329484,0.7332823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0619836,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025417747,0.0025184292,0.0025156224,0.0,0.0,0.0,0.0,0.0
87411804,0.270854,0.2703957,0.57414764,0.731415,0.7313912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0622725,0.0,0.0,nan,0.0,0.0,0.09092885,0.002538623,0.0025219016,0.0025160424,0.0,0.0,0.0,0.0,0.0
87606725,0.2711088,0.27079,0.574172,0.7309262,0.730889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0621243,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025339257,0.0025239799,0.0025149323,0.0,0.0,0.0,0.0,0.0
87816714,0.27153456,0.27188388,0.5741072,0.7368787,0.73681146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0620403,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025376894,0.0025257803,0.0025137435,0.0,0.0,0.0,0.0,0.0
88020858,0.2718276,0.27280203,0.5741378,0.75382525,0.7537429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0612006,0.0,0.0,nan,0.0,0.0,0.09092885,0.002547503,0.002528085,0.0025126273,0.0,0.0,0.0,0.0,0.0
88225801,0.2721256,0.27364415,0.57414395,0.76058847,0.7605088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.062051,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025582523,0.002530615,0.0025114578,0.0,0.0,0.0,0.0,0.0
88430717,0.27260587,0.27433532,0.5741166,0.7605367,0.7604724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0613356,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025644195,0.002534659,0.0025113975,0.0,0.0,0.0,0.0,0.0
88630739,0.27389053,0.2757464,0.5742254,0.7598947,0.7598562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0612154,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025675928,0.002538356,0.0025114527,0.0,0.0,0.0,0.0,0.0
88830730,0.27470112,0.2763484,0.5742047,0.75783014,0.75779366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.062001,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025663353,0.0025404503,0.0025109407,0.0,0.0,0.0,0.0,0.0
89029793,0.2759385,0.2775312,0.5742845,0.75530875,0.75526893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0619693,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025638023,0.002544867,0.0025092103,0.0,0.0,0.0,0.0,0.0
89229965,0.27650416,0.27802458,0.5742531,0.75157213,0.75151086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0617747,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025581208,0.0025475146,0.0025083784,0.0,0.0,0.0,0.0,0.0
89434791,0.27730983,0.2788479,0.57438296,0.7517361,0.7516615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.061289,0.0,0.0,nan,0.0,0.0,0.09092885,0.002552558,0.0025429684,0.0025083423,0.0,0.0,0.0,0.0,0.0
89629896,0.27815634,0.2798502,0.57432425,0.75049406,0.7504226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0617867,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025456815,0.0025377986,0.0025081015,0.0,0.0,0.0,0.0,0.0
89839819,0.27851355,0.28028652,0.57444733,0.7470586,0.7470096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0610723,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025401358,0.0025331916,0.0025078582,0.0,0.0,0.0,0.0,0.0
90038952,0.27860066,0.28042,0.57445145,0.74555576,0.7455486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0609846,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025361115,0.0025300079,0.0025076303,0.0,0.0,0.0,0.0,0.0
90245714,0.27862722,0.28058007,0.57446706,0.744335,0.7443854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.0610967,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025321022,0.0025274896,0.0025073113,0.0,0.0,0.0,0.0,0.0
90448726,0.2784643,0.2804931,0.5744467,0.74245405,0.7425597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.061204,0.0,0.0,nan,0.0,0.0,0.09092885,0.002528329,0.0025254956,0.002506957,0.0,0.0,0.0,0.0,0.0
90648804,0.27810943,0.28016058,0.57443136,0.7411399,0.7413308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,4.061072,0.0,0.0,nan,0.0,0.0,0.09092885,0.0025260306,0.0025237093,0.0025067544,0.0,0.0,0.0,0.0,0.0
