timestamp,error_count,device_id,x,y,z,temperature,scaling,x_raw,y_raw,z_raw,is_external
284897348,0,396809,0.07673917,-0.20181683,0.38235575,0.0,0.003,22,-79,98,1
285895173,0,396809,0.07673917,-0.19023372,0.38544017,0.0,0.003,22,-75,99,1
286900910,0,396809,0.0706904,-0.18444216,0.3946933,0.0,0.003,20,-73,102,1
287905794,0,396809,0.073714785,-0.2047126,0.38235575,0.0,0.003,21,-80,98,1
288911446,0,396809,0.073714785,-0.21339992,0.37001827,0.0,0.003,21,-83,94,1
289905807,0,396809,0.073714785,-0.2162957,0.37310264,0.0,0.003,21,-84,95,1
290912848,0,396809,0.064641625,-0.20181683,0.38235575,0.0,0.003,18,-79,98,1
291909103,0,396809,-0.017016776,-0.20181683,0.38852453,0.0,0.003,-9,-79,100,1
292906335,0,396809,0.100934245,-0.30027318,0.30833077,0.0,0.003,30,-113,74,1
293914370,0,396809,0.27029982,-0.0975689,0.36384955,0.0,0.003,86,-43,92,1
294921817,0,396809,0.2944949,0.018262127,0.35768077,0.0,0.003,94,-3,90,1
295918011,0,396809,0.2551779,0.03563678,0.3792714,0.0,0.003,81,3,97,1
296917229,0,396809,0.23703158,0.026949454,0.38544017,0.0,0.003,75,0,99,1
297925470,0,396809,0.23703158,0.026949454,0.38544017,0.0,0.003,75,0,99,1
298923105,0,396809,0.25215352,0.02984523,0.3792714,0.0,0.003,80,1,97,1
299923060,0,396809,0.26727542,0.021157902,0.36076513,0.0,0.003,85,-2,91,1
300929382,0,396809,0.26122668,0.0095748,0.3792714,0.0,0.003,83,-6,97,1
301927849,0,396809,0.2551779,0.012470575,0.37310264,0.0,0.003,81,-5,95,1
302924277,0,396809,0.25820228,0.015366351,0.37310264,0.0,0.003,82,-4,95,1
303933342,0,396809,0.25820228,0.021157902,0.36384955,0.0,0.003,82,-2,92,1
304940152,0,396809,0.26425105,0.012470575,0.37618703,0.0,0.003,84,-5,96,1
305936865,0,396809,0.25820228,0.012470575,0.37310264,0.0,0.003,82,-5,95,1
306941840,0,396809,0.17351949,0.02984523,0.4162839,0.0,0.003,54,1,109,1
307937183,0,396809,0.14932442,-0.030966057,0.42245263,0.0,0.003,46,-20,111,1
308944094,0,396809,0.09790986,0.11382272,0.41936827,0.0,0.003,29,30,110,1
309949802,0,396809,0.0706904,0.19490445,0.400862,0.0,0.003,20,58,104,1
310955441,0,396809,0.034397773,0.19490445,0.39777765,0.0,0.003,8,58,103,1
311951432,0,396809,0.013227076,0.1891129,0.3946933,0.0,0.003,1,56,102,1
312958808,0,396809,0.02230023,0.18621711,0.39777765,0.0,0.003,4,55,103,1
313954436,0,396809,0.02230023,0.17463402,0.400862,0.0,0.003,4,51,104,1
314962450,0,396809,0.016251462,0.19200866,0.39777765,0.0,0.003,2,57,103,1
315969148,0,396809,0.019275848,0.19490445,0.3946933,0.0,0.003,3,58,102,1
316963429,0,396809,0.028349003,0.19200866,0.40394637,0.0,0.003,6,57,105,1
317969463,0,396809,0.013227076,0.19490445,0.3916089,0.0,0.003,1,58,101,1
318965503,0,396809,0.016251462,0.19490445,0.39777765,0.0,0.003,2,58,103,1
319962275,0,396809,0.046495315,0.20069599,0.38852453,0.0,0.003,12,60,100,1
320970786,0,396809,0.040446546,0.19780022,0.3946933,0.0,0.003,10,59,102,1
321970794,0,396809,0.028349003,0.19780022,0.3916089,0.0,0.003,6,59,101,1
322976429,0,396809,0.019275848,0.19200866,0.40394637,0.0,0.003,3,57,105,1
323977348,0,396809,0.019275848,0.1891129,0.40394637,0.0,0.003,3,56,105,1
324976357,0,396809,0.03137339,0.18042557,0.4131995,0.0,0.003,7,53,108,1
325981172,0,396809,-0.032138705,0.18332133,0.39777765,0.0,0.003,-14,54,103,1
326978807,0,396809,-0.1319434,0.108031176,0.400862,0.0,0.003,-47,28,104,1
327985316,0,396809,-0.14404096,-0.01648718,0.40394637,0.0,0.003,-51,-15,105,1
328981145,0,396809,-0.09867518,-0.022278732,0.4131995,0.0,0.003,-36,-17,108,1
329989044,0,396809,-0.14706534,0.00088747335,0.3916089,0.0,0.003,-52,-9,101,1
330987116,0,396809,-0.16218726,-0.01069563,0.3916089,0.0,0.003,-57,-13,101,1
331998051,0,396809,-0.15916288,-0.013591405,0.3916089,0.0,0.003,-56,-14,101,1
332992620,0,396809,-0.15916288,0.0066790245,0.38852453,0.0,0.003,-56,-7,100,1
333989438,0,396809,-0.18033358,0.0066790245,0.3792714,0.0,0.003,-63,-7,97,1
334998111,0,396809,-0.15008973,0.00088747335,0.3946933,0.0,0.003,-53,-9,102,1
335992785,0,396809,-0.14706534,-0.013591405,0.3946933,0.0,0.003,-52,-14,102,1
337002860,0,396809,-0.1561385,-0.013591405,0.39777765,0.0,0.003,-55,-14,103,1
337998485,0,396809,-0.14101657,-0.004904078,0.40394637,0.0,0.003,-50,-11,105,1
339005435,0,396809,-0.15311411,-0.004904078,0.400862,0.0,0.003,-54,-11,104,1
340004175,0,396809,-0.21360183,0.0095748,0.37001827,0.0,0.003,-74,-6,94,1
341002120,0,396809,-0.26804075,-0.09177735,0.32375267,0.0,0.003,-92,-41,79,1
342006824,0,396809,-0.050285015,-0.25973234,0.34842765,0.0,0.003,-20,-99,87,1
343002204,0,396809,0.119080566,-0.20181683,0.3792714,0.0,0.003,36,-79,97,1
344008543,0,396809,0.073714785,-0.18444216,0.3946933,0.0,0.003,21,-73,102,1
345014857,0,396809,0.064641625,-0.18154639,0.39777765,0.0,0.003,18,-72,103,1
346012434,0,396809,0.06161724,-0.18733795,0.3946933,0.0,0.003,17,-74,102,1
347008837,0,396809,0.058592856,-0.19602527,0.3946933,0.0,0.003,16,-77,102,1
348015871,0,396809,0.06161724,-0.19892104,0.38544017,0.0,0.003,17,-78,99,1
349010099,0,396809,0.064641625,-0.19602527,0.3916089,0.0,0.003,18,-77,101,1
350018371,0,396809,0.052544083,-0.1931295,0.3916089,0.0,0.003,14,-76,101,1
351017430,0,396809,0.046495315,-0.20181683,0.38544017,0.0,0.003,12,-79,99,1
352016000,0,396809,0.0495197,-0.20760837,0.38852453,0.0,0.003,13,-81,100,1
353014954,0,396809,0.052544083,-0.20760837,0.38544017,0.0,0.003,14,-81,99,1
354019033,0,396809,0.0706904,-0.21339992,0.38235575,0.0,0.003,20,-83,98,1
355026181,0,396809,0.055568468,-0.19892104,0.3916089,0.0,0.003,15,-78,101,1
356025239,0,396809,0.058592856,-0.19023372,0.3946933,0.0,0.003,16,-75,102,1
357032079,0,396809,0.052544083,-0.18444216,0.39777765,0.0,0.003,14,-73,103,1
358027328,0,396809,0.04347093,-0.18444216,0.39777765,0.0,0.003,11,-73,103,1
359035292,0,396809,-0.068431325,-0.18154639,0.38235575,0.0,0.003,-26,-72,98,1
360028428,0,396809,0.0706904,-0.3089605,0.30216205,0.0,0.003,20,-116,72,1
361032491,0,396809,0.2551779,-0.11494356,0.36384955,0.0,0.003,81,-49,92,1
362030041,0,396809,0.279373,0.012470575,0.36384955,0.0,0.003,89,-5,92,1
363037959,0,396809,0.24912912,0.012470575,0.38235575,0.0,0.003,79,-5,98,1
364043972,0,396809,0.24308035,0.018262127,0.37618703,0.0,0.003,77,-3,96,1
365040444,0,396809,0.24610475,0.003783249,0.3792714,0.0,0.003,78,-8,97,1
366045264,0,396809,0.26122668,0.00088747335,0.37001827,0.0,0.003,83,-9,94,1
367042089,0,396809,0.25820228,0.012470575,0.3792714,0.0,0.003,82,-5,97,1
369044245,0,396809,0.26425105,0.018262127,0.37001827,0.0,0.003,84,-3,94,1
370054331,0,396809,0.25215352,0.021157902,0.3792714,0.0,0.003,80,-2,97,1
371049806,0,396809,0.25215352,0.015366351,0.38235575,0.0,0.003,80,-4,98,1
372055431,0,396809,0.18259265,0.015366351,0.4131995,0.0,0.003,57,-4,108,1
373050658,0,396809,0.12815373,-0.01069563,0.43479013,0.0,0.003,39,-13,115,1
374055869,0,396809,0.119080566,0.061698765,0.4286214,0.0,0.003,36,12,113,1
375054432,0,396809,0.08883671,0.1891129,0.400862,0.0,0.003,26,56,104,1
376063844,0,396809,0.064641625,0.21517487,0.3916089,0.0,0.003,18,65,101,1
377059179,0,396809,0.055568468,0.19490445,0.400862,0.0,0.003,15,58,104,1
378070850,0,396809,0.03137339,0.20069599,0.3946933,0.0,0.003,7,60,102,1
379067172,0,396809,0.025324617,0.19490445,0.3946933,0.0,0.003,5,58,102,1
380075084,0,396809,0.03137339,0.18621711,0.400862,0.0,0.003,7,55,104,1
381081174,0,396809,0.028349003,0.18621711,0.40394637,0.0,0.003,6,55,105,1
382078187,0,396809,0.034397773,0.19490445,0.3946933,0.0,0.003,8,58,102,1
383074084,0,396809,0.037422158,0.19780022,0.400862,0.0,0.003,9,59,104,1
384081126,0,396809,0.03137339,0.19200866,0.40394637,0.0,0.003,7,57,105,1
385077264,0,396809,0.03137339,0.1891129,0.4070308,0.0,0.003,7,56,106,1
386082239,0,396809,0.028349003,0.19490445,0.400862,0.0,0.003,6,58,104,1
387089238,0,396809,0.058592856,0.19200866,0.39777765,0.0,0.003,16,57,103,1
388085804,0,396809,0.052544083,0.18332133,0.40394637,0.0,0.003,14,54,105,1
389085838,0,396809,0.04347093,0.19200866,0.400862,0.0,0.003,11,57,104,1
390094809,0,396809,-0.04121186,0.19780022,0.3916089,0.0,0.003,-17,59,101,1
391091794,0,396809,-0.1349678,0.105135396,0.3916089,0.0,0.003,-48,27,101,1
392097433,0,396809,-0.1319434,-0.0077998536,0.40394637,0.0,0.003,-47,-12,105,1
393095076,0,396809,-0.083553255,0.003783249,0.42245263,0.0,0.003,-31,-8,111,1
394102356,0,396809,-0.12287026,0.015366351,0.4070308,0.0,0.003,-44,-4,106,1
395096370,0,396809,-0.1349678,0.018262127,0.40394637,0.0,0.003,-48,-3,105,1
396106373,0,396809,-0.14404096,0.0066790245,0.400862,0.0,0.003,-51,-7,104,1
397106327,0,396809,-0.14706534,0.003783249,0.38852453,0.0,0.003,-52,-8,100,1
398100349,0,396809,-0.14706534,0.0066790245,0.40394637,0.0,0.003,-52,-7,105,1
399106788,0,396809,-0.13799219,0.00088747335,0.39777765,0.0,0.003,-49,-9,103,1
400103432,0,396809,-0.1561385,-0.0077998536,0.3946933,0.0,0.003,-55,-12,102,1
401110131,0,396809,-0.15311411,-0.0077998536,0.3946933,0.0,0.003,-54,-12,102,1
402116861,0,396809,-0.15008973,0.0066790245,0.400862,0.0,0.003,-53,-7,104,1
403113868,0,396809,-0.26501638,0.018262127,0.3391745,0.0,0.003,-91,-3,84,1
404119458,0,396809,-0.16823605,-0.26552388,0.29599327,0.0,0.003,-59,-101,70,1
405127104,0,396809,0.052544083,-0.26841965,0.3453433,0.0,0.003,14,-102,86,1
406122812,0,396809,0.10698302,-0.1931295,0.38852453,0.0,0.003,32,-76,100,1
