timestamp,load,ram_usage
279961457,0.70946467,0.86054033
280962313,0.7074499,0.86054033
281963452,0.70617497,0.86054033
282962042,0.7047013,0.86054033
283961415,0.70917714,0.86054033
284962114,0.7099031,0.86054033
285961334,0.7081077,0.86054033
286962677,0.7103478,0.86054033
287961335,0.7064525,0.86054033
288962217,0.70844567,0.86054033
289961417,0.7040268,0.86054033
290963407,0.7070037,0.86054033
291961334,0.7095252,0.86054033
292961376,0.7420925,0.86054033
293961336,0.74149925,0.86054033
294961330,0.7419783,0.86054033
295961328,0.7420962,0.86054033
296961328,0.7442148,0.86054033
297961802,0.7437995,0.86054033
298961332,0.7196982,0.86054033
299962222,0.70780426,0.86054033
300961333,0.7076233,0.86054033
301961408,0.7057198,0.86054033
302961361,0.70446646,0.86054033
303964274,0.7052861,0.86054033
304961890,0.7048095,0.86054033
305961971,0.7066878,0.86054033
306963750,0.7060958,0.86054033
307962205,0.72842264,0.86054033
308961978,0.745323,0.86054033
309962115,0.74471706,0.86054033
310961332,0.74671644,0.86054033
311961328,0.74616575,0.86054033
312962000,0.7452022,0.86054033
313961444,0.74524343,0.86054033
314961406,0.7135458,0.86054033
315961328,0.7061312,0.86054033
316961382,0.70537174,0.86054033
317961376,0.7080927,0.86054033
318961328,0.7097297,0.86054033
319963397,0.7080233,0.86054033
320963475,0.70611316,0.86054033
321963834,0.7058283,0.86054033
322964315,0.7082263,0.86054033
323961328,0.7062662,0.86054033
324963103,0.70609546,0.86054033
325961328,0.70698553,0.86054033
326961861,0.7222605,0.86054033
327961473,0.74797267,0.86054033
328962254,0.7459615,0.86054033
329963445,0.75153476,0.86054033
330961971,0.74831676,0.86054033
331962124,0.74847007,0.86054033
332962954,0.74115306,0.86054033
333962087,0.7068198,0.86054033
334964150,0.7087761,0.86054033
335961328,0.71085477,0.86054033
336961328,0.7099877,0.86054033
337961847,0.71077,0.86054033
338961331,0.71000725,0.86054033
339961501,0.71115994,0.86054033
340962145,0.72307736,0.86054033
341961821,0.7496071,0.86054033
342961430,0.74590504,0.86054033
343961328,0.74162376,0.86054033
344961328,0.7474787,0.86054033
345961328,0.74543375,0.86054033
346961328,0.7453828,0.86054033
347961429,0.71854794,0.86054033
348961485,0.7061052,0.86054033
349962380,0.7091237,0.86054033
350961334,0.70742327,0.86054033
351962038,0.70675623,0.86054033
352963326,0.7095728,0.86054033
353961328,0.70694816,0.86054033
354961328,0.70776975,0.86054033
355962993,0.7078182,0.86054033
356961328,0.7065604,0.86054033
357963208,0.7064756,0.86054033
358961410,0.70899194,0.86054033
359961334,0.73677254,0.86054033
360961479,0.7459148,0.86054033
361961376,0.74158657,0.86054033
362961328,0.7443998,0.86054033
363961328,0.7439177,0.86054033
364961386,0.7437625,0.86054033
365961345,0.72450185,0.86054033
366964441,0.70500946,0.86054033
368963127,0.6886799,0.86054033
369962473,0.70479095,0.86054033
370962493,0.7053361,0.86054033
371961931,0.701637,0.86054033
372962065,0.71308255,0.86054033
373961369,0.74363947,0.86054033
374962073,0.746024,0.86054033
375961328,0.74757504,0.86054033
376961985,0.7468227,0.86054033
377961331,0.74730074,0.86054033
378961333,0.7478597,0.86054033
379961334,0.73685575,0.86054033
380961331,0.7087446,0.86054033
381961414,0.7074088,0.86054033
382961328,0.70681775,0.86054033
383961412,0.7070067,0.86054033
384961332,0.7053777,0.86054033
385961428,0.70830667,0.86054033
386963192,0.7088634,0.86054033
387962425,0.7066226,0.86054033
388963172,0.70848185,0.86054033
389962015,0.7067527,0.86054033
390961328,0.7120551,0.86054033
391963990,0.74872994,0.86054033
392962089,0.75015175,0.86054033
393963218,0.74516445,0.86054033
394965204,0.7481554,0.86054033
395962147,0.74726427,0.86054033
396961334,0.7476922,0.86054033
397961911,0.71683085,0.86054033
398961338,0.7079241,0.86054033
399961328,0.7065997,0.86054033
400961333,0.7116399,0.86054033
401964119,0.70927054,0.86054033
402963469,0.71248233,0.86054033
403961459,0.73629,0.86054033
404964065,0.7450218,0.86054033
405961389,0.7431813,0.86054033
406963431,0.74962354,0.86054033
407965291,0.7464302,0.86054033
408963324,0.7439407,0.86054033
409961328,0.7381966,0.86054033
410961467,0.7080742,0.86054033
411963710,0.7061894,0.86054033
412961856,0.7032398,0.86054033
413961331,0.7089844,0.86054033
414961907,0.7076701,0.86054033
415961854,0.7053392,0.86054033
416961436,0.70816445,0.86054033
417961339,0.705659,0.86054033
418964284,0.7077194,0.86054033
419961446,0.7044622,0.86054033
420965436,0.73030615,0.86054033
421962389,0.7450545,0.86054033
422967943,0.742365,0.86054033
423964309,0.7427654,0.86054033
424965842,0.7465661,0.86054033
425962110,0.74073744,0.86054033
426961350,0.79524034,0.8624802
427961445,0.7462491,0.8624802
428962226,0.74770904,0.8624802
429961381,0.75056267,0.8624802
430961329,0.7528679,0.8624802
431961390,0.71317375,0.8624802
432963427,0.74543226,0.8624802
433961333,0.74475884,0.8624802
434961329,0.75012976,0.8624802
435961374,0.7466781,0.8624802
436963135,0.7443905,0.8624802
437963991,0.7434933,0.8624802
438964405,0.7529903,0.8624802
439962194,0.741378,0.8624802
440964197,0.73827326,0.8624802
441962008,0.75291115,0.8624802
442961328,0.7506212,0.8624802
443962275,0.74379075,0.8624802
444961328,0.7442508,0.8624802
445961382,0.71820474,0.8624802
446961766,0.7122893,0.8624802
447961328,0.7017034,0.8624802
448961329,0.7065447,0.8624802
449961328,0.7092127,0.8624802
450963841,0.70521545,0.8624802
451963115,0.70523846,0.8624802
452961336,0.71686304,0.8624802
453963907,0.7058532,0.8624802
454962137,0.70578396,0.8624802
455965961,0.71491313,0.8624802
456961837,0.7464647,0.8624802
457963319,0.7418939,0.8624802
458961414,0.733412,0.8624802
459961394,0.74311036,0.8624802
460962337,0.7406994,0.8624802
461961369,0.7227521,0.8624802
462963233,0.7073622,0.8624802
463961331,0.6991693,0.8624802
464962209,0.69988763,0.8624802
465961508,0.6998726,0.8624802
466962861,0.70806694,0.8624802
467963064,0.6993346,0.8624802
468962968,0.6989321,0.8624802
469963447,0.7056129,0.8624802
470963464,0.70025015,0.8624802
471961410,0.6990081,0.8624802
472961338,0.7082553,0.8624802
473961943,0.701486,0.8624802
474961328,0.6983477,0.8624802
475961333,0.69858074,0.8624802
476961328,0.7029277,0.8624802
477961434,0.6996603,0.8624802
478961328,0.6964178,0.8624802
479961333,0.7138887,0.8624802
480961743,0.6990345,0.8624802
481961826,0.6985705,0.8624802
482961763,0.6954607,0.8624802
483962009,0.70722675,0.8624802
484961333,0.69708323,0.8624802
485961989,0.69366014,0.8624802
486961333,0.7050899,0.8624802
487961877,0.7133857,0.8624802
488961329,0.73834074,0.8624802
490961336,0.73460174,0.8624802
491966772,0.7377161,0.8624802
492961328,0.7448246,0.8624802
493961328,0.73901373,0.8624802
494965501,0.737059,0.8624802
495961335,0.70517445,0.8624802
496961810,0.6895979,0.8624802
497961331,0.73102045,0.8624802
