timestamp,error_count,device_id,temperature,clipping[0],clipping[1],clipping[2],full_scale_range,vibration_metric,coning_vibration,measure_rate_hz,rotation
72402017,0,5505042,29.0,0,0,0,34.906586,5.435085e-05,3.0770386e-09,1000,0
73415813,0,5505042,29.0,0,0,0,34.906586,6.244729e-05,2.4353435e-09,1000,0
74424746,0,5505042,29.0,0,0,0,34.906586,9.858774e-05,4.5159587e-09,1000,0
75429793,0,5505042,29.0,0,0,0,34.906586,0.00016627718,1.2743945e-08,1000,0
77348824,0,5505042,29.0,0,0,0,34.906586,0.00045716227,2.611369e-07,1000,0
78359732,0,5505042,29.0,0,0,0,34.906586,0.00038221775,1.0549652e-07,1000,0
79367820,0,5505042,29.0,0,0,0,34.906586,0.00043626805,1.4598693e-07,1000,0
80376809,0,5505042,29.0,0,0,0,34.906586,0.0004521323,3.7999158e-07,1000,0
81386803,0,5505042,29.0,0,0,0,34.906586,0.00047469517,7.898004e-07,1000,0
82398804,0,5505042,29.0,0,0,0,34.906586,0.0004171606,4.6262312e-07,1000,0
83406734,0,5505042,29.0,0,0,0,34.906586,0.0005094011,4.4445756e-07,1000,0
84415809,0,5505042,29.0,0,0,0,34.906586,0.00031960613,1.6477357e-07,1000,0
85428843,0,5505042,29.0,0,0,0,34.906586,0.00034390573,1.3020708e-07,1000,0
86437821,0,5505042,29.0,0,0,0,34.906586,0.0003203866,1.0589349e-07,1000,0
87450818,0,5505042,29.0,0,0,0,34.906586,0.00036192732,4.6811132e-07,1000,0
88456965,0,5505042,29.0,0,0,0,34.906586,0.00045249192,9.2179846e-07,1000,0
89464914,0,5505042,29.0,0,0,0,34.906586,0.00041334913,5.4984343e-07,1000,0
90371832,0,5505042,29.0,0,0,0,34.906586,0.00033324258,1.5008573e-07,1000,0
91380717,0,5505042,29.0,0,0,0,34.906586,0.0003640141,2.960272e-07,1000,0
92392740,0,5505042,29.0,0,0,0,34.906586,0.0004050731,2.8022103e-07,1000,0
93404763,0,5505042,29.0,0,0,0,34.906586,0.00045165088,5.475771e-07,1000,0
94415743,0,5505042,29.0,0,0,0,34.906586,0.00046883133,8.241633e-07,1000,0
95423820,0,5505042,29.0,0,0,0,34.906586,0.0006346626,1.4028764e-06,1000,0
96433792,0,5505042,29.0,0,0,0,34.906586,0.0006006289,1.3460186e-06,1000,0
97444805,0,5505042,29.0,0,0,0,34.906586,0.00056571065,1.3346317e-06,1000,0
98448734,0,5505042,29.0,0,0,0,34.906586,0.0005539787,1.2065781e-06,1000,0
99458747,0,5505042,29.0,0,0,0,34.906586,0.00037067448,3.9869292e-07,1000,0
100467811,0,5505042,29.0,0,0,0,34.906586,0.0003430868,1.5170045e-07,1000,0
101479734,0,5505042,29.0,0,0,0,34.906586,0.00047436112,1.6200885e-07,1000,0
102489820,0,5505042,29.0,0,0,0,34.906586,0.00048405377,1.5720933e-07,1000,0
103406921,0,5505042,29.0,0,0,0,34.906586,0.00040467764,2.4534873e-07,1000,0
104416811,0,5505042,29.0,0,0,0,34.906586,0.0003791917,2.3984174e-07,1000,0
105431819,0,5505042,29.0,0,0,0,34.906586,0.00035970905,2.5987933e-07,1000,0
106446748,0,5505042,29.0,0,0,0,34.906586,0.00044366592,2.747254e-07,1000,0
107460811,0,5505042,29.0,0,0,0,34.906586,0.0005642172,1.4226101e-06,1000,0
108469754,0,5505042,29.0,0,0,0,34.906586,0.00048114965,1.075826e-06,1000,0
109481853,0,5505042,29.0,0,0,0,34.906586,0.00042350864,3.9184874e-07,1000,0
110491986,0,5505042,29.0,0,0,0,34.906586,0.0004488499,3.8907746e-07,1000,0
111501813,0,5505042,29.0,0,0,0,34.906586,0.00039807314,1.508931e-07,1000,0
112408732,0,5505042,29.0,0,0,0,34.906586,0.00038676508,9.557203e-08,1000,0
113423808,0,5505042,28.0,0,0,0,34.906586,0.00044544635,1.538124e-07,1000,0
114434803,0,5505042,29.0,0,0,0,34.906586,0.00066419767,1.8713163e-06,1000,0
115445827,0,5505042,28.0,0,0,0,34.906586,0.00096420635,4.3403434e-06,1000,0
116453939,0,5505042,28.0,0,0,0,34.906586,0.0007416172,1.5717762e-06,1000,0
117464743,0,5505042,28.0,0,0,0,34.906586,0.00069937966,1.976919e-06,1000,0
118473724,0,5505042,28.0,0,0,0,34.906586,0.00059188635,6.2613174e-07,1000,0
119486819,0,5505042,28.0,0,0,0,34.906586,0.00064546237,1.7060786e-06,1000,0
120499741,0,5505042,28.0,0,0,0,34.906586,0.00080853637,2.19632e-06,1000,0
123525825,0,5505042,27.0,0,0,0,34.906586,0.0006982113,2.395748e-06,1000,0
124439719,0,5505042,27.0,0,0,0,34.906586,0.00090658286,3.965096e-06,1000,0
125451010,0,5505042,27.0,0,0,0,34.906586,0.0009151769,3.474183e-06,1000,0
126463760,0,5505042,27.0,0,0,0,34.906586,0.00079660397,2.4485876e-06,1000,0
127475865,0,5505042,27.0,0,0,0,34.906586,0.00042402846,5.270479e-07,1000,0
128486837,0,5505042,27.0,0,0,0,34.906586,0.00061313517,1.3588757e-06,1000,0
129500834,0,5505042,27.0,0,0,0,34.906586,0.0004789157,8.1354654e-07,1000,0
130511839,0,5505042,27.0,0,0,0,34.906586,0.00050044985,6.2502687e-07,1000,0
131523761,0,5505042,27.0,0,0,0,34.906586,0.0006309298,1.5342802e-06,1000,0
132530730,0,5505042,27.0,0,0,0,34.906586,0.0006583722,1.7690425e-06,1000,0
133541827,0,5505042,27.0,0,0,0,34.906586,0.0006877721,2.0339382e-06,1000,0
134452817,0,5505042,27.0,0,0,0,34.906586,0.00063707976,1.8580184e-06,1000,0
135462723,0,5505042,26.0,0,0,0,34.906586,0.0005698227,7.1432487e-07,1000,0
136470744,0,5505042,27.0,0,0,0,34.906586,0.0004864568,7.679154e-07,1000,0
137477728,0,5505042,27.0,0,0,0,34.906586,0.0003685238,1.6667623e-07,1000,0
138484751,0,5505042,26.0,0,0,0,34.906586,0.00038239363,1.26165e-07,1000,0
139496889,0,5505042,26.0,0,0,0,34.906586,0.0007936778,3.0566382e-06,1000,0
140507827,0,5505042,26.0,0,0,0,34.906586,0.0011228382,5.7507978e-06,1000,0
141519812,0,5505042,26.0,0,0,0,34.906586,0.00088121474,2.6880007e-06,1000,0
142529771,0,5505042,26.0,0,0,0,34.906586,0.00036897842,4.296013e-07,1000,0
143540045,0,5505042,26.0,0,0,0,34.906586,0.0003375677,1.4533083e-07,1000,0
144552721,0,5505042,26.0,0,0,0,34.906586,0.0005596435,1.0224526e-06,1000,0
145561735,0,5505042,26.0,0,0,0,34.906586,0.0004415951,6.161553e-07,1000,0
146572986,0,5505042,26.0,0,0,0,34.906586,0.0005913894,1.0043818e-06,1000,0
147482722,0,5505042,26.0,0,0,0,34.906586,0.00043602337,3.7126603e-07,1000,0
148490721,0,5505042,25.0,0,0,0,34.906586,0.00046212436,2.6540334e-07,1000,0
149501828,0,5505042,25.0,0,0,0,34.906586,0.00041398525,1.3209291e-07,1000,0
150512840,0,5505042,25.0,0,0,0,34.906586,0.00047461697,1.2473268e-07,1000,0
151523727,0,5505042,25.0,0,0,0,34.906586,0.0004302334,1.5167781e-07,1000,0
152534817,0,5505042,25.0,0,0,0,34.906586,0.00047542882,4.0813813e-07,1000,0
153543790,0,5505042,25.0,0,0,0,34.906586,0.0004292932,2.6878402e-07,1000,0
154556716,0,5505042,24.0,0,0,0,34.906586,0.00040278488,1.4756534e-07,1000,0
155566719,0,5505042,24.0,0,0,0,34.906586,0.00045286558,5.3171976e-07,1000,0
156573838,0,5505042,24.0,0,0,0,34.906586,0.0013458271,6.4137766e-06,1000,0
157583746,0,5505042,24.0,0,0,0,34.906586,0.0012305167,5.7807847e-06,1000,0
158592750,0,5505042,24.0,0,0,0,34.906586,0.0006115926,1.4177434e-06,1000,0
159600724,0,5505042,24.0,0,0,0,34.906586,0.00046368907,8.8205337e-07,1000,0
160614815,0,5505042,24.0,0,0,0,34.906586,0.00053983595,1.0351271e-06,1000,0
161621813,0,5505042,24.0,0,0,0,34.906586,0.0005896642,1.3966817e-06,1000,0
162630753,0,5505042,24.0,0,0,0,34.906586,0.00043191895,3.116687e-07,1000,0
163641721,0,5505042,24.0,0,0,0,34.906586,0.0004940832,5.882659e-07,1000,0
164551836,0,5505042,24.0,0,0,0,34.906586,0.0004868918,3.7174027e-07,1000,0
165561864,0,5505042,23.0,0,0,0,34.906586,0.0004327113,1.589234e-07,1000,0
166571841,0,5505042,24.0,0,0,0,34.906586,0.0004108374,1.154039e-07,1000,0
167585819,0,5505042,23.0,0,0,0,34.906586,0.00058943493,5.736227e-07,1000,0
168590816,0,5505042,23.0,0,0,0,34.906586,0.0011997365,6.5944555e-06,1000,0
169604833,0,5505042,23.0,0,0,0,34.906586,0.0010563825,4.3699906e-06,1000,0
170615713,0,5505042,23.0,0,0,0,34.906586,0.00055232056,1.0507139e-06,1000,0
171623813,0,5505042,23.0,0,0,0,34.906586,0.00039530225,3.216326e-07,1000,0
172636735,0,5505042,23.0,0,0,0,34.906586,0.0004257019,1.5728499e-07,1000,0
173643831,0,5505042,23.0,0,0,0,34.906586,0.0004376067,1.3653924e-07,1000,0
174654727,0,5505042,23.0,0,0,0,34.906586,0.00042696975,1.106227e-07,1000,0
175665869,0,5505042,23.0,0,0,0,34.906586,0.00041837752,1.00766236e-07,1000,0
176673817,0,5505042,23.0,0,0,0,34.906586,0.00043875465,1.071436e-07,1000,0
177579748,0,5505042,23.0,0,0,0,34.906586,0.00045313456,2.2765184e-07,1000,0
178588761,0,5505042,23.0,0,0,0,34.906586,0.0008217422,2.6563716e-06,1000,0
179598750,0,5505042,23.0,0,0,0,34.906586,0.0011122933,4.621377e-06,1000,0
180608724,0,5505042,23.0,0,0,0,34.906586,0.00090766686,2.4900085e-06,1000,0
181621011,0,5505042,23.0,0,0,0,34.906586,0.0004234426,3.7086025e-07,1000,0
182629793,0,5505042,23.0,0,0,0,34.906586,0.00036314465,9.0684324e-08,1000,0
183634809,0,5505042,23.0,0,0,0,34.906586,0.00038053736,6.771615e-08,1000,0
184643798,0,5505042,23.0,0,0,0,34.906586,0.00046925753,1.03238946e-07,1000,0
185655822,0,5505042,22.0,0,0,0,34.906586,0.000579733,9.1522037e-07,1000,0
186665751,0,5505042,22.0,0,0,0,34.906586,0.0004999628,3.408384e-07,1000,0
187676714,0,5505042,22.0,0,0,0,34.906586,0.00044097606,4.5261083e-07,1000,0
188682728,0,5505042,22.0,0,0,0,34.906586,0.0006213018,1.3545206e-06,1000,0
189689817,0,5505042,22.0,0,0,0,34.906586,0.0011749825,4.7480135e-06,1000,0
190596795,0,5505042,22.0,0,0,0,34.906586,0.0008729554,3.195075e-06,1000,0
191606732,0,5505042,22.0,0,0,0,34.906586,0.00055463717,1.0014915e-06,1000,0
