timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
81493152,nan,nan,nan,-0.7316368,-0.55764335,2.3227103,-1.9459065,-0.97102594,-0.3350498,-1.6288992,0.0,0.0,0.0,0.0,0.029326748,-0.14037596,-0.5315709
81600807,nan,nan,nan,-0.7882208,-0.51079464,2.280075,-2.1329274,-0.97479856,-0.44271684,-1.6323788,0.0,0.0,0.0,0.0,0.023909435,-0.15012622,-0.53236365
81722844,nan,nan,nan,-0.8494766,-0.37131786,2.208434,-2.3461108,-0.97596,-0.68863225,-1.5466664,0.0,0.0,0.0,0.0,0.016023526,-0.15255752,-0.53683144
81819460,nan,nan,nan,-0.89243877,-0.27453652,2.1380177,-2.5025098,-0.9759171,-0.8047517,-1.3965491,0.0,0.0,0.0,0.0,0.008830412,-0.15766934,-0.5384265
81924447,nan,nan,nan,-0.9288406,-0.23178683,2.052488,-2.6421409,-0.975886,-0.8244663,-1.1296245,0.0,0.0,0.0,0.0,0.0023248745,-0.16227332,-0.53873026
82025816,nan,nan,nan,-0.9581475,-0.14688456,1.9759266,-2.756441,-0.975737,-0.2947863,-1.0002363,0.0,0.0,0.0,0.0,-0.0056187008,-0.15719265,-0.538934
82121479,nan,nan,nan,-0.98153174,-0.051612973,1.9591311,-2.8612998,-0.97619855,-0.301938,-0.9076581,0.090903446,0.0,0.0,0.0,-0.006871108,-0.1549533,-0.5415934
82226245,nan,nan,nan,-0.9984892,-0.016661426,1.9350667,-2.9653614,-0.8863346,0.0535146,-0.69278336,1.836836,0.0,0.0,0.0,-0.005361083,-0.15536399,-0.5229781
82333413,nan,nan,nan,-1.0102626,-0.00525041,1.9360003,-3.0582442,-0.6028932,0.088163614,-0.7164074,2.4764707,0.0,0.0,0.0,-0.004907909,-0.15231389,-0.46945357
82433431,nan,nan,nan,-1.014895,-0.0017693246,1.9537224,-3.1418653,-0.45302743,0.22276822,-0.56383795,0.50869083,0.0,0.0,0.0,-0.0025961057,-0.15336518,-0.45637363
82531287,nan,nan,nan,-1.0141325,-0.0006085809,1.9911159,-3.2007146,-0.43631983,0.2773425,-0.27734256,0.59492266,0.0,0.0,0.0,0.0026809964,-0.15224424,-0.48153463
82634438,nan,nan,nan,-1.0141325,-0.00019944158,2.0105402,-3.23076,-0.32885203,0.0,0.0,0.46157527,0.0,0.0,0.0,0.0013561248,-0.15031916,-0.48226053
82738980,nan,nan,nan,-1.0141325,-6.4450214e-05,2.0105217,-3.2308366,-0.24255545,0.08352856,-0.083528616,1.7741461,0.0,0.0,0.0,-0.0007517631,-0.14032197,-0.48254472
82842373,nan,nan,nan,-1.0141325,-2.1049294e-05,2.0116374,-3.2320528,-0.0517589,-0.14407855,0.2688776,1.0301558,0.0,0.0,0.0,-0.0003573347,-0.13355656,-0.44985437
82915427,nan,nan,nan,-1.0141325,-9.488435e-06,2.0021935,-3.2170339,-0.02987077,-0.116019115,0.16264524,-0.4309242,0.0,0.0,0.0,-0.0024130878,-0.13015741,-0.46231204
83024772,nan,nan,nan,-1.0141325,-2.934711e-06,1.9754995,-3.1733112,-0.19655085,-0.27434993,0.2743499,-2.617804,0.0,0.0,0.0,-0.0049761757,-0.123172484,-0.5336189
83132367,nan,nan,nan,-1.0141325,-9.222164e-07,1.9527749,-3.1371956,-0.44667414,-0.22099729,0.2209973,-1.3368139,0.0,0.0,0.0,-0.0050948085,-0.11214507,-0.6006736
83228507,nan,nan,nan,-1.0141325,-3.2195214e-07,1.947052,-3.1287405,-0.48263586,0.0,0.0,0.5904261,0.0,0.0,0.0,-0.003865434,-0.1091427,-0.57139814
83326065,nan,nan,nan,-1.0141325,-1.1139396e-07,1.9648292,-3.1594973,-0.46239054,0.30635402,-0.5549009,0.0,0.0,0.0,0.0,-0.0005941191,-0.11060514,-0.5229067
83455059,nan,nan,nan,-1.0141325,-2.7609854e-08,2.0174809,-3.245571,-0.46051645,0.44523713,-0.72655326,0.0,0.0,0.0,0.0,0.0035775746,-0.122324795,-0.49439356
83554425,nan,nan,nan,-1.0141325,-9.363507e-09,2.0741358,-3.3413951,-0.45820105,0.61748433,-0.8074062,0.0,0.0,0.0,0.0,0.0006281091,-0.13182345,-0.49778816
83651220,nan,nan,nan,-1.0141325,-3.255383e-09,2.133903,-3.425328,-0.45819163,0.60945,-0.60945004,0.0,0.0,0.0,0.0,0.0056267316,-0.13148041,-0.5026958
83754305,nan,nan,nan,-1.0141325,-1.0665897e-09,2.1607609,-3.471702,-0.4554735,0.07798825,-0.07798825,0.0,0.0,0.0,0.0,0.0058882684,-0.13379021,-0.51123995
83858870,nan,nan,nan,-1.0141325,-3.445336e-10,2.1700861,-3.487137,-0.4004531,0.0,0.0,1.4374235,0.0,0.0,0.0,0.005663303,-0.1270434,-0.5059498
83954343,nan,nan,nan,-1.0141325,-1.2125631e-10,2.1729379,-3.4917195,-0.32320923,0.0,0.0,-0.130604,0.0,0.0,0.0,0.0031041577,-0.1241502,-0.49460894
84053298,nan,nan,nan,-1.0141325,-4.128074e-11,2.1766722,-3.49772,-0.33119804,0.0,0.0,0.0,0.0,0.0,0.0,0.0016533799,-0.122893795,-0.50740445
84174378,nan,nan,nan,-1.0141325,-1.1017409e-11,2.1663883,-3.4811947,-0.33112323,0.0,0.0,0.0,0.0,0.0,0.0,-7.8285e-05,-0.11480715,-0.5160168
84275405,nan,nan,nan,-1.0141325,-3.6813564e-12,2.1550255,-3.462884,-0.33104354,-0.058117818,0.05811783,0.0,0.0,0.0,0.0,-0.0027750514,-0.110306665,-0.5190888
84374445,nan,nan,nan,-1.0141325,-1.2528411e-12,2.1524503,-3.4587975,-0.3338759,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030024634,-0.10822866,-0.51740384
84475210,nan,nan,nan,-1.0141325,-4.1934338e-13,2.1567457,-3.4657156,-0.33449802,0.032153144,-0.032153077,0.0,0.0,0.0,0.0,-0.0029617066,-0.10561894,-0.5173134
84574670,nan,nan,nan,-1.0141325,-1.424251e-13,2.1644053,-3.478758,-0.33196002,0.22228247,-0.22229704,0.0,0.0,0.0,0.0,-0.0007317108,-0.106531985,-0.5159359
84670040,nan,nan,nan,-1.0141325,-5.0208274e-14,2.176534,-3.4977062,-0.33165777,0.11717535,-0.117175356,0.0,0.0,0.0,0.0,-0.0012738889,-0.111268625,-0.51484746
84783979,nan,nan,nan,-1.0141325,-1.4856568e-14,2.1946409,-3.5268724,-0.33447033,0.1354618,-0.1354618,0.0,0.0,0.0,0.0,0.0028518215,-0.1093103,-0.51413196
84876274,nan,nan,nan,-1.0141325,-5.3929482e-15,2.2074118,-3.5474079,-0.3319596,0.11411849,-0.15199041,0.0,0.0,0.0,0.0,0.00579942,-0.11123498,-0.51620656
84979633,nan,nan,nan,-1.0141325,-1.7623688e-15,2.226909,-3.579383,-0.275927,0.20740825,-0.26631027,1.5058401,0.0,0.0,0.0,0.006185033,-0.111625925,-0.50050855
85076788,nan,nan,nan,-1.0141325,-6.105409e-16,2.2514596,-3.6162944,-0.06714755,0.15086126,-0.15086123,2.195697,0.0,0.0,0.0,0.008385698,-0.11061101,-0.4463688
85193751,nan,nan,-4.2938404,-1.0141325,-1.6939137e-16,2.2716186,-3.6495233,0.05645158,0.0,0.0,-0.14356291,0.0,0.0,0.0,0.008288208,-0.115106374,-0.44471532
85288896,nan,nan,nan,-1.0141325,-5.985546e-17,2.275977,-3.6572938,0.0015725044,0.0,0.0,-0.25079912,0.0,0.0,0.0,0.007595615,-0.11714284,-0.48505154
85388385,nan,nan,nan,-1.0141325,-2.0271556e-17,2.2625258,-3.635561,-0.011924745,-0.08824794,0.08824795,0.0,0.0,0.0,0.0,-0.0008781585,-0.10979465,-0.5093237
85493453,nan,nan,nan,-1.0141325,-6.5343633e-18,2.242772,-3.6027787,-0.023418937,-0.26415327,0.27708298,0.0,0.0,0.0,0.0,-0.00072591915,-0.10669552,-0.5208789
85612396,nan,nan,nan,-1.0141325,-1.7790901e-18,2.2123332,-3.553905,-0.02738945,-0.28050098,0.3000306,0.0,0.0,0.0,0.0,-0.002619435,-0.09988351,-0.5213437
85714267,nan,nan,nan,-1.0141325,-5.8997504e-19,2.1865673,-3.51616,-0.03264274,-0.1303693,0.1303693,0.0,0.0,0.0,0.0,-0.0049540554,-0.10105601,-0.52186733
85812867,nan,nan,nan,-1.0141325,-2.0203896e-19,2.1654973,-3.4803903,-0.031234786,0.0,0.0,0.0,0.0,0.0,0.0,-0.007262736,-0.09679092,-0.5138164
85911395,nan,nan,nan,-1.0141325,-6.8984647e-20,2.150029,-3.4546866,-0.03251883,-0.12034955,0.120349504,0.0,0.0,0.0,0.0,-0.0051524527,-0.09599572,-0.50863
86010468,nan,nan,nan,-1.0141325,-2.3479331e-20,2.1305914,-3.423077,-0.031255033,-0.19286728,0.19821616,0.0,0.0,0.0,0.0,-0.011114306,-0.09751073,-0.51339144
