timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
92892683,0.008807961,-0.05185631,0.058663297,0.0
93096719,0.008554821,-0.051805712,0.06135469,0.0
93301709,0.0072730253,-0.052285407,0.063003495,0.0
93501705,0.007362428,-0.052953035,0.06459132,0.0
93710685,0.004993591,-0.054990374,0.06573277,0.0
93911698,0.0039909887,-0.055716705,0.067358926,0.0
94115702,0.0036514765,-0.05534713,0.069249645,0.0
94318681,0.0031294296,-0.054995373,0.0715498,0.0
94518690,0.00017171068,-0.054974783,0.074064985,0.0
94720688,-0.0032386547,-0.058641996,0.07764191,0.0
94919683,-0.002413877,-0.058628652,0.08083011,0.0
95124695,-0.0044704224,-0.059353497,0.083555415,0.0
95329689,-0.006737312,-0.060343795,0.086415336,0.0
95533694,-0.009871597,-0.060816206,0.08890246,0.0
95737680,-0.008815297,-0.059169725,0.09063866,0.0
95938682,-0.009986133,-0.060036793,0.09228085,0.0
96138685,-0.010417602,-0.05867542,0.093521066,0.0
96341718,-0.012014953,-0.060421407,0.09566705,0.0
96547676,-0.012544418,-0.060215488,0.09728413,0.0
96751697,-0.012500888,-0.059663508,0.09851925,0.0
96952702,-0.013440811,-0.05977766,0.099256545,0.0
97153704,-0.009529627,-0.05874769,0.09950514,0.0
97360687,-0.012122334,-0.056117006,0.0988627,0.0
97561699,-0.01325448,-0.054193463,0.09837107,0.0
97763696,-0.0146178445,-0.052817676,0.098544665,0.0
97965712,-0.014590779,-0.05086948,0.098387055,0.0
98165875,-0.017194565,-0.050056133,0.09771775,0.0
98369715,-0.019547092,-0.04618586,0.09675135,0.0
98569693,-0.018714912,-0.040927727,0.09187822,0.0
98769700,-0.019277848,-0.03662253,0.087395206,0.0
98978686,-0.020482956,-0.030632228,0.08469956,0.0
99178701,-0.020354833,-0.025593614,0.082987964,0.0
99382690,-0.019468166,-0.019405508,0.082168676,0.0
99587700,-0.018960157,-0.013034284,0.081906125,0.0
99788694,-0.01813547,-0.007850206,0.082365975,0.0
99991718,-0.018838597,-0.0032526623,0.08337808,0.0
100197686,-0.017319009,0.00055524055,0.083992325,0.0
100400700,-0.015755087,0.004548661,0.08367154,0.0
100606694,-0.014339746,0.009056003,0.083270214,0.0
100811686,-0.015782814,0.012761952,0.083393164,0.0
101016678,-0.016638964,0.015689839,0.08383341,0.0
101220684,-0.016706105,0.016608372,0.082839906,0.0
101425678,-0.016432274,0.018599963,0.08038445,0.0
101627687,-0.016359588,0.021032108,0.07738862,0.0
101828679,-0.015938954,0.022096941,0.074717715,0.0
102033685,-0.014970314,0.024677496,0.07235776,0.0
102234685,-0.014497389,0.02772997,0.07023651,0.0
102434690,-0.015232527,0.030185116,0.06926118,0.0
102637680,-0.016904352,0.03189147,0.06845675,0.0
102842692,-0.020056292,0.031438153,0.06717569,0.0
103042690,-0.017695423,0.035979237,0.06640118,0.0
103242681,-0.020383928,0.03812553,0.06618174,0.0
103446680,-0.021304285,0.036959153,0.06720682,0.0
103647684,-0.022393128,0.03468212,0.068108335,0.0
103851702,-0.020648535,0.033016063,0.06899338,0.0
104056690,-0.019577771,0.031538554,0.07079891,0.0
104259681,-0.019473493,0.030893479,0.07262629,0.0
104460693,-0.01825407,0.029421624,0.07412684,0.0
104663691,-0.017887153,0.027856752,0.07531226,0.0
104865680,-0.016116707,0.02611312,0.076312706,0.0
105065686,-0.014796109,0.024752267,0.0771262,0.0
105266843,-0.014039129,0.021784363,0.07776906,0.0
105468687,-0.012821637,0.018632136,0.07838006,0.0
105671706,-0.013061125,0.014569616,0.07885861,0.0
105873683,-0.013167124,0.011851336,0.07955881,0.0
106074676,-0.010805483,0.009012344,0.08066342,0.0
106274798,-0.010286097,0.0034852917,0.08079479,0.0
106478693,-0.008851105,0.0022617797,0.07916032,0.0
106680694,-0.009606343,0.0023404788,0.07394728,0.0
106883687,-0.012086565,-0.005598036,0.0664366,0.0
107083827,-0.010184223,-0.0151357325,0.061758064,0.0
107285700,-0.006471786,-0.02223579,0.057773378,0.0
107487676,-0.0031484466,-0.024503546,0.055364415,0.0
107691788,0.00045265982,-0.02733316,0.055488016,0.0
107896706,0.0046099974,-0.030089187,0.056224294,0.0
108096685,0.0077931355,-0.0324061,0.056025315,0.0
108296681,0.010840831,-0.033703092,0.0571,0.0
108500908,0.0143889515,-0.03398547,0.059600018,0.0
108704692,0.016039006,-0.034525376,0.062184423,0.0
108905698,0.018330622,-0.035825122,0.0656211,0.0
109109693,0.016253853,-0.03816621,0.067714095,0.0
109310705,0.01426366,-0.04140915,0.068713896,0.0
109515686,0.015037729,-0.043547057,0.069366835,0.0
109719686,0.017743817,-0.044552878,0.07093389,0.0
109923689,0.016073165,-0.04561138,0.072285384,0.0
110124682,0.012610657,-0.047706,0.07280305,0.0
110328693,0.009757318,-0.04885441,0.072557256,0.0
110530711,0.008080533,-0.050492443,0.07211619,0.0
110736689,0.005050262,-0.052868523,0.072115585,0.0
110938687,0.0033733323,-0.05389,0.07245283,0.0
111140702,0.003264517,-0.052644614,0.0725554,0.0
111342686,0.0004732771,-0.052461408,0.071967006,0.0
111546682,-0.00056054536,-0.052581426,0.07201768,0.0
111746695,-0.0005316941,-0.052832767,0.07212571,0.0
111951887,-0.0017694016,-0.053043507,0.07230735,0.0
112151683,-0.0016624983,-0.0535039,0.07246658,0.0
112355684,-0.0027292348,-0.054037828,0.07217512,0.0
112555691,-0.00387437,-0.05446346,0.07220609,0.0
112763690,-0.0043821246,-0.053682383,0.07230053,0.0
112964689,-0.0055422587,-0.053481635,0.07259148,0.0
113169731,-0.007863293,-0.054363474,0.07376519,0.0
113372685,-0.008002772,-0.053138487,0.07445443,0.0
113574686,-0.009936018,-0.053209566,0.07357843,0.0
113778687,-0.011230986,-0.053239264,0.06961286,0.0
113980687,-0.00888661,-0.053561985,0.06332779,0.0
114181690,-0.00383975,-0.052462474,0.059186798,0.0
114382686,-0.0024616534,-0.05094611,0.052675374,0.0
114586703,0.0036155703,-0.044041995,0.049341433,0.0
114787683,0.008229281,-0.041582752,0.04858767,0.0
114989691,0.015867952,-0.036685165,0.05047262,0.0
115191703,0.024043394,-0.027684813,0.053808793,0.0
115395695,0.027185127,-0.016254496,0.05866322,0.0
115598698,0.029726386,-0.0013189715,0.06837106,0.0
115799685,0.027314438,0.007057757,0.07515638,0.0
116000682,0.027964499,0.013506359,0.07823596,0.0
116200686,0.03245015,0.018153552,0.076953284,0.0
116403694,0.036020942,0.020677783,0.07191681,0.0
116609756,0.03702441,0.025566597,0.06616466,0.0
116813694,0.03696093,0.030925814,0.062850416,0.0
117018822,0.03713821,0.03589861,0.060345385,0.0
117221686,0.038365573,0.04359692,0.057968635,0.0
117422684,0.04185235,0.051184658,0.058830634,0.0
117624687,0.044135306,0.05818632,0.0642978,0.0
117829682,0.04272209,0.05997318,0.067601375,0.0
118030696,0.043779865,0.060575783,0.069665074,0.0
118236688,0.045045834,0.05673933,0.07136621,0.0
118441686,0.045769688,0.05377037,0.07390688,0.0
118646697,0.04629216,0.048229832,0.08210517,0.0
118849694,0.04451314,0.04179191,0.08976737,0.0
119055691,0.043558042,0.032909445,0.0944293,0.0
119259682,0.03918129,0.023353213,0.098569356,0.0
119462732,0.03255746,0.016412426,0.10430073,0.0
119663733,0.024256269,0.008728644,0.108489014,0.0
119864686,0.01818993,0.0036332493,0.11061673,0.0
120067687,0.011984946,0.0010126478,0.11068147,0.0
120273697,0.0033554295,0.00010569003,0.10330209,0.0
120476691,-0.0026704057,0.0015637729,0.09222719,0.0
120681692,-0.008118406,0.0025702652,0.08621738,0.0
122297686,-0.01642163,-0.013191498,0.07542967,0.0
123512695,0.0032413302,-0.02953104,0.06492511,0.0
123712922,0.009410303,-0.025023049,0.065316536,0.0
123915696,0.018421032,-0.019526038,0.066170804,0.0
124117697,0.024179209,-0.010447522,0.0654546,0.0
124321693,0.027263824,-0.0005713446,0.061187234,0.0
124522693,0.027683182,0.013256764,0.05500835,0.0
124726679,0.026158713,0.023354381,0.04979778,0.0
124929677,0.023078103,0.03036476,0.045985024,0.0
125131698,0.019836502,0.043741494,0.041933004,0.0
125335717,0.014164852,0.051581524,0.041320067,0.0
125538687,0.009677988,0.050098646,0.044004235,0.0
125739682,-0.0048143975,0.048337176,0.05250468,0.0
125940684,-0.031852372,0.021400407,0.06991205,0.0
126143687,-0.022118146,0.015202669,0.085462786,0.0
126349696,-0.02377126,0.005735723,0.09216826,0.0
126556699,-0.023217313,0.002698933,0.093197174,0.0
126757703,-0.021008575,-0.0036757214,0.093041964,0.0
126958688,-0.017775245,-0.009028912,0.093103915,0.0
127158688,-0.015201809,-0.013305535,0.09295555,0.0
127362846,-0.01322045,-0.017573366,0.09315683,0.0
127566689,-0.012337091,-0.020851567,0.09336375,0.0
127767700,-0.012949834,-0.023181364,0.09038045,0.0
127971701,-0.011207561,-0.023155628,0.08580337,0.0
128171915,-0.009890329,-0.02441766,0.08265449,0.0
128372695,-0.006622226,-0.027527843,0.07734628,0.0
128573712,-3.936211e-05,-0.03231965,0.07814922,0.0
128775690,0.0050864667,-0.03309102,0.08422311,0.0
128980698,0.008979692,-0.030159555,0.091428235,0.0
129181692,0.01193518,-0.026063891,0.096518345,0.0
129384690,0.016229166,-0.023176214,0.102068804,0.0
129587683,0.018116163,-0.02470747,0.10997631,0.0
129790753,0.018755341,-0.02709003,0.11060106,0.0
129994689,0.019522304,-0.03199644,0.10958292,0.0
130197680,0.023192937,-0.034011018,0.11038792,0.0
130402704,0.025285998,-0.035048276,0.11479499,0.0
130609682,0.022911588,-0.03830047,0.11747932,0.0
130814678,0.021598201,-0.043372996,0.11791087,0.0
131018704,0.019208083,-0.04635128,0.11746683,0.0
131222923,0.015730271,-0.046236724,0.11637623,0.0
131427684,0.01280394,-0.04530707,0.11487719,0.0
131628685,0.009195573,-0.043447353,0.11389555,0.0
131832697,0.006571172,-0.04093387,0.113126285,0.0
132034697,0.0018526103,-0.038559824,0.11181632,0.0
132241698,-0.0040973015,-0.036299635,0.109774426,0.0
132442677,-0.008865336,-0.03400943,0.10791869,0.0
132646706,-0.013556582,-0.029505393,0.106458806,0.0
132854697,-0.019344084,-0.023341142,0.10481335,0.0
133056688,-0.02298136,-0.01807052,0.10257984,0.0
133259708,-0.026693866,-0.014178489,0.09952708,0.0
133460703,-0.0324938,-0.01126739,0.09735406,0.0
133661696,-0.035259053,-0.0068593174,0.09771789,0.0
133864823,-0.032408122,-0.0011104053,0.09794301,0.0
134067682,-0.03652872,0.004263751,0.0917923,0.0
134270676,-0.03580224,0.008924823,0.08343828,0.0
134474705,-0.039114356,0.014169701,0.07701981,0.0
134675676,-0.05044089,0.018311355,0.07121455,0.0
134879695,-0.061847452,0.016349262,0.06830895,0.0
135083726,-0.065213904,0.008458987,0.068730004,0.0
135284690,-0.058265172,0.0065327343,0.07029186,0.0
135488691,-0.05424558,0.003584239,0.07121017,0.0
135695692,-0.052482963,-0.00033903358,0.07034711,0.0
135898835,-0.05582306,-0.015479959,0.07200312,0.0
136098688,-0.04604354,-0.015046519,0.07506532,0.0
136300713,-0.04190255,-0.017741263,0.078736655,0.0
136502718,-0.038106572,-0.022933055,0.08281145,0.0
136706691,-0.0331889,-0.026757514,0.086083345,0.0
136906845,-0.029221307,-0.028966172,0.087811634,0.0
137109685,-0.026568351,-0.031303953,0.08897331,0.0
137312679,-0.023866417,-0.03277863,0.08957341,0.0
137518699,-0.021137293,-0.03444098,0.09022266,0.0
137721698,-0.01903007,-0.03551522,0.09092395,0.0
137921718,-0.01829307,-0.037342336,0.0911809,0.0
138124711,-0.015872614,-0.037863903,0.09186151,0.0
138325700,-0.0146662,-0.036861744,0.09229239,0.0
138525688,-0.009164912,-0.03806115,0.09178747,0.0
138730691,-0.0068931957,-0.039778642,0.092202574,0.0
138933687,-0.009975724,-0.040351707,0.091349795,0.0
139135686,-0.01909364,-0.038582873,0.083094396,0.0
139338696,-0.014242977,-0.040406786,0.06896649,0.0
139543689,-0.004123168,-0.047606446,0.05997428,0.0
139744676,0.0018295896,-0.0463535,0.059010193,0.0
139947684,0.0055222996,-0.03861593,0.0637427,0.0
140152701,0.016854046,-0.026997976,0.06820846,0.0
140353698,0.014699155,-0.021119844,0.07051265,0.0
140557684,0.017027764,-0.013566603,0.072723255,0.0
140758685,0.017393272,-0.0038285886,0.07443233,0.0
140962678,0.018320907,0.008407446,0.07594395,0.0
141162691,0.039772563,0.031748857,0.08664477,0.0
141366682,0.029682735,0.04345094,0.09181685,0.0
141568696,0.022401294,0.05201048,0.09263553,0.0
141770691,0.026825637,0.04876042,0.09392566,0.0
141973686,0.02874618,0.04270419,0.09417195,0.0
142173681,0.026315106,0.033451915,0.094097234,0.0
142377688,0.02371211,0.024750778,0.09380434,0.0
142580682,0.020985693,0.017713692,0.0933069,0.0
142782834,0.018648509,0.011932936,0.09332047,0.0
142989688,0.017693985,0.005008138,0.09352787,0.0
143190680,0.014864824,-0.0020905854,0.09427723,0.0
143391686,0.0128895575,-0.0070588845,0.094565414,0.0
143595691,0.012103637,-0.01254028,0.09496994,0.0
143796699,0.00974024,-0.015299147,0.094788514,0.0
143996695,0.009101303,-0.016356887,0.09235379,0.0
144196681,0.016615028,-0.01904084,0.09216525,0.0
144399684,0.009383378,-0.024611175,0.097560994,0.0
144600692,0.0049851816,-0.02718947,0.10125271,0.0
144800687,0.0017750238,-0.0337898,0.10345823,0.0
145005689,-0.005841709,-0.036508843,0.101825915,0.0
145210686,-0.0030787669,-0.036315277,0.097643726,0.0
145418702,-0.0047456357,-0.036103554,0.09471889,0.0
145623692,-0.0037185594,-0.03737668,0.09446752,0.0
145827693,0.00037062043,-0.03641329,0.099628046,0.0
146031699,-0.009063108,-0.040431388,0.10308127,0.0
146234677,-0.012324496,-0.040080294,0.10059025,0.0
146436683,-0.011032193,-0.03786426,0.09676934,0.0
146638690,-0.010609627,-0.036975536,0.09338528,0.0
146842686,-0.012245957,-0.037156023,0.091625005,0.0
147047695,-0.012756068,-0.039554346,0.09176984,0.0
147248691,-0.012835944,-0.0393312,0.09212191,0.0
147452692,-0.013097879,-0.03866103,0.09146541,0.0
147655702,-0.014117135,-0.038442153,0.090743504,0.0
147857678,-0.014206285,-0.03750627,0.089550786,0.0
148057691,-0.014294557,-0.038463898,0.088568226,0.0
148262677,-0.015489644,-0.037601937,0.08702553,0.0
148466704,-0.0145379845,-0.037236866,0.085881844,0.0
148669676,-0.0153189665,-0.03679038,0.08476232,0.0
148873725,-0.014865998,-0.03752746,0.083704025,0.0
149075694,-0.015243592,-0.039054167,0.083369255,0.0
149279731,-0.015337466,-0.039008908,0.08295077,0.0
149481708,-0.01460094,-0.03935102,0.082928285,0.0
149685699,-0.013988773,-0.041758005,0.08347621,0.0
149885684,-0.0127712395,-0.042107925,0.08421373,0.0
150089702,-0.01219282,-0.04311815,0.084862374,0.0
150290689,-0.010626989,-0.044463973,0.08543152,0.0
150493921,-0.010604514,-0.047096994,0.08556074,0.0
150694692,-0.0108186975,-0.04857115,0.0858585,0.0
150895679,-0.010179675,-0.04774371,0.08653729,0.0
151095699,-0.009624542,-0.048195016,0.08697613,0.0
151299684,-0.009580358,-0.046074267,0.08661842,0.0
151501906,-0.009552279,-0.04614483,0.08698497,0.0
151704690,-0.008619126,-0.046412475,0.08893895,0.0
151904709,-0.0066151284,-0.048489824,0.09114533,0.0
152107693,-0.004188675,-0.050312907,0.09317275,0.0
152309700,-0.00444987,-0.051219832,0.09359479,0.0
152509902,-0.0050396034,-0.051117722,0.091880456,0.0
152713716,-0.00604243,-0.051694896,0.09084668,0.0
152914701,-0.0068892115,-0.05099058,0.09014556,0.0
153114682,-0.00949817,-0.052165996,0.09071868,0.0
153319690,-0.00785452,-0.05176829,0.091978185,0.0
153523687,-0.007950402,-0.05189833,0.091587186,0.0
153728717,-0.008804337,-0.05100212,0.09058742,0.0
153931695,-0.009147382,-0.050242506,0.0901514,0.0
154133680,-0.009811663,-0.048426345,0.089744896,0.0
154337683,-0.008872269,-0.04868808,0.089163944,0.0
154538678,-0.006960094,-0.05089956,0.088638656,0.0
154740704,-0.004621072,-0.053060744,0.089125976,0.0
154941713,-0.0026944259,-0.05414376,0.09024612,0.0
155147706,-0.0014464788,-0.056218233,0.09127115,0.0
155347686,-0.004017218,-0.05808938,0.09000902,0.0
155550686,-0.004314119,-0.061086457,0.08369778,0.0
155752699,-0.0025329073,-0.061302762,0.077229954,0.0
155956705,-0.002320039,-0.06104767,0.071265705,0.0
156161709,0.0021014845,-0.058565747,0.06701082,0.0
156364685,0.006020938,-0.05357112,0.06654011,0.0
156565676,0.011026539,-0.040718243,0.068445265,0.0
156770693,0.01072051,-0.03137882,0.06866817,0.0
156970692,0.011422253,-0.020888437,0.066394955,0.0
157171687,0.0110526895,-0.013739579,0.06359297,0.0
157373697,0.022762641,-0.0062103374,0.06845655,0.0
157576744,0.010683703,0.012737677,0.08165917,0.0
157783683,0.009606118,0.013961473,0.090045005,0.0
157987693,0.011238992,0.02470339,0.09555662,0.0
158189689,-0.0017345473,0.018395962,0.10009399,0.0
158393681,-0.006535368,0.019838449,0.10419124,0.0
158595689,-0.00925975,0.016126411,0.105203375,0.0
158798715,-0.0089926515,0.010416987,0.105717376,0.0
159000685,0.00021119625,0.006446391,0.10691025,0.0
159200679,-0.0038746407,0.000695693,0.11226752,0.0
159404705,-0.0060251104,-0.0034681342,0.114766754,0.0
159606685,-0.0134545965,-0.0086700395,0.11354657,0.0
159807692,-0.008443916,-0.01057705,0.108720906,0.0
160009680,-0.0077767535,-0.013216337,0.10567986,0.0
160209698,-0.0022603304,-0.015800938,0.10442079,0.0
160413690,-0.0017944676,-0.017826186,0.1098472,0.0
160614698,-0.013189328,-0.023305003,0.1112974,0.0
160818686,-0.011718704,-0.026954817,0.10670713,0.0
161019688,-0.009901568,-0.0271677,0.10343663,0.0
161226691,-0.0039088125,-0.027111022,0.10220501,0.0
161428677,-0.0042797658,-0.027089836,0.10709885,0.0
161630686,-0.016324183,-0.03366799,0.10467417,0.0
161833681,-0.011948076,-0.03113094,0.099254556,0.0
162038696,-0.011879218,-0.031285033,0.09599099,0.0
162238701,-0.011988714,-0.03086171,0.09426604,0.0
162438686,-0.012986016,-0.030850153,0.09252817,0.0
162642697,-0.013304231,-0.032038994,0.09096239,0.0
162847691,-0.015670545,-0.032271322,0.09031828,0.0
163051692,-0.015643211,-0.03157126,0.08922829,0.0
163253880,-0.014595205,-0.03242606,0.0887517,0.0
163457689,-0.017437924,-0.03241588,0.086370915,0.0
163660680,-0.016960077,-0.0341684,0.079782195,0.0
163862678,-0.00720509,-0.0376382,0.08384355,0.0
164065690,-0.0059412476,-0.04112342,0.08701483,0.0
164266694,-0.003957704,-0.045267962,0.08840896,0.0
164466686,-0.00079857494,-0.04916709,0.088886365,0.0
164668693,0.0010290028,-0.051079605,0.08952336,0.0
164871702,0.0026166847,-0.05127661,0.08969422,0.0
165076678,0.0019477281,-0.05143403,0.08956832,0.0
165281692,0.001989386,-0.053090204,0.08908012,0.0
165485694,0.00094670634,-0.05148648,0.0881848,0.0
165686682,0.00075065205,-0.050217386,0.087578416,0.0
165890682,0.0008194265,-0.05117953,0.08712097,0.0
166091689,0.0024269195,-0.052913208,0.08733144,0.0
166295847,0.004245688,-0.055222295,0.087973855,0.0
166500681,0.0062078973,-0.056915578,0.088516556,0.0
166700685,0.0049597058,-0.059201565,0.08815596,0.0
166905687,0.0053575654,-0.062158335,0.08632432,0.0
167105686,0.004899694,-0.06273552,0.08433969,0.0
167307684,0.0053094323,-0.06382385,0.08193779,0.0
167510693,0.0034082388,-0.064668134,0.080021285,0.0
167710697,-0.003030904,-0.0640481,0.07542804,0.0
167919684,-0.0037138863,-0.06412497,0.06725576,0.0
168119699,0.0048443144,-0.06383611,0.06489405,0.0
168322700,0.012764522,-0.063032314,0.06693207,0.0
168522686,0.012988773,-0.05066713,0.0709362,0.0
168723686,0.018956723,-0.040577322,0.072368,0.0
168924686,0.01738383,-0.031314667,0.07231972,0.0
169127690,0.017654628,-0.024840351,0.07087245,0.0
169329677,0.018173456,-0.01572232,0.06964946,0.0
169529889,0.019906174,-0.005600198,0.07105405,0.0
169732680,0.031194812,0.006161023,0.08080772,0.0
169933720,0.02661069,0.015198945,0.08842861,0.0
170134685,0.03240461,0.019771444,0.092207395,0.0
170338690,0.026777048,0.029613452,0.09184787,0.0
170541747,0.026991017,0.023074644,0.09360085,0.0
170743685,0.030429153,0.010062338,0.0926009,0.0
170946903,0.035113886,0.0051611396,0.08445558,0.0
171148686,0.030584116,-0.0038796628,0.084738165,0.0
171348691,0.026894588,-0.009944627,0.086135454,0.0
171548756,0.025601566,-0.016278796,0.087764286,0.0
171753732,0.023476131,-0.021385614,0.08867451,0.0
171953676,0.021852119,-0.024680829,0.08874623,0.0
172158697,0.019651508,-0.030043792,0.08802186,0.0
172358688,0.01640712,-0.034387685,0.08598298,0.0
172561686,0.014646439,-0.039351486,0.0839506,0.0
172763688,0.014003389,-0.041180935,0.08248883,0.0
172966685,0.013412823,-0.042559233,0.08219597,0.0
173170754,0.0111949425,-0.046194073,0.08189038,0.0
173371899,0.010386904,-0.049087733,0.082231544,0.0
173572691,0.009124426,-0.049907163,0.08196764,0.0
173772680,0.009065204,-0.051646225,0.0813658,0.0
173977691,0.0071360795,-0.053040422,0.08102321,0.0
174182677,0.006562178,-0.05558603,0.081095636,0.0
174384694,0.004326617,-0.056947906,0.0811189,0.0
174586684,0.004507002,-0.058090515,0.081252076,0.0
174786699,0.0038046634,-0.05841484,0.08143234,0.0
174987820,0.002662509,-0.05766585,0.081435986,0.0
175191697,0.0019313812,-0.05707092,0.081245914,0.0
175391689,0.001968677,-0.057997707,0.08102841,0.0
175595763,0.0013675336,-0.057366785,0.08088057,0.0
175796877,0.0012802944,-0.05604853,0.08070294,0.0
176001701,0.0017706563,-0.056211457,0.08056035,0.0
176206686,0.0014891933,-0.057135884,0.079713106,0.0
176410692,0.0011915612,-0.057311717,0.07848764,0.0
176613688,0.0008535225,-0.056065366,0.077786125,0.0
176816694,0.0011650708,-0.05606102,0.07742526,0.0
177019686,0.0024537682,-0.057478648,0.07795971,0.0
177224694,0.003981613,-0.060021285,0.07892588,0.0
177425676,0.0062043117,-0.06086173,0.07931443,0.0
177628680,0.015360872,-0.05926951,0.08093551,0.0
177830872,0.013565963,-0.059530657,0.087339416,0.0
178037689,0.012249163,-0.06278564,0.09486492,0.0
