timestamp,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var
82610333,0.5134309,1.9879204e-05,-0.88529134,1.0573393,0.08235984,1.0
82711293,0.51476264,1.9569523e-05,-1.2657682,1.0064626,0.17687573,1.0
82792178,0.51453406,1.937472e-05,-0.36488247,1.0056638,0.014709934,1.0
82893916,0.51453274,1.9159723e-05,-1.4165266,1.005519,0.221726,1.0285927
82999261,0.51493984,1.8892179e-05,-0.41776478,1.0068159,0.019260656,1.0
83105977,0.5163267,1.848063e-05,-0.57511115,1.0089128,0.03642566,1.0
83206062,0.51524854,1.8036624e-05,1.2858753,1.0085022,0.18217061,1.0334024
83306391,0.51363754,1.7719392e-05,0.57234323,1.0970054,0.03317889,1.0
83399123,0.5122997,1.7469607e-05,0.7770393,1.0061896,0.0666751,1.0
83506325,0.51220775,1.7255461e-05,-0.9649372,1.0059533,0.102843724,1.0765114
83628065,0.51218224,1.7000897e-05,0.5503278,1.0060383,0.03344921,1.0
83732501,0.51205343,1.6790758e-05,0.14810054,1.0061258,0.0024222473,1.0
83833195,0.5119566,1.6578548e-05,-0.14927816,1.0061356,0.0024608974,1.0
83933393,0.51126397,1.640288e-05,0.19490562,1.0395869,0.0040601813,1.0
84032773,0.5111763,1.6228041e-05,0.5652505,1.005865,0.035293907,1.0
84130073,0.51111674,1.6045615e-05,0.7939173,1.0059632,0.0696187,1.0
84231317,0.51173276,1.5862019e-05,-0.62150526,1.0060332,0.042661373,1.0
84348971,0.51234937,1.5644924e-05,0.7492785,1.0058608,0.062016334,1.0
84451033,0.5121243,1.5483305e-05,-0.24570054,1.005793,0.0066690063,1.0
84532376,0.51263666,1.5365775e-05,-1.1487079,1.0057704,0.14577323,1.0
84650288,0.5126798,1.5182398e-05,0.28351453,1.0056533,0.008880959,1.0
84755052,0.51267195,1.5044458e-05,-0.2506873,1.0055765,0.0069439574,1.0
84852967,0.513031,1.4911763e-05,-0.83941525,1.0055602,0.077857986,1.0
84953064,0.5135819,1.47868905e-05,-0.29215312,1.0053519,0.00943323,1.0
85053483,0.5133004,1.4707896e-05,0.6294863,1.0042843,0.043840293,1.0
85152959,0.5132306,1.4677698e-05,-0.8702116,1.0038576,0.08381758,1.0
85262346,0.5141413,1.4616681e-05,-1.7724476,1.00459,0.34746847,1.0528665
85363697,0.51428664,1.453314e-05,0.344041,1.005076,0.013085157,1.0
85444996,0.514813,1.4454629e-05,0.12450853,1.0053113,0.0017133858,1.0
85562309,0.51510453,1.4319314e-05,-0.8785079,1.005341,0.08529733,1.0
85660170,0.51556224,1.4216979e-05,-0.22427249,1.005272,0.005559374,1.0
85762440,0.51532686,1.4119315e-05,0.033282354,1.0052028,0.0001224424,1.0
85863448,0.51501226,1.4034456e-05,-0.19376922,1.0049919,0.0041511124,1.0
85963250,0.5147973,1.3955151e-05,-0.28506988,1.0050259,0.008984272,1.0
86059250,0.5152378,1.38804935e-05,-0.45833564,1.0050308,0.023224449,1.0
86163017,0.5150917,1.3803239e-05,0.011944232,1.0050175,1.5772492e-05,1.0
86259093,0.5154971,1.3727987e-05,-0.82739204,1.0050344,0.075683154,1.0
86361202,0.5157044,1.3649959e-05,0.24592581,1.0050768,0.006686002,1.0
86483228,0.5160447,1.3560286e-05,0.49538928,1.0050447,0.02713097,1.0
86564347,0.5158877,1.3504255e-05,0.5574774,1.0051113,0.034355626,1.0
86683317,0.51523095,1.348456e-05,3.1072557,1.0048136,1.0676429,1.400885
86786026,0.51531065,1.3492547e-05,0.8311582,1.3580909,0.056519203,1.2507135
86885110,0.5152338,1.34515285e-05,0.47282717,1.0048965,0.024719575,1.0
86981774,0.5149272,1.3390605e-05,0.84317863,1.0048126,0.07861612,1.0
87083047,0.5151757,1.3336001e-05,-0.16794726,1.0047334,0.0031192668,1.0
87179474,0.51468337,1.328624e-05,0.3759605,1.0046872,0.015631873,1.0
87282979,0.51494795,1.3239359e-05,-0.9584904,1.0046384,0.1016069,1.0
87380147,0.5148704,1.3195777e-05,-0.28166252,1.0046214,0.008774314,1.0
87507185,0.51560986,1.3139126e-05,-0.09946805,1.0046693,0.0010942123,1.0
87604364,0.5155666,1.3098881e-05,-0.0029947553,1.0047358,9.918095e-07,1.0
87685129,0.5157898,1.3062492e-05,0.41572604,1.004772,0.019111926,1.0
87806365,0.5153786,1.3002907e-05,0.1401569,1.004702,0.002172447,1.0
87907959,0.5152622,1.2959266e-05,0.21400684,1.0047027,0.005064951,1.0
87998934,0.51557523,1.29162145e-05,-0.66388875,1.0047098,0.04874246,1.0
88106161,0.5155745,1.2874237e-05,-0.25524294,1.0047073,0.007204857,1.0
88204093,0.5155153,1.2832713e-05,0.051983014,1.0047009,0.00029884334,1.0
88301162,0.5155967,1.27939875e-05,0.027892595,1.004625,8.604613e-05,1.0
88405990,0.51507175,1.2763339e-05,1.3589958,1.0044416,0.20430031,1.0084988
88506886,0.5149362,1.2740571e-05,-0.5273556,1.0043476,0.030766677,1.0
88605424,0.5149258,1.2720765e-05,-0.057225645,1.0043218,0.00036229804,1.0
88702649,0.51498604,1.2702445e-05,0.47243193,1.0042851,0.024693292,1.0
88808377,0.5147229,1.2687031e-05,0.7283643,1.0042173,0.058698513,1.0
88914395,0.5142508,1.2671637e-05,0.46477497,1.0042796,0.023899471,1.0
89015202,0.51414955,1.2652053e-05,-0.8876741,1.0043819,0.08716973,1.015358
89122098,0.51445657,1.2630629e-05,-0.5148794,1.0044074,0.02932639,1.0
89215286,0.51440537,1.2608478e-05,0.13661721,1.0043876,0.0020647477,1.0
89339241,0.51461565,1.2585181e-05,-0.33381462,1.0042992,0.012328355,1.0
89438253,0.5143189,1.2572939e-05,-0.98156464,1.0041728,0.10660727,1.0089815
89534442,0.51489794,1.2565053e-05,-0.41529572,1.0041506,0.019084182,1.0
89633711,0.51471096,1.2557721e-05,0.7671045,1.0041457,0.06511331,1.0
89729454,0.5144828,1.2547746e-05,-0.1009053,1.0042019,0.0011265861,1.0
89828302,0.5139715,1.25351025e-05,0.64453155,1.0042576,0.045962196,1.0
89928185,0.51371247,1.2519373e-05,0.044560954,1.0043397,0.00021967765,1.0
90051091,0.51417077,1.2494001e-05,-0.5886545,1.0044369,0.0383315,1.0
90148224,0.5143976,1.247151e-05,0.38487822,1.0044639,0.016385881,1.0
90243046,0.5147561,1.2449708e-05,-0.8066949,1.004442,0.07198654,1.0
90342246,0.51481026,1.2431671e-05,0.10055021,1.0043823,0.0011184702,1.0
90460056,0.5152929,1.2408129e-05,-0.09836984,1.0044787,0.0010703866,1.0
90539953,0.51580685,1.2390623e-05,-1.1139591,1.0045238,0.13725738,1.0
90659857,0.5159382,1.2363651e-05,-0.23611769,1.0044689,0.006167058,1.0
90762303,0.51643544,1.2343837e-05,0.49860987,1.0044163,0.027502075,1.0
90862510,0.51602966,1.2333678e-05,0.45244694,1.1119716,0.020454982,1.0181699
90961477,0.5159836,1.2322297e-05,0.7128027,1.0043172,0.056211513,1.0
91067410,0.51587343,1.23089885e-05,-0.12137607,1.0043414,0.0016298299,1.0
91165896,0.51582533,1.2298564e-05,0.2597776,1.0042212,0.0074667484,1.0
91268958,0.51546514,1.2293546e-05,0.4091386,1.0041374,0.018522741,1.0
91372858,0.51550996,1.2289919e-05,-0.76405406,1.0041741,0.06459466,1.0
91474346,0.51619935,1.2284501e-05,-0.4515118,1.0041885,0.022556953,1.0
91571268,0.5159634,1.2279548e-05,0.3644529,1.004155,0.014697366,1.0
91674159,0.51545775,1.2277505e-05,1.1744158,1.0040703,0.15262905,1.0
91773105,0.51468223,1.2281269e-05,1.693337,1.003926,0.31735295,1.0118574
91876326,0.51413727,1.2292469e-05,0.15557653,1.0038738,0.0026789617,1.0
91972417,0.51338536,1.2296943e-05,0.7406163,1.0040348,0.06070092,1.0
92068986,0.51340574,1.22931615e-05,0.23377673,1.0119939,0.0060004275,1.0
92196509,0.5133809,1.2281781e-05,0.0022283494,1.0043342,5.493458e-07,1.0
92292999,0.5135057,1.2266547e-05,0.73355955,1.0043616,0.059530303,1.0
92394988,0.5126889,1.2257357e-05,1.1696801,1.0652959,0.14269915,1.0008866
92496185,0.5117959,1.2256447e-05,0.74848545,1.0040681,0.061995618,1.0
92595065,0.5117144,1.2264219e-05,1.107168,1.1514144,0.11829131,1.0841959
92693491,0.51156956,1.2284135e-05,0.7156261,1.1130854,0.051121235,1.0245683
92795115,0.5125864,1.2284637e-05,-1.3350505,1.0675311,0.18551213,1.0322872
92907416,0.51218903,1.2269107e-05,0.9371763,1.0044144,0.097159915,1.0
92998017,0.51169646,1.22561705e-05,1.4403428,1.0530736,0.21889229,1.0488639
93102254,0.5118362,1.22451365e-05,-1.5871161,1.0044054,0.2786544,1.1431907
93206181,0.5120962,1.2240922e-05,0.5620047,1.0043609,0.034941982,1.0
93302976,0.5119343,1.2228921e-05,0.35965502,1.0043311,0.014310434,1.0
93405429,0.51198846,1.2218525e-05,-0.20026842,1.0042766,0.004437405,1.0
93506267,0.51158535,1.2211345e-05,0.25258112,1.004234,0.0070586936,1.0
93610735,0.5107041,1.2216402e-05,0.064967036,1.00409,0.00046705815,1.0
93711447,0.50996935,1.2220908e-05,1.6705328,1.0039829,0.30884546,1.0
93825947,0.50952077,1.223427e-05,1.6881096,1.0646381,0.29741082,1.0753931
93916051,0.50869375,1.2243464e-05,0.92227775,1.0039507,0.09413878,1.0
94015369,0.5079363,1.2250617e-05,0.6145434,1.0039313,0.041798297,1.0
94115347,0.50801104,1.2255057e-05,-1.0180631,1.0040394,0.11469806,1.0754255
94234326,0.5074151,1.2254138e-05,0.96627706,1.0042214,0.10330739,1.0
94327431,0.50709224,1.224343e-05,0.10012883,1.0043458,0.0011091557,1.0
94428263,0.50738066,1.2228843e-05,-0.14767772,1.0043837,0.0024126135,1.0
94524296,0.5072012,1.2218161e-05,-0.27042067,1.0042635,0.008090764,1.0
94632323,0.50582564,1.2228182e-05,2.2954478,1.1642383,0.5028639,1.2207794
94730090,0.50453955,1.2280818e-05,0.5187325,1.2003785,0.02490727,1.149886
94830081,0.50452983,1.2321449e-05,-0.3999263,1.0801933,0.016451895,1.0791061
94950682,0.5047352,1.2355562e-05,0.9633292,1.1855592,0.08697285,1.1243588
95046175,0.50395966,1.2368542e-05,2.4532466,1.0039926,0.66605395,1.2070135
95125025,0.50355846,1.2382114e-05,0.85181665,1.0040376,0.080297075,1.0
95251501,0.5025936,1.2386018e-05,0.3826497,1.0039613,0.016204784,1.0
95356032,0.50280875,1.2398744e-05,0.71089673,1.0331273,0.054352146,1.0
95453411,0.5014708,1.2401819e-05,2.4209414,1.0324101,0.630774,1.1166675
95552432,0.50048447,1.2415516e-05,2.8688996,1.0039799,0.91088426,1.1670935
95657285,0.5001288,1.2425086e-05,0.6963456,1.0041671,0.05365389,1.0
95763632,0.50011593,1.2418106e-05,0.028976858,1.0043901,9.2887574e-05,1.0
95864468,0.5002804,1.2399323e-05,-1.0843241,1.0043821,0.13006988,1.0289204
95956252,0.49989778,1.2380906e-05,-0.12172982,1.0044482,0.0016391698,1.0
96075379,0.49825913,1.2391079e-05,1.340821,1.0996282,0.18165746,1.0080127
96172009,0.49854183,1.2393732e-05,-0.7782717,1.0040418,0.067029834,1.0111592
96276091,0.49810618,1.2390796e-05,0.76042426,1.0041081,0.063986585,1.0
96377069,0.49757004,1.2386157e-05,-0.11525202,1.0041625,0.0014697738,1.0
96476069,0.49675858,1.2376689e-05,0.97356206,1.0042431,0.10486871,1.0
96575060,0.49627206,1.2361354e-05,-0.088748574,1.00443,0.0008712857,1.0
96674404,0.49594074,1.2342849e-05,-0.7395483,1.0044377,0.06050171,1.0369056
96779473,0.49570024,1.23206555e-05,0.2086804,1.0045952,0.00481648,1.0
96874193,0.49567086,1.2291944e-05,0.4975644,1.0047134,0.027378768,1.0
96995281,0.49506104,1.2312086e-05,4.206848,1.2320292,1.5960635,1.9707667
97068911,0.49461594,1.2372611e-05,0.33142507,1.6655445,0.007327772,1.5686688
97194441,0.49448732,1.2445306e-05,1.0924401,1.3980603,0.09484772,1.287946
97300204,0.49432003,1.2463988e-05,1.901767,1.1079301,0.3627102,1.1886907
97399954,0.49475312,1.2451782e-05,-0.42699027,1.13643,0.01782587,1.0423841
97502254,0.49377018,1.2419952e-05,0.78046906,1.0495542,0.06448579,1.0
97606891,0.4937976,1.2372525e-05,0.6418346,1.004993,0.045545,1.0
97707300,0.4929113,1.2326942e-05,1.8540393,1.0049587,0.38005558,1.0473146
97779878,0.49283782,1.2295732e-05,-0.20153686,1.0050298,0.0044904263,1.0
97907122,0.49279895,1.2234298e-05,-0.072932124,1.0051284,0.00058799505,1.0
97997297,0.49270824,1.2179236e-05,0.4923277,1.0052696,0.02679066,1.0
98096916,0.49311024,1.2120562e-05,0.25324893,1.0865713,0.0065583484,1.0
98197885,0.4934169,1.2051621e-05,-0.6532046,1.0056547,0.047141902,1.0
98305513,0.49408308,1.1981016e-05,-0.55311656,1.0057251,0.033799596,1.0
98405893,0.49407017,1.1905768e-05,0.37044013,1.0058088,0.015159262,1.0
98528430,0.49470505,1.1809874e-05,-0.4570136,1.0058407,0.023072071,1.0
98630155,0.49514264,1.1733125e-05,-0.022669911,1.0058634,5.67699e-05,1.0
98706026,0.49602354,1.1678465e-05,-1.153766,1.0057981,0.1470558,1.0
98828785,0.49666488,1.1598872e-05,-0.5514553,1.0057294,0.033596728,1.0
98925351,0.49757376,1.1536676e-05,-1.7846929,1.0056446,0.35191676,1.0
99028385,0.497772,1.1480833e-05,-0.6259241,1.005524,0.043292075,1.0
99126264,0.49861982,1.1429174e-05,-1.2974463,1.0055126,0.18601534,1.0
99231958,0.49936977,1.1376836e-05,-0.10349262,1.0055627,0.0011834968,1.0
99329356,0.4997188,1.1324913e-05,-0.6788176,1.0055544,0.050916445,1.0
99424263,0.5004945,1.1275008e-05,-0.46439624,1.00551,0.023831341,1.0
99525378,0.5016035,1.1228816e-05,-1.5755856,1.0054339,0.27433926,1.0
99649415,0.50237215,1.1178069e-05,-0.43686485,1.005326,0.02109331,1.0
99744094,0.50265443,1.1142186e-05,0.31246924,1.0052615,0.010791778,1.0
99844335,0.5034019,1.1107714e-05,-0.7778548,1.0052809,0.06687552,1.0
99943796,0.50454205,1.1077846e-05,-1.5027738,1.0052471,0.24961567,1.0
100042095,0.50543225,1.1047062e-05,0.0928638,1.0051914,0.00095323846,1.0
100163113,0.50666314,1.1015165e-05,-1.6971078,1.0050372,0.3184155,1.0
100264853,0.50755256,1.0997125e-05,-1.7955533,1.0049092,0.3564735,1.0
100358303,0.50782245,1.0983262e-05,-1.1069021,1.0048599,0.13547851,1.0
100459879,0.5083776,1.0973749e-05,-1.2899303,1.0047297,0.1840097,1.0
100564784,0.5094466,1.0969843e-05,-1.8618586,1.0046563,0.38338348,1.0
100657095,0.5107152,1.0966708e-05,-1.0729647,1.0046303,0.12732746,1.0
100750251,0.5109564,1.0989802e-05,-1.1189793,1.1201806,0.124197714,1.0205246
100851019,0.5119095,1.0998083e-05,0.14364994,1.0044158,0.0022827315,1.0111842
100952850,0.5121327,1.1010253e-05,-0.6034681,1.0043287,0.04028935,1.0
101065731,0.51297265,1.102925e-05,-0.3126261,1.0497469,0.01034483,1.0
101162075,0.51295596,1.10469955e-05,0.2950749,1.0096089,0.009582281,1.0
101258440,0.51390994,1.1060387e-05,-1.5436817,1.0041355,0.26368216,1.0
101383098,0.5138734,1.1100815e-05,-1.0940437,1.003746,0.13249607,1.0
101466380,0.5146018,1.1133219e-05,-0.7369802,1.0034668,0.06014037,1.0
101564460,0.51562744,1.1181891e-05,0.012528062,1.058966,1.646809e-05,1.0473237
101686264,0.5158546,1.1242438e-05,0.03221631,1.0646164,0.000108321816,1.0
101787058,0.5166407,1.1287022e-05,-1.5704019,1.0034448,0.27307734,1.0
101883003,0.5170165,1.1331168e-05,0.30057505,1.0119945,0.009919396,1.0
101983918,0.5175669,1.1378196e-05,-1.9966214,1.0813744,0.40961218,1.1373911
102083228,0.5174573,1.143697e-05,-1.3386464,1.0961249,0.1816474,1.0870274
102186984,0.51827717,1.1492152e-05,0.17447501,1.0508641,0.0032186771,1.0168155
102288334,0.51860046,1.1533921e-05,0.8764022,1.1150812,0.07653462,1.1591917
102385292,0.5188308,1.1594126e-05,0.4963864,1.5154967,0.018065177,1.4210137
102487024,0.5191695,1.1656359e-05,-1.4340119,1.1243299,0.20322132,1.1155491
102585004,0.51916414,1.169353e-05,-1.402044,1.1501473,0.18990104,1.1671543
102682018,0.52034444,1.17472e-05,-1.1278309,1.2559988,0.112526864,1.141147
102780059,0.5205709,1.18003845e-05,2.8659534,1.0016251,0.9111514,1.8393987
102904503,0.5201844,1.1996449e-05,0.030706406,1.9555326,5.357355e-05,1.7868357
103005006,0.5211152,1.2105078e-05,-2.9356303,2.0119321,0.47593418,2.182765
103106071,0.5225918,1.2160406e-05,-1.6385767,2.460607,0.121240795,2.2391882
103204313,0.52227914,1.2169166e-05,2.427188,2.2604258,0.28958365,2.8358977
103296272,0.5214318,1.22677375e-05,2.1003404,3.2277982,0.15185548,3.047651
103397343,0.5209251,1.2372347e-05,0.7835765,2.4249294,0.028133333,2.2111182
103515976,0.5209585,1.2420318e-05,0.23636413,1.8142761,0.0034215052,1.6467438
103607273,0.5208187,1.2378961e-05,0.38544798,1.2765837,0.012931228,1.1554012
103706194,0.5198815,1.2268346e-05,1.1755171,1.0063466,0.15256953,1.0
103803221,0.51911277,1.2178777e-05,0.72326016,1.0057292,0.057791702,1.0
103901200,0.5188586,1.2110965e-05,0.04510367,1.0054237,0.00022481855,1.0
104008174,0.5187529,1.2052686e-05,-0.20747691,1.0053303,0.0047576036,1.0
104106368,0.5187356,1.199589e-05,-0.22404343,1.0053681,0.0055474937,1.0
104203420,0.51917595,1.1940521e-05,-0.24063307,1.0069453,0.0063894317,1.0
104324873,0.51964843,1.1882457e-05,-0.29510373,1.0050824,0.009627316,1.0
104399733,0.5198733,1.1853531e-05,0.706944,1.0049831,0.055254642,1.0
104524377,0.5201042,1.1808308e-05,0.4735793,1.0049998,0.024795732,1.0
104628759,0.52003706,1.1771667e-05,-0.45306504,1.0050256,0.022693498,1.0
104729164,0.5201938,1.1734673e-05,0.12317419,1.0050449,0.0016773026,1.0
104829826,0.5205532,1.1696971e-05,-0.0067341924,1.0050725,5.0133863e-06,1.0
104924151,0.5205986,1.1661969e-05,0.25115573,1.0050141,0.0069738324,1.0
105030062,0.5207433,1.1630689e-05,-0.6386608,1.0049582,0.045097247,1.0
105128414,0.52103525,1.1601348e-05,-0.41378775,1.0049182,0.01893137,1.0
105238002,0.521231,1.157383e-05,-0.51661134,1.0048939,0.029509723,1.0
105340134,0.52174926,1.1548151e-05,-0.43755388,1.0048921,0.021169038,1.0
105440953,0.52192676,1.152382e-05,-0.68378645,1.0256256,0.05065352,1.0
105538465,0.52181315,1.1504714e-05,0.056492746,1.0046707,0.0003529548,1.0
105636085,0.5220417,1.14957975e-05,-0.7113844,1.0044796,0.05597899,1.0
105737773,0.52269316,1.1491316e-05,-0.80002344,1.00445,0.070800215,1.0
105849368,0.5233055,1.1487902e-05,-0.17523767,1.0044107,0.0033970433,1.0
105947466,0.5233796,1.1484385e-05,0.1929915,1.0044088,0.0041202474,1.0
106052120,0.52365196,1.14946e-05,-0.5563075,1.003879,0.03425358,1.0
106151843,0.52344376,1.1541781e-05,-0.21493948,1.003005,0.0051178406,1.0
106239755,0.5233182,1.1600529e-05,0.2492274,1.0024544,0.006884691,1.0
106356985,0.5237572,1.172218e-05,-1.3652225,1.0020695,0.2066648,1.0031258
106448294,0.5242817,1.1827879e-05,-1.6898379,1.0263823,0.30912805,1.0373486
106557504,0.5252245,1.1934141e-05,-0.8021953,1.07264,0.06665976,1.0
106654862,0.52641237,1.19989445e-05,-2.4485981,1.0032251,0.6640398,1.0092676
106748881,0.5273894,1.2026435e-05,-0.3817976,1.0037323,0.016136374,1.0
106868253,0.5266426,1.2077385e-05,0.48213845,1.3290751,0.019433523,1.2263871
106971407,0.52681446,1.2103436e-05,0.38166016,1.0038413,0.01612301,1.0
107070406,0.52633286,1.2123968e-05,0.91451174,1.0037088,0.092582375,1.0
107176981,0.525354,1.2158254e-05,0.906905,1.0035977,0.0910587,1.0
107269737,0.5242026,1.2190941e-05,0.64242446,1.0034738,0.045697838,1.0
107369486,0.52349204,1.2224433e-05,0.9290606,1.0033698,0.09558385,1.0
107494100,0.5231639,1.2269443e-05,0.30545706,1.0033741,0.010332251,1.0
107587350,0.522661,1.2303475e-05,0.8328625,1.0033834,0.07681344,1.0
107683008,0.52194345,1.233516e-05,0.62024367,1.0034748,0.04259667,1.0
107780294,0.5213089,1.2363786e-05,0.81915486,1.0034647,0.07429976,1.0
107887346,0.5209092,1.2391208e-05,-0.079273105,1.0034971,0.0006958139,1.0
107981068,0.5203314,1.2422095e-05,1.5101223,1.082377,0.23410098,1.0339574
108082026,0.5200703,1.24535645e-05,0.20983708,1.003424,0.0048757056,1.0
108204948,0.5188778,1.2489766e-05,1.0258808,1.0034074,0.11653973,1.0
108286486,0.51828676,1.2512157e-05,0.5457506,1.0034002,0.032981604,1.0
108397192,0.5178075,1.2539954e-05,0.25357062,1.003479,0.00711946,1.0
