timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
72429483,0.19325311,0.3548177,0.0022632924,0.0,0.0,-0.001
72447290,0.19415703,0.35480082,0.0025335154,0.0,0.0,-0.001
72471038,0.19379696,0.3547629,0.0021796976,0.0,0.0,-0.001
72491056,0.19349793,0.35481924,0.0023467287,0.0,0.0,-0.001
72510302,0.19373044,0.3544647,0.0028895393,0.0,0.0,-0.001
72533172,0.19289312,0.35463533,0.0021060468,0.0,0.0,-0.001
72554002,0.1922967,0.354556,0.0022898728,0.0,0.0,-0.001
72573796,0.19269809,0.35489303,0.0024153355,0.0,0.0,-0.001
72594453,0.19313774,0.35453928,0.0023840703,0.0,0.0,-0.001
72619286,0.19302209,0.3543179,0.0023451329,0.0,0.0,-0.001
72638304,0.19195478,0.35532144,0.0023822165,0.0,0.0,-0.001
72657376,0.19279318,0.35500968,0.0028791083,0.0,0.0,-0.001
72682933,0.19240731,0.35532445,0.0018408706,0.0,0.0,-0.001
72707035,0.19341114,0.35524002,0.0031268084,0.0,0.0,-0.001
72730773,0.19339925,0.35533357,0.002440511,0.0,0.0,-0.001
72749059,0.19197448,0.35570347,0.0017445439,0.0,0.0,-0.001
72769434,0.1927254,0.35555685,0.0031772957,0.0,0.0,-0.001
72794287,0.19311038,0.35510424,0.0020473353,0.0,0.0,-0.001
72818493,0.19306427,0.35538688,0.0030853245,0.0,0.0,-0.001
72841187,0.19303781,0.3558356,0.0027097343,0.0,0.0,-0.001
72862195,0.19249123,0.35587582,0.0015299509,0.0,0.0,-0.001
72882818,0.19293848,0.35554358,0.0026432467,0.0,0.0,-0.001
72906880,0.19211358,0.35550487,0.0020698605,0.0,0.0,-0.001
72930058,0.19186813,0.35606134,0.0025453267,0.0,0.0,-0.001
72950378,0.19198973,0.35611695,0.0023906818,0.0,0.0,-0.001
72971273,0.19107498,0.35629055,0.0022614829,0.0,0.0,-0.001
72994439,0.191559,0.3561858,0.0028267573,0.0,0.0,-0.001
73018262,0.19181556,0.35660207,0.0025232395,0.0,0.0,-0.001
73035993,0.19144884,0.35587177,0.0026238095,0.0,0.0,-0.001
73057415,0.19173878,0.35599926,0.002440061,0.0,0.0,-0.001
73081183,0.1908588,0.35583544,0.0018697733,0.0,0.0,-0.001
73100999,0.1914649,0.35619685,0.0024250173,0.0,0.0,-0.001
73124342,0.19113342,0.3554787,0.002105239,0.0,0.0,-0.001
73145838,0.19036347,0.3552966,0.002391851,0.0,0.0,-0.001
73169444,0.19047228,0.3554973,0.0026244638,0.0,0.0,-0.001
73193122,0.19004694,0.35522065,0.0021017087,0.0,0.0,-0.001
73213488,0.19060974,0.35547,0.0025899196,0.0,0.0,-0.001
73232736,0.19023894,0.35531577,0.0022586104,0.0,0.0,-0.001
73254620,0.18965527,0.3544841,0.0024074772,0.0,0.0,-0.001
73275101,0.18961167,0.35507527,0.0021010195,0.0,0.0,-0.001
73296152,0.18893728,0.35482526,0.0021643087,0.0,0.0,-0.001
73315317,0.18900342,0.3542596,0.0026145496,0.0,0.0,-0.001
73339000,0.1883615,0.35400292,0.0020728933,0.0,0.0,-0.001
73359193,0.18817116,0.35341433,0.00222798,0.0,0.0,-0.001
73379008,0.18822722,0.35357687,0.0019059409,0.0,0.0,-0.001
73408211,0.18731272,0.35334644,0.002060321,0.0,0.0,-0.001
73428994,0.18752116,0.3535956,0.002328523,0.0,0.0,-0.001
73452916,0.18717754,0.3526731,0.002199814,0.0,0.0,-0.001
73477006,0.18754578,0.35242787,0.0024112188,0.0,0.0,-0.001
73500933,0.1870084,0.35224393,0.002386887,0.0,0.0,-0.001
73519002,0.18748534,0.35185242,0.0024246005,0.0,0.0,-0.001
73538230,0.18659705,0.35216296,0.0024125206,0.0,0.0,-0.001
73564444,0.18648341,0.35134852,0.0022497617,0.0,0.0,-0.001
73587004,0.18644807,0.35191208,0.0022142571,0.0,0.0,-0.001
73608052,0.18613712,0.35150287,0.0021822096,0.0,0.0,-0.001
73629092,0.18593928,0.35178906,0.0023124067,0.0,0.0,-0.001
73650066,0.18605168,0.35229826,0.0022538756,0.0,0.0,-0.001
73671039,0.18577594,0.35185015,0.0019799953,0.0,0.0,-0.001
73692429,0.18619289,0.35285786,0.0021534446,0.0,0.0,-0.001
73715962,0.18676718,0.35238832,0.002464287,0.0,0.0,-0.001
73739059,0.1866908,0.35285315,0.0021707872,0.0,0.0,-0.001
73759469,0.18702465,0.35266575,0.0025048899,0.0,0.0,-0.001
73779017,0.18733038,0.35247084,0.0023810635,0.0,0.0,-0.001
73797022,0.18740503,0.35338852,0.0024944039,0.0,0.0,-0.001
73822068,0.18793617,0.3533341,0.0021965292,0.0,0.0,-0.001
73844793,0.18823364,0.35375637,0.0023710504,0.0,0.0,-0.001
73866340,0.18845628,0.3537918,0.002060931,0.0,0.0,-0.001
73890191,0.18808171,0.35386032,0.0020813826,0.0,0.0,-0.001
73915078,0.1883817,0.35423842,0.0025699176,0.0,0.0,-0.001
73935967,0.18828678,0.35365176,0.0018229105,0.0,0.0,-0.001
73958258,0.18850811,0.35328025,0.0030353232,0.0,0.0,-0.001
73978121,0.18865472,0.35325024,0.0021678458,0.0,0.0,-0.001
73996087,0.18880162,0.35357064,0.0024656411,0.0,0.0,-0.001
74021026,0.18917689,0.3533653,0.0024584127,0.0,0.0,-0.001
74041180,0.18872936,0.3530543,0.0021231088,0.0,0.0,-0.001
74060127,0.1881637,0.35343277,0.002870176,0.0,0.0,-0.001
74084137,0.18848073,0.353417,0.0020911086,0.0,0.0,-0.001
74105051,0.1894058,0.3532045,0.003072599,0.0,0.0,-0.001
74126367,0.18956995,0.35297787,0.0027522137,0.0,0.0,-0.001
74147077,0.1884273,0.35271427,0.002390353,0.0,0.0,-0.001
74169069,0.18875077,0.3530234,0.0019525419,0.0,0.0,-0.001
74186121,0.18905663,0.35317788,0.0021555535,0.0,0.0,-0.001
74210989,0.18884738,0.3532275,0.003288753,0.0,0.0,-0.001
74230430,0.18997315,0.3529691,0.0030831257,0.0,0.0,-0.001
74251321,0.18944827,0.35335404,0.0025502772,0.0,0.0,-0.001
74275444,0.19004022,0.35340723,0.0029393581,0.0,0.0,-0.001
74299037,0.18928447,0.3534637,0.0020733902,0.0,0.0,-0.001
74318219,0.6226928,-0.9362293,0.012518355,0.0,0.0,-0.0010223406
74340929,-0.4353851,-0.8549195,-0.018023107,0.0,0.0,-0.0010223406
74362312,-0.104433425,-0.9747614,-0.0101055,0.0,0.0,-0.0010223406
74387415,-0.10372472,-0.97440493,-0.010231662,0.0,0.0,-0.0010223406
74406378,-0.07106312,-0.9805365,-0.009982246,0.0,0.0,-0.0055197882
74430018,0.12060775,-1.0041671,-0.003358499,0.0,0.0,-0.004148357
74450121,0.2014071,-1.006127,-0.0010136126,0.0,0.0,-0.0029206744
74470219,0.0996945,-1.0026582,-0.0035130463,0.0,0.0,-0.0025179773
74494038,0.258682,-1.0042565,0.0017700086,0.0,0.0,-0.0010223406
74514425,0.2575768,-1.0044605,0.0015494397,0.0,0.0,-0.0010223406
74533295,0.16253433,-1.0060343,-0.0013881456,0.0,0.0,-0.002688629
74557072,0.26023853,-1.0046426,0.0016895751,0.0,0.0,-0.0010223406
74577770,0.15462291,-1.0055009,-0.0011754124,0.0,0.0,-0.0074055823
74597738,0.27870366,-1.003448,0.003145672,0.0,0.0,-0.0100239515
74622395,0.38112247,-0.9925348,0.0070172716,0.0,0.0,-0.013694386
74646217,0.48436686,-0.9738662,0.010431033,0.0,0.0,-0.017430387
74665219,0.36049366,-0.995143,0.006384675,0.0,0.0,-0.021559184
74684054,0.3606038,-0.99546224,0.006569064,0.0,0.0,-0.021559184
74707989,0.47285345,-0.84782684,0.009934628,0.0,0.0,-0.026932998
74727385,0.42282248,-0.7731025,0.008792275,0.0,0.0,-0.029484494
74747106,0.43400222,-0.54755133,0.009043561,0.0,0.0,-0.033470806
74771084,0.38619778,-0.62166345,0.0085267825,0.0,0.0,-0.03563258
74793105,0.4522575,-0.42259458,0.009216152,0.0,0.0,-0.04031403
74813228,0.44388196,-0.43018335,0.009546105,0.0,0.0,-0.0439089
74836858,0.44406047,-0.42970082,0.009013481,0.0,0.0,-0.0439089
74854322,0.49079236,-0.32787028,0.009672116,0.0,0.0,-0.04807049
74881166,0.5614756,-0.3670515,0.010343042,0.0,0.0,-0.051075798
74900957,0.42561662,-0.27222565,0.00900459,0.0,0.0,-0.05415635
74923033,0.47672114,-0.2384637,0.009513935,0.0,0.0,-0.059342798
74943424,0.42810214,-0.20917542,0.008988966,0.0,0.0,-0.06432355
74966018,0.37431774,-0.21579288,0.008936716,0.0,0.0,-0.067542225
74987372,0.47893012,-0.13723391,0.009266405,0.0,0.0,-0.07178493
75005397,0.37439355,-0.1517392,0.008961608,0.0,0.0,-0.07737775
75030464,0.4089545,-0.10719876,0.009430301,0.0,0.0,-0.08200059
75049017,0.27949747,-0.032719117,0.008892817,0.0,0.0,-0.086178966
75070115,0.27962136,-0.03273017,0.00906778,0.0,0.0,-0.086178966
75093037,0.28261465,-0.003396477,0.0091466615,0.0,0.0,-0.090791486
75113949,0.3242617,0.0373663,0.009023158,0.0,0.0,-0.098460905
75133388,0.27622393,-0.015500506,0.008804103,0.0,0.0,-0.10184404
75157387,0.2633502,0.001803735,0.009248755,0.0,0.0,-0.10671997
75177394,0.26392797,0.0016898767,0.009473933,0.0,0.0,-0.10671997
75201172,0.26532185,0.10885041,0.009921404,0.0,0.0,-0.11350077
75223063,0.26347628,0.09892735,0.009369141,0.0,0.0,-0.11700981
75243977,0.24020965,0.15407723,0.009730384,0.0,0.0,-0.1223757
75268083,0.25371507,0.12696677,0.009939565,0.0,0.0,-0.12989913
75289439,0.24185205,0.10584976,0.010274452,0.0,0.0,-0.13485935
75313362,0.2944307,0.095773794,0.010004705,0.0,0.0,-0.14098501
75333229,0.2715783,0.12076015,0.009701557,0.0,0.0,-0.14681256
75357976,0.31076518,0.11105888,0.008834938,0.0,0.0,-0.15288028
75377389,0.310364,0.11027944,0.00921304,0.0,0.0,-0.15288028
75401428,0.32966784,0.15115385,0.009596291,0.0,0.0,-0.16091846
75425994,0.29261488,0.1560679,0.009730412,0.0,0.0,-0.17084914
75449094,0.2974031,0.1677564,0.009904276,0.0,0.0,-0.17736228
75471233,0.3303739,0.20662095,0.010464101,0.0,0.0,-0.18546797
75489480,0.28972256,0.16490896,0.009871405,0.0,0.0,-0.1885055
75513442,0.268862,0.17389457,0.010242026,0.0,0.0,-0.19687696
75537851,0.27164066,0.19578078,0.010488221,0.0,0.0,-0.20047706
75557734,0.27224106,0.19595486,0.010300514,0.0,0.0,-0.20047706
75577167,0.27558988,0.18902974,0.010156513,0.0,0.0,-0.20835085
75601371,0.2870138,0.20731503,0.010072552,0.0,0.0,-0.2147926
