timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
75622230,0.28772232,0.18297191,0.010151377,0.0,0.0,-0.22137293
75645896,0.3060442,0.18032075,0.010190327,0.0,0.0,-0.22826862
75665832,0.28770673,0.2169233,0.010173301,0.0,0.0,-0.23440026
75690475,0.2915249,0.22374117,0.010356564,0.0,0.0,-0.24201943
75713745,0.2925715,0.22283342,0.010830234,0.0,0.0,-0.24201943
75736032,0.2938956,0.15640156,0.010941951,0.0,0.0,-0.25148198
75757507,0.30562663,0.19613354,0.010752979,0.0,0.0,-0.26045534
75780074,0.29652882,0.20556678,0.010393786,0.0,0.0,-0.26863796
75801780,0.30993783,0.16541258,0.01007233,0.0,0.0,-0.2758963
75826163,0.32057214,0.13743071,0.009873074,0.0,0.0,-0.28409496
75848393,0.3262984,0.18033451,0.0107813915,0.0,0.0,-0.29387337
75868097,0.2907304,0.20678765,0.011737461,0.0,0.0,-0.30301988
75888388,0.2898466,0.20706025,0.011462797,0.0,0.0,-0.30301988
75913214,0.32696533,0.18449774,0.010756892,0.0,0.0,-0.3123973
75934284,0.31117046,0.15293589,0.011246678,0.0,0.0,-0.32068175
75956159,0.30147845,0.20548344,0.011302305,0.0,0.0,-0.32982463
75977121,0.3123399,0.21029927,0.010651126,0.0,0.0,-0.3400038
75999071,0.2903531,0.21157269,0.011045651,0.0,0.0,-0.34829247
76019404,0.3088393,0.19705498,0.010702321,0.0,0.0,-0.35921246
76038285,0.30653226,0.18525015,0.010549593,0.0,0.0,-0.36847618
76060069,0.30523315,0.18446328,0.010628371,0.0,0.0,-0.36847618
76083978,0.29100925,0.20883112,0.010963268,0.0,0.0,-0.37903118
76102048,0.31445545,0.24607009,0.0101468265,0.0,0.0,-0.39004055
76123163,0.2945751,0.2256158,0.009946054,0.0,0.0,-0.3994755
76576789,-0.36805686,0.07985256,0.007936358,0.0,0.0,-0.48479202
76595383,-0.33824736,0.060074434,0.0143253915,0.0,0.0,-0.48479202
76619409,-0.36765647,0.020887831,0.0211463,0.0,0.0,-0.49039602
76639368,-0.3464816,0.0054524494,0.026448837,0.0,0.0,-0.49039602
76658022,-0.34826106,-0.0096316375,0.033218853,0.0,0.0,-0.49302918
76748465,-0.26000807,-0.06378697,0.061299708,0.0,0.0,-0.49487692
76765080,-0.3178697,-0.08192584,0.06700642,0.0,0.0,-0.49244103
76789117,-0.3137518,-0.06566986,0.07562165,0.0,0.0,-0.4898255
76870803,-0.28803968,0.0001028167,0.10335002,0.0,0.0,-0.4947178
76892449,-0.31437045,-0.008305886,0.109113626,0.0,0.0,-0.4992385
76911000,-0.3447747,0.0022949153,0.11408124,0.0,0.0,-0.5038005
76931146,-0.33853307,-0.009106001,0.11817173,0.0,0.0,-0.5038005
76956774,-0.3308947,-0.05168585,0.12162693,0.0,0.0,-0.50683206
76979085,-0.31885472,-0.07530706,0.12454606,0.0,0.0,-0.5108388
77000228,-0.32571745,-0.060125444,0.12735777,0.0,0.0,-0.5159712
77021225,-0.34699368,-0.051082585,0.12989883,0.0,0.0,-0.52124304
77042105,-0.3408682,-0.048118643,0.1322142,0.0,0.0,-0.52429575
77063759,-0.30267662,-0.048060525,0.13470316,0.0,0.0,-0.52698404
77082790,-0.28615907,-0.056174897,0.13703695,0.0,0.0,-0.52698404
77101131,-0.27230686,-0.06655276,0.13944218,0.0,0.0,-0.5304308
77125399,-0.25017756,-0.05950251,0.14282809,0.0,0.0,-0.5327147
77146444,-0.24346799,-0.057085145,0.14490905,0.0,0.0,-0.5346444
77165446,-0.27768782,-0.06742669,0.14643095,0.0,0.0,-0.5378143
77190325,-0.24667832,-0.06428251,0.14726722,0.0,0.0,-0.5390642
77209184,-0.24782732,-0.061988335,0.14843634,0.0,0.0,-0.5390642
77228124,-0.2599721,-0.04987574,0.15001616,0.0,0.0,-0.5396546
77253365,-0.24113677,-0.03812822,0.15236631,0.0,0.0,-0.5423118
77276108,-0.18911988,-0.014043095,0.15537941,0.0,0.0,-0.5481867
77297421,-0.13923326,0.034050032,0.15989634,0.0,0.0,-0.5527603
77315363,-0.12811859,0.033873636,0.16261892,0.0,0.0,-0.5597418
77340382,-0.115983024,0.01620902,0.16721646,0.0,0.0,-0.568054
77360868,-0.111028,0.013406188,0.1706591,0.0,0.0,-0.568054
77379288,-0.120684005,0.016843904,0.17509538,0.0,0.0,-0.57818294
77404934,-0.12806386,0.015663298,0.17971998,0.0,0.0,-0.58972716
77424400,-0.13204224,0.0070434473,0.18331741,0.0,0.0,-0.5977018
77448861,-0.16101992,0.011876039,0.18749958,0.0,0.0,-0.601998
77467100,-0.19041479,0.016888788,0.19066909,0.0,0.0,-0.6037326
77492489,-0.18623714,0.009789661,0.19363283,0.0,0.0,-0.60395837
77515187,-0.1953863,-0.006520006,0.19651529,0.0,0.0,-0.6008523
77535080,-0.19302432,-0.010845455,0.1991216,0.0,0.0,-0.59516627
77557703,-0.17390421,-0.016289692,0.20181027,0.0,0.0,-0.59516627
77580483,-0.19503509,0.00509428,0.20569536,0.0,0.0,-0.58597726
77599335,-0.19778508,0.0021798972,0.20803902,0.0,0.0,-0.57743037
77622416,-0.18512419,0.008629731,0.21060264,0.0,0.0,-0.57035005
77642026,-0.16733691,-0.0076314462,0.21115685,0.0,0.0,-0.56594104
77666078,-0.18568687,0.0065231407,0.21314785,0.0,0.0,-0.5605942
77687104,-0.18714316,0.0014825104,0.21388672,0.0,0.0,-0.5542319
77705411,-0.17696282,0.0036837377,0.21393992,0.0,0.0,-0.5542319
77725036,-0.18942499,0.01539472,0.21382436,0.0,0.0,-0.5520191
77747925,-0.18797705,0.02166413,0.21420598,0.0,0.0,-0.54777265
77770902,-0.19445509,0.04176857,0.2146271,0.0,0.0,-0.5449436
77788087,-0.178117,0.047930025,0.21436179,0.0,0.0,-0.5440378
77812362,-0.16440006,0.0204704,0.21278206,0.0,0.0,-0.5425377
77830214,-0.14118606,0.020763267,0.21319559,0.0,0.0,-0.5401951
77852339,-0.12228397,0.019107157,0.21249321,0.0,0.0,-0.5401951
77877143,-0.111293755,0.033620026,0.21203507,0.0,0.0,-0.5392907
77900361,-0.1339323,0.040059473,0.21082379,0.0,0.0,-0.53901625
77921998,-0.11517559,0.07530651,0.21120924,0.0,0.0,-0.5381104
77944100,-0.12490506,0.100243784,0.21078333,0.0,0.0,-0.5394907
77965291,-0.077373,0.09102958,0.20883852,0.0,0.0,-0.5418415
77986299,-0.08127821,0.10294755,0.20880635,0.0,0.0,-0.54298264
78008027,-0.0765035,0.089756936,0.20801318,0.0,0.0,-0.54298264
78027235,-0.082653694,0.05272404,0.20633462,0.0,0.0,-0.5426368
78047895,-0.097974814,0.046317272,0.2059854,0.0,0.0,-0.54544914
78072895,-0.11679434,0.01764607,0.20465225,0.0,0.0,-0.5466652
78096416,-0.10071921,0.023400772,0.20448142,0.0,0.0,-0.5459022
78119093,-0.060942665,0.03595862,0.20466457,0.0,0.0,-0.5451764
78140509,-0.06520387,0.026614092,0.2037077,0.0,0.0,-0.54567313
78165235,-0.09593933,0.018454812,0.20286313,0.0,0.0,-0.54554385
78185273,-0.07834461,-0.00040225592,0.20203274,0.0,0.0,-0.5441958
78207010,-0.077901766,-0.0047728303,0.20184015,0.0,0.0,-0.5438123
78228314,-0.08347053,-0.0076687955,0.20191225,0.0,0.0,-0.5438123
78246253,-0.09072728,-0.026701465,0.20183586,0.0,0.0,-0.54374415
78272384,-0.10931436,-0.03448489,0.20244782,0.0,0.0,-0.5436727
78295048,-0.1159713,-0.020809928,0.20399243,0.0,0.0,-0.5419745
78315446,-0.114986226,-0.009548766,0.20512433,0.0,0.0,-0.5406927
78335264,-0.119327605,-0.009761853,0.20530929,0.0,0.0,-0.5410246
78359771,-0.1417721,-0.019507963,0.20434044,0.0,0.0,-0.54103595
78384180,-0.13057385,-0.038853902,0.20208505,0.0,0.0,-0.54003155
78408212,-0.13430716,-0.06930324,0.1985664,0.0,0.0,-0.54064703
78427407,-0.10079333,-0.068786114,0.19663669,0.0,0.0,-0.53923345
78447397,-0.10267809,-0.06826417,0.1940817,0.0,0.0,-0.5375062
78471301,-0.035014138,-0.05961775,0.19133161,0.0,0.0,-0.5345664
78491923,-0.01791925,-0.057071913,0.188647,0.0,0.0,-0.5345664
78515164,-0.027168086,-0.061563645,0.18503428,0.0,0.0,-0.5343363
78534018,-0.03713875,-0.050453957,0.18220489,0.0,0.0,-0.535296
78556651,-0.041895933,-0.038551718,0.1797551,0.0,0.0,-0.5352419
78578945,-0.05086139,-0.027626239,0.17773005,0.0,0.0,-0.5365729
78597048,-0.033715185,-0.003740987,0.17729719,0.0,0.0,-0.53782874
78622305,-0.048332747,-0.0091745835,0.17583472,0.0,0.0,-0.5402202
78643180,-0.019193633,-0.01578591,0.17527612,0.0,0.0,-0.5396035
78665012,-0.022282142,-0.029952927,0.1740235,0.0,0.0,-0.53847265
78686345,-0.030238543,-0.035687424,0.17362429,0.0,0.0,-0.53847265
78706120,-0.049509656,-0.07375399,0.17225924,0.0,0.0,-0.53893936
78730945,-0.02800649,-0.071248315,0.17202446,0.0,0.0,-0.5372001
78755033,-0.07363515,-0.0630704,0.17185529,0.0,0.0,-0.53791475
78778913,-0.07402855,-0.05615941,0.1714328,0.0,0.0,-0.53650475
78800676,-0.07522611,-0.030393418,0.17196378,0.0,0.0,-0.53471804
78821195,-0.07809443,-0.018105377,0.1727213,0.0,0.0,-0.53197813
78842241,-0.07308685,-0.056204837,0.17108212,0.0,0.0,-0.5297063
78866846,-0.07776262,-0.049788356,0.17225349,0.0,0.0,-0.5297063
78890472,-0.14927946,-0.059050154,0.17350137,0.0,0.0,-0.523774
78909129,-0.15920942,-0.084428206,0.17397924,0.0,0.0,-0.513721
78929190,-0.16225097,-0.089197084,0.17501155,0.0,0.0,-0.50323415
78951272,-0.16553348,-0.088755086,0.17800386,0.0,0.0,-0.49588087
78973234,-0.17503189,-0.08966636,0.18007664,0.0,0.0,-0.49234384
78993475,-0.1530205,-0.08305839,0.1819051,0.0,0.0,-0.48992044
79017784,-0.1409351,-0.07400644,0.18293315,0.0,0.0,-0.48992044
79041867,-0.10394039,-0.0817904,0.18118773,0.0,0.0,-0.49117535
79065040,-0.08542847,-0.089707516,0.17838632,0.0,0.0,-0.49546862
79084046,-0.06609918,-0.09460406,0.17602353,0.0,0.0,-0.49793068
79105177,-0.06460486,-0.12883621,0.1709566,0.0,0.0,-0.49986243
79129020,-0.08481465,-0.12584153,0.1667704,0.0,0.0,-0.49533895
79148405,-0.08710094,-0.11701536,0.16365473,0.0,0.0,-0.49533895
79167123,-0.09098661,-0.10474571,0.16007154,0.0,0.0,-0.48593357
79187235,-0.11115341,-0.10279374,0.1554274,0.0,0.0,-0.4750861
79212837,-0.10155071,-0.106841974,0.15018076,0.0,0.0,-0.46101937
79232377,-0.087687865,-0.111527145,0.14630105,0.0,0.0,-0.44536793
79251281,-0.07831554,-0.105664656,0.14297487,0.0,0.0,-0.44536793
79275897,-0.05683016,-0.1241856,0.13601944,0.0,0.0,-0.43068326
79300480,-0.08951117,-0.13561922,0.12839615,0.0,0.0,-0.41535065
79323088,-0.15479934,-0.1213788,0.122605845,0.0,0.0,-0.40130258
79343004,-0.20539337,-0.123192534,0.11700802,0.0,0.0,-0.39268216
79365263,-0.1956854,-0.115692094,0.11259466,0.0,0.0,-0.38803124
79386166,-0.07609008,-0.10865372,0.10833247,0.0,0.0,-0.3888364
79407090,-0.057005104,-0.09841732,0.10488217,0.0,0.0,-0.3888364
79430372,0.12252304,-0.09015503,0.10090705,0.0,0.0,-0.39945254
79451267,0.13505839,-0.081988156,0.097925805,0.0,0.0,-0.39945254
79474118,0.21518861,-0.0815393,0.09503114,0.0,0.0,-0.408796
79495246,0.32895038,-0.07199588,0.09234165,0.0,0.0,-0.42394707
79516307,0.36627087,-0.10378951,0.08834317,0.0,0.0,-0.43784466
79539442,0.4564188,-0.16851915,0.08365485,0.0,0.0,-0.45096496
79563182,0.4900173,-0.2330642,0.079127714,0.0,0.0,-0.46036834
79581301,0.50493395,-0.30393362,0.07690788,0.0,0.0,-0.46881676
79602994,0.43772724,-0.28324753,0.07679526,0.0,0.0,-0.46881676
79628112,0.41386136,-0.29932415,0.07625732,0.0,0.0,-0.47526264
79651171,0.39458662,-0.2711421,0.076862335,0.0,0.0,-0.47839668
79674038,0.3391204,-0.24420783,0.07719413,0.0,0.0,-0.48391876
79693197,0.26383716,-0.26734692,0.07661873,0.0,0.0,-0.48944387
79714465,0.20932573,-0.27443397,0.0772247,0.0,0.0,-0.4912968
79738440,0.13551989,-0.28131622,0.078080095,0.0,0.0,-0.49578467
79760296,0.041129567,-0.2952198,0.07914435,0.0,0.0,-0.5034832
79783072,0.012281906,-0.25394395,0.08165669,0.0,0.0,-0.5034832
79807346,-0.039296,-0.2340289,0.08524011,0.0,0.0,-0.511786
79830049,-0.076639585,-0.21767719,0.088916704,0.0,0.0,-0.5203347
79850199,-0.10114346,-0.24413247,0.09090304,0.0,0.0,-0.5323486
79874004,-0.10015217,-0.2006604,0.09563768,0.0,0.0,-0.5424422
79892995,-0.10883896,-0.14227949,0.100118324,0.0,0.0,-0.5505034
79914236,-0.13600928,-0.09836493,0.104000054,0.0,0.0,-0.56257683
79938052,-0.14131787,-0.027459152,0.10882315,0.0,0.0,-0.57923657
79963016,-0.12651867,-0.0039016588,0.11364503,0.0,0.0,-0.57923657
79987372,-0.10824962,0.040144794,0.11934718,0.0,0.0,-0.5969954
80011404,-0.08766072,0.10765507,0.12556104,0.0,0.0,-0.6076565
80036868,-0.09988526,0.15710223,0.13166311,0.0,0.0,-0.617182
80060483,-0.12949865,0.18788876,0.13752456,0.0,0.0,-0.62545013
80083026,-0.16303764,0.21909049,0.14296682,0.0,0.0,-0.6288378
80102971,-0.14708984,0.27440372,0.14842904,0.0,0.0,-0.6264487
80123506,-0.17058109,0.2413656,0.15203054,0.0,0.0,-0.6195718
80148387,-0.14733167,0.19576302,0.15496756,0.0,0.0,-0.6135396
80170995,-0.13030712,0.12946834,0.15788311,0.0,0.0,-0.6034023
80192246,-0.115695134,0.09439687,0.16126445,0.0,0.0,-0.6034023
80211154,-0.1285406,0.063845575,0.16550052,0.0,0.0,-0.5882153
80230056,-0.19098711,0.05895312,0.16983348,0.0,0.0,-0.57044107
80253964,-0.20945343,0.022901801,0.17437068,0.0,0.0,-0.5586312
80274848,-0.22102985,-0.010481635,0.17735079,0.0,0.0,-0.5442344
80293097,-0.21133849,-0.027307237,0.1811534,0.0,0.0,-0.53076726
80317040,-0.2237789,-0.05619391,0.18349908,0.0,0.0,-0.5224134
80339151,-0.23743129,-0.14242771,0.18167241,0.0,0.0,-0.51000506
80359385,-0.25734234,-0.18526733,-0.035034396,0.0,0.0,-0.49791834
80381047,-0.22631751,-0.25674292,-0.06987879,0.0,0.0,-0.48928753
80403234,-0.20662192,-0.24805279,-0.06643209,0.0,0.0,-0.48928753
80430010,-0.2783779,-0.18690185,-0.16104801,0.0,0.0,-0.4840077
80450933,-0.2513798,-0.15008867,-0.15283702,0.0,0.0,-0.4840077
80469155,-0.24605821,-0.07463047,-0.19670953,0.0,0.0,-0.48237687
80494029,-0.2791316,-0.013897996,-0.2647615,0.0,0.0,-0.4850086
80513305,-0.30504337,0.009080274,-0.32535782,0.0,0.0,-0.48729458
80532138,-0.2637141,0.013159266,-0.31291842,0.0,0.0,-0.48729458
80556282,-0.24170904,-0.01531956,-0.35754868,0.0,0.0,-0.48663458
80577869,-0.17573126,-0.035749264,-0.38607034,0.0,0.0,-0.48011884
80595043,-0.1701826,-0.059884157,-0.41040802,0.0,0.0,-0.4724994
80619396,-0.19992723,-0.08162038,-0.4290005,0.0,0.0,-0.46297035
80640893,-0.20586973,-0.2599613,-0.45633903,0.0,0.0,-0.4528125
80658227,-0.1850403,-0.25682932,-0.44018197,0.0,0.0,-0.4528125
80681865,-0.1254516,-0.26903212,-0.46514115,0.0,0.0,-0.44578373
80702067,-0.08918974,-0.27604353,-0.48512745,0.0,0.0,-0.44506988
80723160,-0.07539297,-0.25823307,-0.4968858,0.0,0.0,-0.44689965
80747098,-0.03610119,-0.24790037,-0.50661546,0.0,0.0,-0.45018882
80773629,-0.043931834,-0.25961772,-0.51586854,0.0,0.0,-0.45697352
80793687,-0.05259101,-0.24112403,-0.52597386,0.0,0.0,-0.4670124
80817006,-0.060832348,-0.24785188,-0.5389981,0.0,0.0,-0.4789754
80842248,-0.040665645,-0.2241151,-0.54336196,0.0,0.0,-0.48712328
80863303,-0.024905607,-0.20435435,-0.54860437,0.0,0.0,-0.49441656
80884260,-0.013127536,-0.1819438,-0.52471477,0.0,0.0,-0.49441656
80907171,0.019000433,-0.1662584,-0.53380656,0.0,0.0,-0.50004065
80925976,0.02548851,-0.14653525,-0.5586867,0.0,0.0,-0.50525725
80947346,-0.0022838786,-0.11384772,-0.5697409,0.0,0.0,-0.50915927
