timestamp,error_count,device_id,x,y,z,temperature,scaling,x_raw,y_raw,z_raw,is_external
72423751,0,4395025,0.2608073,0.20119423,0.45051727,0.0,0.01,54,70,-116,0
73424796,0,4395025,0.26452854,0.19746496,0.45045906,0.0,0.01,53,71,-116,0
74423167,0,4395025,0.29435,0.19374937,0.57883126,0.0,0.01,52,79,-149,0
75423844,0,4395025,0.24219939,0.18630724,0.4702399,0.0,0.01,50,65,-121,0
77428039,0,4395025,0.23473072,0.18256834,0.8118127,0.0,0.01,49,63,-209,0
78427109,0,4395025,0.19747189,0.21982719,0.6331362,0.0,0.01,59,53,-163,0
79438133,0,4395025,0.2384566,0.11177653,0.5554508,0.0,0.01,30,64,-143,0
80438477,0,4395025,0.29809684,0.2645609,0.6879605,0.0,0.01,71,80,-177,0
81438786,0,4395025,0.17886122,0.24593416,0.62196565,0.0,0.01,66,48,-160,0
82437831,0,4395025,0.2012259,0.2533956,0.5987968,0.0,0.01,68,54,-154,0
83438885,0,4395025,0.19749603,0.25711748,0.6142705,0.0,0.01,69,53,-158,0
84439857,0,4395025,0.11550847,0.32416892,0.6061813,0.0,0.01,87,31,-156,0
85452482,0,4395025,0.20491648,0.2906088,0.6135563,0.0,0.01,78,55,-158,0
86452948,0,4395025,0.19373246,0.3576599,0.7376303,0.0,0.01,96,52,-190,0
87452751,0,4395025,0.04843143,0.22725515,0.65593326,0.0,0.01,61,13,-169,0
88451796,0,4395025,-0.029805511,0.19746153,0.67560136,0.0,0.01,53,-8,-174,0
89463511,0,4395025,-0.12295418,0.18629423,0.67197895,0.0,0.01,50,-33,-173,0
90465019,0,4395025,-0.0037251695,0.11548026,0.7020552,0.0,0.01,31,-1,-181,0
91465076,0,4395025,-0.078236744,0.08196231,0.67542684,0.0,0.01,22,-21,-174,0
92464049,0,4395025,-0.15275325,0.1378505,0.648422,0.0,0.01,37,-41,-167,0
93465276,0,4395025,-0.09685609,0.23841499,0.63231915,0.0,0.01,64,-26,-163,0
94464275,0,4395025,-0.06332568,0.39857927,0.5739081,0.0,0.01,107,-17,-148,0
95466649,0,4395025,0.06330478,0.3910001,0.52608556,0.0,0.01,105,17,-136,0
96468843,0,4395025,0.18616153,0.38349277,0.49843034,0.0,0.01,103,50,-129,0
97471197,0,4395025,0.24204768,0.30535248,0.5338221,0.0,0.01,82,65,-138,0
98472313,0,4395025,0.24949963,0.119164005,0.7737548,0.0,0.01,32,67,-200,0
99471263,0,4395025,0.20855871,-0.018621312,0.6620716,0.0,0.01,-5,56,-171,0
100481434,0,4395025,0.20109275,0.0037239399,0.62682205,0.0,0.01,1,54,-162,0
101479031,0,4395025,0.1936415,0.011171626,0.59966,0.0,0.01,3,52,-155,0
102481789,0,4395025,0.26065773,0.0074473633,0.688376,0.0,0.01,2,70,-178,0
103482629,0,4395025,0.28298515,0.022340931,0.68037885,0.0,0.01,6,76,-176,0
104483764,0,4395025,0.27553815,0.0,0.59146565,0.0,0.01,0,74,-153,0
105485193,0,4395025,0.45801288,-0.0037236817,0.6999779,0.0,0.01,-1,123,-181,0
106487316,0,4395025,0.3946761,0.0,0.41739783,0.0,0.01,0,106,-108,0
107490083,0,4395025,0.35003215,0.07447493,0.5337534,0.0,0.01,20,94,-138,0
108493233,0,4395025,0.3202255,0.3202255,0.703664,0.0,0.01,86,86,-182,0
109493013,0,4395025,0.25691178,0.16382782,0.6570151,0.0,0.01,44,69,-170,0
110492188,0,4395025,0.1712361,0.30896947,0.64048535,0.0,0.01,83,46,-166,0
111505815,0,4395025,0.21959108,0.41685084,0.73599935,0.0,0.01,112,59,-191,0
112504181,0,4395025,0.16374595,0.27539092,0.6314719,0.0,0.01,74,44,-164,0
113508264,0,4395025,0.20464386,0.3832421,0.7843842,0.0,0.01,103,55,-204,0
114507193,0,4395025,0.13769074,0.1562976,0.808385,0.0,0.01,42,37,-210,0
115509075,0,4395025,0.048376173,0.033491194,0.7619964,0.0,0.01,9,13,-198,0
116506779,0,4395025,0.11162391,-0.074415945,0.62289333,0.0,0.01,-20,30,-162,0
117506014,0,4395025,0.33856356,0.014881915,0.6455506,0.0,0.01,4,91,-168,0
118515857,0,4395025,0.3162515,-0.048367877,0.5188787,0.0,0.01,-13,85,-135,0
119517787,0,4395025,0.08929607,-0.100458086,0.7034588,0.0,0.01,-27,24,-183,0
120518473,0,4395025,-0.014882171,0.09301357,0.7340234,0.0,0.01,25,-4,-191,0
123521943,0,4395025,0.048355494,-0.115309246,0.6598244,0.0,0.01,-31,13,-172,0
124523005,0,4395025,0.3272793,0.05950533,0.55177736,0.0,0.01,16,88,-144,0
125523482,0,4395025,0.200851,0.4091409,0.51001775,0.0,0.01,110,54,-133,0
126526896,0,4395025,0.04091131,0.28637916,0.65540266,0.0,0.01,77,11,-171,0
127527280,0,4395025,0.19336605,0.2528633,0.888069,0.0,0.01,68,52,-232,0
128526079,0,4395025,0.029749123,0.05577961,0.7618458,0.0,0.01,15,8,-199,0
129524441,0,4395025,0.055778667,0.0074371556,0.8153392,0.0,0.01,2,15,-213,0
130536195,0,4395025,0.026028275,0.1041131,0.88379097,0.0,0.01,28,7,-231,0
131539148,0,4395025,0.007432882,0.30474818,0.72035116,0.0,0.01,82,2,-189,0
132536875,0,4395025,0.3159454,0.3568324,0.7364371,0.0,0.01,96,85,-193,0
133538013,0,4395025,0.39027888,0.22673345,0.6218861,0.0,0.01,61,105,-163,0
134539204,0,4395025,0.38654244,0.06318482,0.41951796,0.0,0.01,17,104,-110,0
135539837,0,4395025,0.43118712,0.07805974,0.4236543,0.0,0.01,21,116,-111,0
136542808,0,4395025,0.45339054,0.17095052,0.59442484,0.0,0.01,46,122,-156,0
137543234,0,4395025,0.42727584,-0.011146326,0.5020838,0.0,0.01,-3,115,-132,0
138546182,0,4395025,0.38265204,0.02229041,0.53971076,0.0,0.01,6,103,-142,0
139549755,0,4395025,0.40126774,0.20434931,0.6123901,0.0,0.01,55,108,-161,0
140551435,0,4395025,0.11518449,0.029725032,0.64306355,0.0,0.01,8,31,-169,0
141552757,0,4395025,0.13747828,-0.059450064,0.78004754,0.0,0.01,-16,37,-205,0
142568856,0,4395025,0.0817452,-0.0408726,0.8029799,0.0,0.01,-11,22,-211,0
143567010,0,4395025,-0.026011148,0.06688581,0.84516233,0.0,0.01,18,-7,-222,0
144567674,0,4395025,-0.011143342,0.14857788,0.78576785,0.0,0.01,40,-3,-207,0
145567853,0,4395025,0.107690245,0.23766124,0.7538768,0.0,0.01,64,29,-199,0
146578016,0,4395025,0.085412346,0.22281483,0.7616455,0.0,0.01,60,23,-201,0
147579991,0,4395025,0.09281638,0.32671368,0.7072582,0.0,0.01,88,25,-187,0
148571866,0,4395025,0.14105988,0.25613502,0.72156966,0.0,0.01,69,38,-191,0
149584631,0,4395025,0.21156181,0.3785843,0.84538877,0.0,0.01,102,57,-224,0
150585452,0,4395025,0.10390796,0.35996684,0.7048637,0.0,0.01,97,28,-187,0
151585407,0,4395025,0.13727759,0.44522464,0.89563924,0.0,0.01,120,37,-238,0
152586186,0,4395025,0.2374103,0.37466314,0.8117312,0.0,0.01,101,64,-216,0
153598646,0,4395025,0.21141933,0.2744742,0.68336076,0.0,0.01,74,57,-182,0
