timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,connected,system_source,priority,id,is_powering_off,warning
86456222,12.496799,12.128482,50.778,50.703537,0.0,153.90257,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
87455177,12.0294,12.11981,50.778,50.76817,0.0,167.99287,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
88456454,12.3656,12.092701,50.778,50.776737,0.0,182.11594,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
89467978,12.0376,12.10234,50.778,50.777866,0.0,196.38353,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
90465169,12.431199,12.074609,50.778,50.777958,0.0,210.44893,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
91465214,11.693199,12.059309,50.778,50.777958,0.0,224.55461,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
92465204,12.168799,12.0765705,50.778,50.777958,0.0,238.65948,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
93475169,11.8244,12.06029,50.778,50.777958,0.0,252.90509,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
94475876,12.464,12.068038,50.778,50.777958,0.0,267.02017,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
95475181,12.021199,12.09104,50.778,50.777958,0.0,281.1153,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
96475650,12.218,12.099529,50.778,50.777958,0.0,295.227,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
97475914,12.0868,12.109486,50.778,50.777958,0.0,309.33566,1.0,1.0,nan,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0
