timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,manual_home
71517304,32.38789233813559,-117.07453060477621,19.73689,-0.1514324,-0.6013929,2.1415846,-0.19855416,1,1,0
497114031,32.387901591685875,-117.07452714086418,20.61293,0.87751544,-0.27613997,1.2655442,-0.05605708,1,1,0
