timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
123812732,32767,32767,32767,32767,-22,32767
123820731,32767,32767,32767,32767,32767,32767
123824731,32767,32767,32767,32767,-25,32767
123828805,32767,32767,32767,-7,32767,32767
123832819,32767,32767,32767,32767,32767,32767
123837736,32767,32767,32767,32767,-40,32767
123841878,32767,32767,32767,32767,32767,32767
123846735,32767,32767,32767,32767,-14,32767
123854720,32767,32767,32767,-3,32767,32767
123858721,32767,32767,32767,32767,-19,32767
123862810,32767,32767,32767,32767,32767,32767
123866801,32767,32767,32767,32767,32767,32767
123871729,32767,32767,32767,32767,-36,32767
123876806,32767,32767,32767,32767,32767,32767
123881812,32767,32767,32767,-29,-23,32767
123885791,32767,32767,32767,32767,32767,32767
123890717,32767,32767,32767,32767,32767,32767
123895806,32767,32767,32767,32767,-51,32767
123900738,32767,32767,32767,32767,32767,32767
123905738,32767,32767,32767,-16,-36,32767
123914833,32767,32767,32767,32767,32767,32767
123919717,32767,32767,32767,32767,-56,32767
123924791,32767,32767,32767,32767,32767,32767
123929934,32767,32767,32767,1,-45,32767
123934800,32767,32767,32767,32767,32767,32767
123942718,32767,32767,32767,32767,32767,32767
123946800,32767,32767,32767,32767,32767,32767
123950735,32767,32767,32767,32767,-23,32767
123954907,32767,32767,32767,2,32767,32767
123958814,32767,32767,32767,32767,32767,32767
123963836,32767,32767,32767,32767,-38,32767
123968807,32767,32767,32767,32767,32767,32767
123973742,32767,32767,32767,32767,-23,32767
123978727,32767,32767,32767,32767,32767,32767
123983812,32767,32767,32767,-34,-8,32767
123988729,32767,32767,32767,32767,32767,32767
123992801,32767,32767,32767,32767,32767,32767
123997767,32767,32767,32767,32767,-33,32767
124002826,32767,32767,32767,32767,32767,32767
124007723,32767,32767,32767,-26,-16,32767
124012801,32767,32767,32767,32767,32767,32767
124017731,32767,32767,32767,32767,32767,32767
124027740,32767,32767,32767,32767,32767,32767
124032795,32767,32767,32767,-20,-35,32767
124036809,32767,32767,32767,32767,32767,32767
124041749,32767,32767,32767,32767,-9,32767
124046800,32767,32767,32767,32767,32767,32767
124056806,32767,32767,32767,0,-47,32767
124061752,32767,32767,32767,32767,32767,32767
124066806,32767,32767,32767,32767,-34,32767
124070725,32767,32767,32767,32767,32767,32767
124075815,32767,32767,32767,32767,-10,32767
124080720,32767,32767,32767,32767,32767,32767
124085858,32767,32767,32767,-14,32767,32767
124090814,32767,32767,32767,32767,-47,32767
124095715,32767,32767,32767,32767,32767,32767
124100802,32767,32767,32767,32767,-33,32767
124105721,32767,32767,32767,32767,32767,32767
124109810,32767,32767,32767,-21,-10,32767
124114714,32767,32767,32767,32767,32767,32767
124119852,32767,32767,32767,32767,32767,32767
124124733,32767,32767,32767,32767,-45,32767
124129801,32767,32767,32767,32767,32767,32767
124134717,32767,32767,32767,-23,-33,32767
124139735,32767,32767,32767,32767,32767,32767
124144805,32767,32767,32767,32767,-17,32767
124148805,32767,32767,32767,32767,32767,32767
124153742,32767,32767,32767,32767,32767,32767
124158725,32767,32767,32767,-7,-43,32767
124163800,32767,32767,32767,32767,32767,32767
124168717,32767,32767,32767,32767,-24,32767
124173810,32767,32767,32767,32767,32767,32767
124178733,32767,32767,32767,32767,32767,32767
124183816,32767,32767,32767,-9,-55,32767
124187802,32767,32767,32767,32767,32767,32767
124192729,32767,32767,32767,32767,-26,32767
124197723,32767,32767,32767,32767,32767,32767
124202817,32767,32767,32767,32767,-14,32767
124207912,32767,32767,32767,2,32767,32767
124212808,32767,32767,32767,32767,32767,32767
124216958,32767,32767,32767,32767,-41,32767
124222798,32767,32767,32767,32767,32767,32767
124226813,32767,32767,32767,32767,-27,32767
124231727,32767,32767,32767,32767,32767,32767
124236808,32767,32767,32767,-11,-14,32767
124241798,32767,32767,32767,32767,32767,32767
124246804,32767,32767,32767,32767,32767,32767
124251720,32767,32767,32767,32767,-46,32767
124256804,32767,32767,32767,32767,32767,32767
124265805,32767,32767,32767,32767,32767,32767
124270732,32767,32767,32767,32767,32767,32767
124275814,32767,32767,32767,32767,-55,32767
124280735,32767,32767,32767,32767,32767,32767
124285724,32767,32767,32767,-8,-35,32767
124290791,32767,32767,32767,32767,32767,32767
124295724,32767,32767,32767,32767,-18,32767
124300802,32767,32767,32767,32767,32767,32767
124309733,32767,32767,32767,0,-45,32767
124314800,32767,32767,32767,32767,32767,32767
124319723,32767,32767,32767,32767,-32,32767
124324794,32767,32767,32767,32767,32767,32767
124329929,32767,32767,32767,32767,-21,32767
124334807,32767,32767,32767,-6,32767,32767
124338722,32767,32767,32767,32767,32767,32767
124343804,32767,32767,32767,32767,-47,32767
124348731,32767,32767,32767,32767,32767,32767
124353791,32767,32767,32767,32767,-33,32767
124358741,32767,32767,32767,32767,32767,32767
124363966,32767,32767,32767,-35,-22,32767
124368738,32767,32767,32767,32767,32767,32767
124373725,32767,32767,32767,32767,32767,32767
124377804,32767,32767,32767,32767,-48,32767
124381927,32767,32767,32767,32767,32767,32767
124385718,32767,32767,32767,-9,-14,32767
124389712,32767,32767,32767,32767,32767,32767
124393817,32767,32767,32767,32767,32767,32767
124397858,32767,32767,32767,32767,-20,32767
124402741,32767,32767,32767,32767,32767,32767
124407798,32767,32767,32767,32767,32767,32767
124412714,32767,32767,32767,-24,-57,32767
124421813,32767,32767,32767,32767,-34,32767
124426754,32767,32767,32767,32767,32767,32767
124431826,32767,32767,32767,32767,-20,32767
124436737,32767,32767,32767,-7,32767,32767
124441816,32767,32767,32767,32767,32767,32767
124446726,32767,32767,32767,32767,-56,32767
124455800,32767,32767,32767,32767,-34,32767
124460739,32767,32767,32767,5,32767,32767
124465807,32767,32767,32767,32767,-18,32767
124470743,32767,32767,32767,32767,32767,32767
124475807,32767,32767,32767,32767,32767,32767
124480721,32767,32767,32767,32767,-53,32767
124485944,32767,32767,32767,3,32767,32767
124490742,32767,32767,32767,32767,-35,32767
124495007,32767,32767,32767,32767,32767,32767
124499743,32767,32767,32767,32767,-12,32767
124504037,32767,32767,32767,32767,32767,32767
124507718,32767,32767,32767,32767,32767,32767
124515806,32767,32767,32767,-6,32767,32767
124519852,32767,32767,32767,32767,32767,32767
124524725,32767,32767,32767,32767,-36,32767
124529796,32767,32767,32767,32767,32767,32767
124533828,32767,32767,32767,32767,-14,32767
124541736,32767,32767,32767,32767,32767,32767
124545719,32767,32767,32767,32767,-19,32767
124549817,32767,32767,32767,32767,32767,32767
124553799,32767,32767,32767,32767,32767,32767
124563843,32767,32767,32767,-5,32767,32767
124568715,32767,32767,32767,32767,-23,32767
124573812,32767,32767,32767,32767,32767,32767
124577813,32767,32767,32767,32767,32767,32767
124582732,32767,32767,32767,32767,-44,32767
124587807,32767,32767,32767,32767,32767,32767
124592732,32767,32767,32767,-14,-29,32767
124597801,32767,32767,32767,32767,32767,32767
124602730,32767,32767,32767,32767,-16,32767
124607934,32767,32767,32767,32767,32767,32767
124611733,32767,32767,32767,32767,32767,32767
124617043,32767,32767,32767,-32,-46,32767
124621746,32767,32767,32767,32767,32767,32767
124626725,32767,32767,32767,32767,-26,32767
124631807,32767,32767,32767,32767,32767,32767
124636737,32767,32767,32767,32767,-13,32767
124641934,32767,32767,32767,-29,32767,32767
124645717,32767,32767,32767,32767,32767,32767
124650862,32767,32767,32767,32767,-41,32767
124655834,32767,32767,32767,32767,32767,32767
124659838,32767,32767,32767,32767,-18,32767
124663728,32767,32767,32767,32767,32767,32767
124667715,32767,32767,32767,-34,32767,32767
124671813,32767,32767,32767,32767,-25,32767
124675804,32767,32767,32767,32767,32767,32767
124680730,32767,32767,32767,32767,32767,32767
124684871,32767,32767,32767,32767,-38,32767
124689732,32767,32767,32767,-5,32767,32767
124693889,32767,32767,32767,32767,-15,32767
124701725,32767,32767,32767,32767,32767,32767
124705805,32767,32767,32767,32767,-16,32767
124709802,32767,32767,32767,32767,32767,32767
124714726,32767,32767,32767,1,32767,32767
124719724,32767,32767,32767,32767,-39,32767
124723734,32767,32767,32767,32767,32767,32767
124728798,32767,32767,32767,32767,-11,32767
124733719,32767,32767,32767,32767,32767,32767
124743740,32767,32767,32767,-9,-46,32767
124748807,32767,32767,32767,32767,32767,32767
124753717,32767,32767,32767,32767,-33,32767
124758799,32767,32767,32767,32767,32767,32767
124763988,32767,32767,32767,32767,-15,32767
124767802,32767,32767,32767,-16,32767,32767
124772906,32767,32767,32767,32767,32767,32767
124777803,32767,32767,32767,32767,-38,32767
124781943,32767,32767,32767,32767,32767,32767
124785730,32767,32767,32767,32767,32767,32767
124789732,32767,32767,32767,32767,-44,32767
124793809,32767,32767,32767,-24,32767,32767
124797850,32767,32767,32767,32767,-10,32767
124801801,32767,32767,32767,32767,32767,32767
124806802,32767,32767,32767,32767,32767,32767
124811814,32767,32767,32767,32767,-36,32767
124815871,32767,32767,32767,2,32767,32767
124819754,32767,32767,32767,32767,32767,32767
124827811,32767,32767,32767,32767,32767,32767
124831829,32767,32767,32767,32767,-9,32767
124836800,32767,32767,32767,32767,32767,32767
124840811,32767,32767,32767,32767,32767,32767
124845728,32767,32767,32767,-36,-35,32767
124850815,32767,32767,32767,32767,32767,32767
124855714,32767,32767,32767,32767,-17,32767
124860739,32767,32767,32767,32767,32767,32767
124865821,32767,32767,32767,2,32767,32767
124870723,32767,32767,32767,32767,-53,32767
124874819,32767,32767,32767,32767,32767,32767
124879721,32767,32767,32767,32767,-26,32767
124884793,32767,32767,32767,32767,32767,32767
124889734,32767,32767,32767,32767,-13,32767
124895019,32767,32767,32767,-30,32767,32767
124899728,32767,32767,32767,32767,32767,32767
124904815,32767,32767,32767,32767,-51,32767
124909760,32767,32767,32767,32767,32767,32767
124913779,32767,32767,32767,32767,-26,32767
124918717,32767,32767,32767,-11,32767,32767
124923809,32767,32767,32767,32767,-14,32767
124928856,32767,32767,32767,32767,32767,32767
124933805,32767,32767,32767,32767,32767,32767
124938714,32767,32767,32767,32767,-49,32767
124943794,32767,32767,32767,-5,32767,32767
124948735,32767,32767,32767,32767,-36,32767
124953826,32767,32767,32767,32767,32767,32767
124957832,32767,32767,32767,32767,-14,32767
124962730,32767,32767,32767,32767,32767,32767
124967813,32767,32767,32767,32767,32767,32767
124972714,32767,32767,32767,-29,-46,32767
124977811,32767,32767,32767,32767,32767,32767
124982734,32767,32767,32767,32767,-33,32767
124987802,32767,32767,32767,32767,32767,32767
124996731,32767,32767,32767,-3,32767,32767
125001813,32767,32767,32767,32767,32767,32767
125006728,32767,32767,32767,32767,-39,32767
125011802,32767,32767,32767,32767,32767,32767
125021744,32767,32767,32767,-9,32767,32767
125026729,32767,32767,32767,32767,32767,32767
125030807,32767,32767,32767,32767,-48,32767
125035723,32767,32767,32767,32767,32767,32767
125045726,32767,32767,32767,11,32767,32767
125050935,32767,32767,32767,32767,-21,32767
125055744,32767,32767,32767,32767,32767,32767
125060802,32767,32767,32767,32767,32767,32767
125065794,32767,32767,32767,32767,-56,32767
125070742,32767,32767,32767,4,32767,32767
125074802,32767,32767,32767,32767,-35,32767
125079722,32767,32767,32767,32767,32767,32767
125084870,32767,32767,32767,32767,-15,32767
125089728,32767,32767,32767,32767,32767,32767
125094727,32767,32767,32767,32767,32767,32767
125099795,32767,32767,32767,-33,-45,32767
125108801,32767,32767,32767,32767,-23,32767
125113726,32767,32767,32767,32767,32767,32767
125118808,32767,32767,32767,32767,-9,32767
125123725,32767,32767,32767,-27,32767,32767
125133730,32767,32767,32767,32767,-45,32767
125138806,32767,32767,32767,32767,32767,32767
125143734,32767,32767,32767,32767,-33,32767
125147803,32767,32767,32767,-8,32767,32767
125152728,32767,32767,32767,32767,-9,32767
125157829,32767,32767,32767,32767,32767,32767
125162714,32767,32767,32767,32767,32767,32767
125167799,32767,32767,32767,32767,-46,32767
125172918,32767,32767,32767,-9,32767,32767
125177810,32767,32767,32767,32767,-34,32767
125182818,32767,32767,32767,32767,32767,32767
125186740,32767,32767,32767,32767,32767,32767
125191808,32767,32767,32767,32767,-56,32767
125196723,32767,32767,32767,2,32767,32767
125201725,32767,32767,32767,32767,-39,32767
125206838,32767,32767,32767,32767,32767,32767
125211808,32767,32767,32767,32767,-27,32767
125216737,32767,32767,32767,32767,32767,32767
125220836,32767,32767,32767,32767,32767,32767
125224906,32767,32767,32767,-25,-45,32767
125228728,32767,32767,32767,32767,32767,32767
125232731,32767,32767,32767,32767,32767,32767
125236803,32767,32767,32767,32767,-47,32767
125240794,32767,32767,32767,32767,32767,32767
125245725,32767,32767,32767,32767,-23,32767
125250795,32767,32767,32767,-10,32767,32767
125255720,32767,32767,32767,32767,32767,32767
125260806,32767,32767,32767,32767,-58,32767
125264800,32767,32767,32767,32767,32767,32767
125274736,32767,32767,32767,-9,32767,32767
125279808,32767,32767,32767,32767,-16,32767
125284723,32767,32767,32767,32767,32767,32767
125289793,32767,32767,32767,32767,32767,32767
125298795,32767,32767,32767,3,32767,32767
125303724,32767,32767,32767,32767,-25,32767
125308831,32767,32767,32767,32767,32767,32767
125313738,32767,32767,32767,32767,32767,32767
125318795,32767,32767,32767,32767,-58,32767
125323721,32767,32767,32767,5,32767,32767
125328948,32767,32767,32767,32767,-47,32767
125333731,32767,32767,32767,32767,32767,32767
125337959,32767,32767,32767,32767,-22,32767
125342730,32767,32767,32767,32767,32767,32767
125347016,32767,32767,32767,32767,32767,32767
125350726,32767,32767,32767,-16,-37,32767
125354712,32767,32767,32767,32767,32767,32767
125358828,32767,32767,32767,32767,32767,32767
125362804,32767,32767,32767,32767,-45,32767
125367743,32767,32767,32767,32767,32767,32767
125372810,32767,32767,32767,32767,-25,32767
125376800,32767,32767,32767,-27,32767,32767
125380857,32767,32767,32767,32767,32767,32767
125388718,32767,32767,32767,32767,32767,32767
125392808,32767,32767,32767,32767,32767,32767
125396831,32767,32767,32767,32767,-34,32767
125401734,32767,32767,32767,-19,32767,32767
125406791,32767,32767,32767,32767,-19,32767
125415798,32767,32767,32767,32767,32767,32767
125420750,32767,32767,32767,32767,-47,32767
125425809,32767,32767,32767,-11,32767,32767
125430728,32767,32767,32767,32767,-34,32767
125435737,32767,32767,32767,32767,32767,32767
125440794,32767,32767,32767,32767,-19,32767
125445715,32767,32767,32767,32767,32767,32767
125454724,32767,32767,32767,32767,32767,32767
125459953,32767,32767,32767,32767,32767,32767
125464800,32767,32767,32767,32767,-34,32767
125469723,32767,32767,32767,32767,32767,32767
125474728,32767,32767,32767,3,-14,32767
125479799,32767,32767,32767,32767,32767,32767
125484749,32767,32767,32767,32767,32767,32767
125488800,32767,32767,32767,32767,-40,32767
125493858,32767,32767,32767,32767,32767,32767
125498818,32767,32767,32767,32767,-27,32767
125502879,32767,32767,32767,-20,32767,32767
125506712,32767,32767,32767,32767,32767,32767
125510725,32767,32767,32767,32767,-33,32767
125514800,32767,32767,32767,32767,32767,32767
125518801,32767,32767,32767,32767,32767,32767
125523751,32767,32767,32767,32767,-49,32767
125527832,32767,32767,32767,-19,32767,32767
125532727,32767,32767,32767,32767,-26,32767
125537791,32767,32767,32767,32767,32767,32767
125542725,32767,32767,32767,32767,-14,32767
125547745,32767,32767,32767,32767,32767,32767
125552817,32767,32767,32767,-24,32767,32767
125557725,32767,32767,32767,32767,-49,32767
125562717,32767,32767,32767,32767,32767,32767
125566729,32767,32767,32767,32767,-26,32767
125576730,32767,32767,32767,-5,-13,32767
125586740,32767,32767,32767,32767,32767,32767
125591810,32767,32767,32767,32767,-51,32767
125596717,32767,32767,32767,32767,32767,32767
125601805,32767,32767,32767,-9,-37,32767
125605806,32767,32767,32767,32767,32767,32767
125610731,32767,32767,32767,32767,-13,32767
125615889,32767,32767,32767,32767,32767,32767
125620825,32767,32767,32767,32767,32767,32767
125624925,32767,32767,32767,32767,-41,32767
125628718,32767,32767,32767,-15,32767,32767
125636782,32767,32767,32767,32767,-46,32767
125640832,32767,32767,32767,32767,32767,32767
125644818,32767,32767,32767,32767,-14,32767
125649790,32767,32767,32767,32767,32767,32767
125654725,32767,32767,32767,-26,32767,32767
125659791,32767,32767,32767,32767,-46,32767
125664717,32767,32767,32767,32767,32767,32767
125669731,32767,32767,32767,32767,-33,32767
125674812,32767,32767,32767,32767,32767,32767
125678825,32767,32767,32767,-15,-6,32767
125683723,32767,32767,32767,32767,32767,32767
125688754,32767,32767,32767,32767,32767,32767
125693791,32767,32767,32767,32767,-42,32767
125698768,32767,32767,32767,32767,32767,32767
125703797,32767,32767,32767,-10,-29,32767
125708723,32767,32767,32767,32767,32767,32767
125713811,32767,32767,32767,32767,-17,32767
125717807,32767,32767,32767,32767,32767,32767
125722726,32767,32767,32767,32767,32767,32767
125727812,32767,32767,32767,2,-44,32767
125732719,32767,32767,32767,32767,32767,32767
125738030,32767,32767,32767,32767,-29,32767
125742737,32767,32767,32767,32767,32767,32767
125750730,32767,32767,32767,32767,-36,32767
125754712,32767,32767,32767,-18,32767,32767
125758731,32767,32767,32767,32767,32767,32767
125762889,32767,32767,32767,32767,-45,32767
125766791,32767,32767,32767,32767,32767,32767
125776741,32767,32767,32767,32767,32767,32767
125781734,32767,32767,32767,-30,32767,32767
125786791,32767,32767,32767,32767,-56,32767
125795800,32767,32767,32767,32767,-34,32767
125800732,32767,32767,32767,32767,32767,32767
125805857,32767,32767,32767,-18,-16,32767
125810740,32767,32767,32767,32767,32767,32767
125815799,32767,32767,32767,32767,32767,32767
125820723,32767,32767,32767,32767,-48,32767
125825818,32767,32767,32767,32767,32767,32767
125830742,32767,32767,32767,-8,-34,32767
125834834,32767,32767,32767,32767,32767,32767
125839745,32767,32767,32767,32767,-9,32767
125844815,32767,32767,32767,32767,32767,32767
125849729,32767,32767,32767,32767,32767,32767
125854817,32767,32767,32767,5,-47,32767
125859941,32767,32767,32767,32767,32767,32767
125864813,32767,32767,32767,32767,-34,32767
125869729,32767,32767,32767,32767,32767,32767
125873809,32767,32767,32767,32767,-11,32767
125878745,32767,32767,32767,32767,32767,32767
125883807,32767,32767,32767,-12,32767,32767
125888717,32767,32767,32767,32767,-46,32767
125893933,32767,32767,32767,32767,32767,32767
125898723,32767,32767,32767,32767,-27,32767
125903045,32767,32767,32767,32767,32767,32767
125908811,32767,32767,32767,-22,-14,32767
125913717,32767,32767,32767,32767,32767,32767
125917793,32767,32767,32767,32767,32767,32767
125922717,32767,32767,32767,32767,-39,32767
125932733,32767,32767,32767,-7,-26,32767
125937802,32767,32767,32767,32767,32767,32767
125942737,32767,32767,32767,32767,-13,32767
125947801,32767,32767,32767,32767,32767,32767
125951822,32767,32767,32767,32767,32767,32767
125956736,32767,32767,32767,-5,-40,32767
125961747,32767,32767,32767,32767,32767,32767
125966838,32767,32767,32767,32767,-28,32767
125971725,32767,32767,32767,32767,32767,32767
125981757,32767,32767,32767,-3,32767,32767
125986805,32767,32767,32767,32767,32767,32767
125990808,32767,32767,32767,32767,-40,32767
125995724,32767,32767,32767,32767,32767,32767
126000811,32767,32767,32767,32767,-27,32767
126005733,32767,32767,32767,32767,32767,32767
126010810,32767,32767,32767,-37,-14,32767
126015893,32767,32767,32767,32767,32767,32767
126020803,32767,32767,32767,32767,32767,32767
126025015,32767,32767,32767,32767,-42,32767
126029743,32767,32767,32767,32767,32767,32767
126034809,32767,32767,32767,-18,-27,32767
126039722,32767,32767,32767,32767,32767,32767
126044806,32767,32767,32767,32767,-14,32767
126049810,32767,32767,32767,32767,32767,32767
126054825,32767,32767,32767,32767,32767,32767
126059718,32767,32767,32767,-17,-47,32767
126063818,32767,32767,32767,32767,32767,32767
126067897,32767,32767,32767,32767,-14,32767
126071724,32767,32767,32767,32767,32767,32767
126079858,32767,32767,32767,32767,-16,32767
126083805,32767,32767,32767,0,32767,32767
126088723,32767,32767,32767,32767,32767,32767
126093804,32767,32767,32767,32767,-40,32767
126098717,32767,32767,32767,32767,32767,32767
126103734,32767,32767,32767,32767,-19,32767
126107733,32767,32767,32767,32767,32767,32767
126112811,32767,32767,32767,-38,32767,32767
126117742,32767,32767,32767,32767,-47,32767
126122730,32767,32767,32767,32767,32767,32767
126127827,32767,32767,32767,32767,-35,32767
126132735,32767,32767,32767,32767,32767,32767
126137948,32767,32767,32767,-35,-19,32767
126142827,32767,32767,32767,32767,32767,32767
126146807,32767,32767,32767,32767,32767,32767
126151739,32767,32767,32767,32767,-43,32767
126156810,32767,32767,32767,32767,32767,32767
126161726,32767,32767,32767,-18,-27,32767
126166808,32767,32767,32767,32767,32767,32767
126176733,32767,32767,32767,32767,32767,32767
126180963,32767,32767,32767,32767,32767,32767
126185731,32767,32767,32767,-4,-38,32767
126190019,32767,32767,32767,32767,32767,32767
126193727,32767,32767,32767,32767,32767,32767
126201816,32767,32767,32767,32767,32767,32767
126205855,32767,32767,32767,32767,-10,32767
126210732,32767,32767,32767,32767,32767,32767
126215791,32767,32767,32767,-46,32767,32767
126219811,32767,32767,32767,32767,-36,32767
126227766,32767,32767,32767,32767,32767,32767
126231732,32767,32767,32767,32767,-42,32767
126235801,32767,32767,32767,32767,32767,32767
126239821,32767,32767,32767,-30,-9,32767
126244727,32767,32767,32767,32767,32767,32767
126253806,32767,32767,32767,32767,-36,32767
126257765,32767,32767,32767,32767,32767,32767
126261758,32767,32767,32767,5,32767,32767
126265724,32767,32767,32767,32767,-43,32767
126269809,32767,32767,32767,32767,32767,32767
126273822,32767,32767,32767,32767,32767,32767
126278739,32767,32767,32767,32767,-54,32767
126283800,32767,32767,32767,32767,32767,32767
126288714,32767,32767,32767,-15,-37,32767
126293933,32767,32767,32767,32767,32767,32767
126297817,32767,32767,32767,32767,-14,32767
126302928,32767,32767,32767,32767,32767,32767
126307810,32767,32767,32767,32767,32767,32767
126311977,32767,32767,32767,32767,-41,32767
126315719,32767,32767,32767,-24,32767,32767
126323829,32767,32767,32767,32767,-47,32767
126327849,32767,32767,32767,32767,32767,32767
126332802,32767,32767,32767,32767,-24,32767
126336943,32767,32767,32767,32767,32767,32767
126341747,32767,32767,32767,-27,32767,32767
126349740,32767,32767,32767,32767,32767,32767
126353728,32767,32767,32767,32767,32767,32767
126357802,32767,32767,32767,32767,-44,32767
126361811,32767,32767,32767,32767,32767,32767
126366733,32767,32767,32767,-26,-14,32767
126370808,32767,32767,32767,32767,32767,32767
126375733,32767,32767,32767,32767,32767,32767
126380793,32767,32767,32767,32767,-39,32767
126385723,32767,32767,32767,32767,32767,32767
126390728,32767,32767,32767,-5,-19,32767
126395804,32767,32767,32767,32767,32767,32767
126400751,32767,32767,32767,32767,32767,32767
126405800,32767,32767,32767,32767,-57,32767
126409739,32767,32767,32767,32767,32767,32767
126414721,32767,32767,32767,32767,-33,32767
126419791,32767,32767,32767,-46,32767,32767
126424977,32767,32767,32767,32767,-21,32767
126429730,32767,32767,32767,32767,32767,32767
126434810,32767,32767,32767,32767,32767,32767
126439728,32767,32767,32767,32767,-56,32767
126444800,32767,32767,32767,-35,32767,32767
126448805,32767,32767,32767,32767,-34,32767
126453714,32767,32767,32767,32767,32767,32767
126458957,32767,32767,32767,32767,-21,32767
126463742,32767,32767,32767,32767,32767,32767
126467965,32767,32767,32767,-19,32767,32767
126471723,32767,32767,32767,32767,-37,32767
126475721,32767,32767,32767,32767,32767,32767
126479813,32767,32767,32767,32767,32767,32767
126483807,32767,32767,32767,32767,-44,32767
126487815,32767,32767,32767,32767,32767,32767
126492760,32767,32767,32767,-10,-14,32767
126497731,32767,32767,32767,32767,32767,32767
126502738,32767,32767,32767,32767,32767,32767
126507796,32767,32767,32767,32767,-46,32767
126512734,32767,32767,32767,32767,32767,32767
126517803,32767,32767,32767,-12,-34,32767
126522723,32767,32767,32767,32767,32767,32767
126526822,32767,32767,32767,32767,-10,32767
126531739,32767,32767,32767,32767,32767,32767
126536802,32767,32767,32767,32767,32767,32767
126541731,32767,32767,32767,32767,-46,32767
126546800,32767,32767,32767,-35,32767,32767
126556735,32767,32767,32767,32767,32767,32767
126561723,32767,32767,32767,32767,-19,32767
126565816,32767,32767,32767,32767,32767,32767
126570717,32767,32767,32767,-29,32767,32767
126580894,32767,32767,32767,32767,32767,32767
126585809,32767,32767,32767,32767,-34,32767
126593716,32767,32767,32767,1,32767,32767
126597712,32767,32767,32767,32767,-35,32767
126601819,32767,32767,32767,32767,32767,32767
126605774,32767,32767,32767,32767,32767,32767
126609719,32767,32767,32767,32767,-39,32767
126614875,32767,32767,32767,32767,32767,32767
126619730,32767,32767,32767,-9,-26,32767
126624791,32767,32767,32767,32767,32767,32767
126629729,32767,32767,32767,32767,-14,32767
126634800,32767,32767,32767,32767,32767,32767
126643809,32767,32767,32767,-4,-41,32767
126648725,32767,32767,32767,32767,32767,32767
126653808,32767,32767,32767,32767,-27,32767
126658724,32767,32767,32767,32767,32767,32767
126663791,32767,32767,32767,32767,32767,32767
126668761,32767,32767,32767,-3,-49,32767
126673810,32767,32767,32767,32767,32767,32767
126678733,32767,32767,32767,32767,-29,32767
126682805,32767,32767,32767,32767,32767,32767
126687726,32767,32767,32767,32767,32767,32767
126692823,32767,32767,32767,32767,-57,32767
126697728,32767,32767,32767,-37,32767,32767
126703034,32767,32767,32767,32767,-46,32767
126707729,32767,32767,32767,32767,32767,32767
126712803,32767,32767,32767,32767,-28,32767
126717734,32767,32767,32767,32767,32767,32767
126721744,32767,32767,32767,-29,32767,32767
126726791,32767,32767,32767,32767,-53,32767
126731726,32767,32767,32767,32767,32767,32767
126736868,32767,32767,32767,32767,-37,32767
126741816,32767,32767,32767,32767,32767,32767
126746717,32767,32767,32767,-29,-23,32767
126751814,32767,32767,32767,32767,32767,32767
126756736,32767,32767,32767,32767,-6,32767
126760791,32767,32767,32767,32767,32767,32767
126765780,32767,32767,32767,32767,32767,32767
126770739,32767,32767,32767,-13,-33,32767
126775800,32767,32767,32767,32767,32767,32767
126780735,32767,32767,32767,32767,-16,32767
126785720,32767,32767,32767,32767,32767,32767
126790742,32767,32767,32767,32767,32767,32767
126795800,32767,32767,32767,-12,-48,32767
126799803,32767,32767,32767,32767,32767,32767
126804754,32767,32767,32767,32767,-25,32767
126809805,32767,32767,32767,32767,32767,32767
126814728,32767,32767,32767,32767,32767,32767
126819804,32767,32767,32767,5,-59,32767
126829805,32767,32767,32767,32767,-45,32767
126834804,32767,32767,32767,32767,32767,32767
126838802,32767,32767,32767,32767,-18,32767
126843735,32767,32767,32767,32767,32767,32767
126848800,32767,32767,32767,-34,32767,32767
126853719,32767,32767,32767,32767,-53,32767
126858858,32767,32767,32767,32767,32767,32767
126863800,32767,32767,32767,32767,-36,32767
126868728,32767,32767,32767,32767,32767,32767
126873800,32767,32767,32767,-27,-23,32767
126878730,32767,32767,32767,32767,32767,32767
126882802,32767,32767,32767,32767,32767,32767
126887714,32767,32767,32767,32767,-48,32767
126897730,32767,32767,32767,-6,-35,32767
126902804,32767,32767,32767,32767,32767,32767
126907714,32767,32767,32767,32767,-19,32767
126916814,32767,32767,32767,32767,32767,32767
126921736,32767,32767,32767,-5,-43,32767
126926803,32767,32767,32767,32767,32767,32767
126931773,32767,32767,32767,32767,-28,32767
126936791,32767,32767,32767,32767,32767,32767
126946752,32767,32767,32767,-4,32767,32767
126951760,32767,32767,32767,32767,32767,32767
126955820,32767,32767,32767,32767,-44,32767
126960723,32767,32767,32767,32767,32767,32767
126965753,32767,32767,32767,32767,-28,32767
126970744,32767,32767,32767,32767,32767,32767
126975791,32767,32767,32767,-36,-16,32767
126980927,32767,32767,32767,32767,32767,32767
126985832,32767,32767,32767,32767,32767,32767
126994815,32767,32767,32767,32767,32767,32767
126999723,32767,32767,32767,-23,-27,32767
127004791,32767,32767,32767,32767,32767,32767
127009732,32767,32767,32767,32767,-13,32767
127014940,32767,32767,32767,32767,32767,32767
