timestamp,airspeed_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
72621811,32767,32767,32767,32767,32767,32767
72626747,32767,32767,32767,32767,-33,32767
72631800,32767,32767,32767,32767,32767,32767
72636962,32767,32767,32767,32767,-21,32767
72641831,32767,32767,32767,2,32767,32767
72646739,32767,32767,32767,32767,32767,32767
72650745,32767,32767,32767,32767,-46,32767
72655800,32767,32767,32767,32767,32767,32767
72660716,32767,32767,32767,32767,-33,32767
72665803,32767,32767,32767,32767,32767,32767
72670864,32767,32767,32767,-28,-20,32767
72675799,32767,32767,32767,32767,32767,32767
72680743,32767,32767,32767,32767,32767,32767
72685799,32767,32767,32767,32767,-56,32767
72690723,32767,32767,32767,32767,32767,32767
72694795,32767,32767,32767,-18,-33,32767
72699712,32767,32767,32767,32767,32767,32767
72704839,32767,32767,32767,32767,-15,32767
72709724,32767,32767,32767,32767,32767,32767
72714800,32767,32767,32767,32767,32767,32767
72719717,32767,32767,32767,-15,-45,32767
72724807,32767,32767,32767,32767,32767,32767
72728801,32767,32767,32767,32767,-24,32767
72733724,32767,32767,32767,32767,32767,32767
72738814,32767,32767,32767,32767,-10,32767
72743722,32767,32767,32767,-6,32767,32767
72748802,32767,32767,32767,32767,32767,32767
72753722,32767,32767,32767,32767,-46,32767
72758813,32767,32767,32767,32767,32767,32767
72763804,32767,32767,32767,32767,-34,32767
72767821,32767,32767,32767,32767,32767,32767
72772738,32767,32767,32767,-33,-9,32767
72777805,32767,32767,32767,32767,32767,32767
72782713,32767,32767,32767,32767,32767,32767
72787792,32767,32767,32767,32767,-46,32767
72792895,32767,32767,32767,32767,32767,32767
72797801,32767,32767,32767,-34,-34,32767
72802012,32767,32767,32767,32767,32767,32767
72806732,32767,32767,32767,32767,32767,32767
72811818,32767,32767,32767,32767,-56,32767
72816723,32767,32767,32767,32767,32767,32767
72821805,32767,32767,32767,-18,-40,32767
72826805,32767,32767,32767,32767,32767,32767
72831809,32767,32767,32767,32767,-26,32767
72836723,32767,32767,32767,32767,32767,32767
72840853,32767,32767,32767,32767,32767,32767
72844874,32767,32767,32767,3,-43,32767
72848711,32767,32767,32767,32767,32767,32767
72852719,32767,32767,32767,32767,32767,32767
72856825,32767,32767,32767,32767,-47,32767
72860807,32767,32767,32767,32767,32767,32767
72865729,32767,32767,32767,32767,-23,32767
