timestamp,nav_state_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status
145786881,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
146789064,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147798065,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148808082,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149817026,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150817445,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151820894,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152826303,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153829207,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154830030,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
155838921,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156843896,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157853336,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158861287,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159868499,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160873477,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161885304,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
162885912,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
163887709,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164893980,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
165902847,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166910839,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
167920270,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168926401,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
169934460,135721385,304676911,304152591,304676911,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
