timestamp,timestamp_sample,device_id,x,y,z,temperature
72422048,72421878,5373970,-0.48414555,0.3504539,-9.873289,23.039999
73423209,73423042,5373970,-0.9660252,0.18925971,-9.534708,24.0
74424403,74424222,5373970,-1.1395018,-0.49344528,-9.941005,24.0
75425599,75425432,5373970,-0.021541111,-0.19950284,-10.898704,24.0
77427970,77427809,5373970,-0.6576222,2.7683673,-9.40895,23.039999
78431372,78431204,5373970,-1.9008716,1.3839934,-7.387143,23.039999
79434948,79434788,5373970,-1.1973274,0.86248267,-7.7257233,24.0
80438291,80438121,5373970,1.6553999,0.17977768,-9.070371,24.0
81437165,81437004,5373970,-1.5924687,3.4700363,-8.518968,24.0
82436101,82435938,5373970,-0.13719222,0.075475544,-10.018394,24.0
83439544,83439364,5373970,-0.3010313,1.5736337,-10.385996,24.0
84442962,84442802,5373970,-0.53233355,2.3227127,-9.90231,24.0
85446425,85446245,5373970,-3.259772,2.493389,-8.402884,23.039999
86445342,86445162,5373970,-3.2019467,1.8960221,-11.024462,23.039999
87451037,87450869,5373970,-1.1009514,-1.4795746,-12.340087,24.0
88454470,88454302,5373970,-2.0839858,-0.07623667,-10.42469,24.0
89460165,89460004,5373970,-2.0261602,-1.8967832,-9.844268,24.0
90461372,90461182,5373970,-1.9586972,1.0900509,-10.279585,24.0
91458034,91457874,5373970,-1.3226161,-0.1710568,-9.283192,24.0
92463722,92463559,5373970,-1.7852206,-0.63567543,-11.469452,24.0
93464960,93464800,5373970,-2.2574625,0.44527406,-7.0001945,24.0
94468322,94468162,5373970,-2.199637,0.60646826,-10.666534,24.0
95469553,95469365,5373970,-1.8815964,-1.0908121,-7.1453,23.039999
96468452,96468265,5373970,-2.8068051,1.4977775,-11.817706,23.039999
97471977,97471798,5373970,-1.4286296,1.156425,-12.098244,23.039999
98475316,98475144,5373970,-1.9297844,2.2753026,-10.956745,24.0
99476493,99476327,5373970,-0.8985621,3.2709138,-9.844268,23.039999
100477676,100477507,5373970,-0.8889245,0.9478208,-8.577011,23.039999
101476638,101476471,5373970,0.23867388,-0.92013586,-10.985766,23.039999
102480071,102479900,5373970,0.3254122,-0.7304956,-7.570944,23.039999
103483481,103483310,5373970,-0.2721185,-0.53137326,-13.49126,23.039999
104484661,104484490,5373970,-1.0334883,2.2563386,-9.534708,23.039999
105485817,105485656,5373970,-0.031178704,0.8530006,-9.457318,23.039999
106484808,106484647,5373970,-1.255153,2.2373745,-4.485028,23.039999
107486023,107485854,5373970,-0.48414555,-1.2804524,-9.544382,23.039999
108487104,108486944,5373970,-2.932094,0.8435186,-8.219083,23.039999
109490561,109490384,5373970,-1.158777,-0.22794889,-10.579471,23.039999
110496286,110496126,5373970,-2.8839061,-1.052884,-10.202195,23.039999
111499692,111499522,5373970,-2.4984024,1.5262235,-11.962812,23.039999
112501026,112500859,5373970,-2.7297046,2.6925113,-10.385996,23.039999
113499931,113499771,5373970,-3.1055708,-0.62619346,-9.428297,23.039999
114503227,114503065,5373970,-2.3538387,-1.8873012,-6.323034,23.039999
115506705,115506544,5373970,0.69164073,-0.98650986,-10.192521,23.039999
116507948,116507785,5373970,1.0289564,-4.902581,-11.653254,23.039999
117509028,117508864,5373970,1.8481518,-2.1812437,-9.834594,22.08
118510213,118510048,5373970,-0.9660252,-0.6546394,-9.950679,22.08
119509124,119508964,5373970,-0.9563876,1.2607272,-11.188914,23.039999
120510304,120510144,5373970,0.09411,-0.61671144,-11.353368,22.08
123518372,123518202,5373970,-2.3827515,-2.5131142,-11.604885,22.08
124519561,124519382,5373970,0.59526485,-0.9106538,-10.415017,22.08
125520729,125520569,5373970,-1.1395018,-0.86324376,-11.837054,22.08
126524163,126524002,5373970,-1.3033409,1.2891732,-10.182848,22.08
127525376,127525182,5373970,-3.7898397,0.15133165,-14.942318,22.08
128526592,128526423,5373970,-5.370405,-0.19002083,-11.479126,22.08
129527722,129527562,5373970,-2.9899197,-2.7786105,-16.054794,22.08
130531145,130530984,5373970,-4.1560683,-2.7596464,-10.647186,21.119999
131532330,131532169,5373970,-2.5273151,0.6254323,-9.312213,21.119999
132533544,132533365,5373970,-3.500712,5.319029,-10.385996,21.119999
133532438,133532262,5373970,-0.1757426,5.546597,-9.544382,21.119999
134536049,134535876,5373970,-1.7273949,0.028065477,-11.324347,21.119999
135537044,135536884,5373970,-1.9586972,0.388382,-13.578323,21.119999
136540499,136540326,5373970,-0.86001164,0.9478208,-9.012328,21.119999
137541698,137541538,5373970,-2.7586174,-1.6218048,-9.844268,21.119999
138545125,138544954,5373970,-2.8164427,3.0148995,-8.596358,21.119999
139548561,139548382,5373970,-4.136793,-1.5080206,-15.377634,20.16
140547473,140547302,5373970,0.65309036,-1.2520064,-9.892636,20.16
141555435,141555264,5373970,-0.82146126,1.099533,-12.514214,20.16
142563443,142563244,5373970,-1.5442808,1.3271013,-12.369108,21.119999
143566965,143566793,5373970,-0.21429296,0.6823244,-11.682275,20.16
144568038,144567847,5373970,-4.7728744,0.17977768,-10.956745,20.16
145571447,145571284,5373970,-3.7705646,0.17977768,-12.610951,20.16
146570402,146570210,5373970,-2.1514492,2.464943,-8.857549,20.16
147571577,147571384,5373970,-4.021142,6.0206976,-10.308606,20.16
148577271,148577084,5373970,-5.235479,0.9667848,-7.154974,19.199999
149576164,149576004,5373970,-4.493384,4.5889134,-4.910671,19.199999
150579637,150579475,5373970,-2.0743482,-0.12364674,-10.24089,19.199999
151583042,151582882,5373970,-4.2909946,0.9857488,-10.298932,19.199999
152584225,152584064,5373970,-5.1391025,3.5458922,-13.326806,19.199999
153592189,153592025,5373970,-4.743962,4.598396,-12.610951,18.24
154595653,154595489,5373970,-1.8526837,2.1710005,-12.475519,18.24
155599067,155598904,5373970,-7.2882857,0.9478208,-15.929037,18.24
156602536,156602345,5373970,-1.255153,-4.1629844,-6.4487925,18.24
157608204,157608044,5373970,2.744448,-2.2665815,-8.925264,18.24
158609405,158609222,5373970,-2.459852,-1.6502509,-14.603738,18.24
159613014,159612854,5373970,-1.98761,-0.7684236,-11.798359,19.199999
160618544,160618374,5373970,-4.3873706,-1.5554308,-17.738022,18.24
161617473,161617302,5373970,-4.1560683,2.7114751,-8.373862,18.24
162625455,162625265,5373970,-5.5727944,-2.1812437,-3.1113596,18.24
163635665,163635479,5373970,-4.339183,-1.2804524,-6.8744364,18.24
164639068,164638907,5373970,-0.97566277,-0.62619346,-1.544217,17.279999
165637996,165637826,5373970,-5.6498947,-3.745776,-9.824921,17.279999
166641454,166641284,5373970,-3.9536788,2.0761802,-7.570944,17.279999
167640344,167640184,5373970,-6.6522045,-1.1951143,-4.0690575,17.279999
168646048,168645885,5373970,-1.1876899,-1.6028409,-9.33156,17.279999
169644969,169644807,5373970,-1.7563077,0.113403596,-9.882963,17.279999
170646148,170645982,5373970,-1.3226161,1.4598495,-12.5045395,17.279999
171645064,171644904,5373970,-2.2381873,0.7866265,-12.011181,17.279999
172655299,172655130,5373970,-3.4814367,-2.2002075,-9.602426,17.279999
173656485,173656312,5373970,-3.4717991,0.7297344,-10.347301,18.24
174664445,174664262,5373970,-5.3800426,-1.2709703,-7.4548593,17.279999
175665656,175665486,5373970,-4.580122,-4.3336606,-6.7390037,17.279999
176667036,176666864,5373970,-6.7293057,1.118497,-2.2600725,17.279999
177667964,177667804,5373970,-6.854594,3.2045398,-5.1621876,17.279999
178671422,178671242,5373970,-3.5296247,0.59698623,-11.363041,17.279999
179668067,179667906,5373970,0.09411,2.4080508,-8.876896,17.279999
180673940,180673770,5373970,-0.34921926,-0.28484097,-12.42715,17.279999
181674962,181674791,5373970,-2.3249257,0.43579203,-9.476666,17.279999
182676136,182675973,5373970,-1.0045755,2.2658205,-12.262697,17.279999
183679569,183679406,5373970,-3.4910743,1.7253458,-10.618166,17.279999
184680940,184680779,5373970,-4.715049,0.20822373,-9.834594,16.32
185684200,185684039,5373970,-5.9486604,0.7676625,-5.9747806,16.32
186680932,186680772,5373970,-4.763237,2.9011154,-3.5660243,16.32
187684294,187684130,5373970,-4.8403373,2.9959357,-8.876896,16.32
188685553,188685364,5373970,-3.1537588,-5.5758047,-11.121199,16.32
189684397,189684229,5373970,-2.4309392,-0.77790564,-16.12251,16.32
190688039,190687870,5373970,-1.2840657,1.7443099,-12.398129,16.32
191689018,191688856,5373970,-1.8141333,0.5685402,-12.456171,16.32
192690185,192690024,5373970,-0.5034207,0.27459782,-8.606032,17.279999
193691401,193691210,5373970,-3.760927,0.27459782,-11.788686,16.32
194692584,194692382,5373970,-3.124846,0.14184964,-9.089718,17.279999
195689204,195689044,5373970,-3.0573826,-0.06675466,-9.302539,16.32
196697189,196697029,5373970,-3.7994773,0.5400942,-9.476666,16.32
197698342,197698182,5373970,-2.2767377,-3.916452,-5.365336,16.32
198701934,198701774,5373970,-4.8403373,0.06599353,-8.586685,16.32
199702965,199702804,5373970,-4.9849014,0.15133165,-10.956745,16.32
200704155,200703986,5373970,-2.768255,3.1950579,-8.422231,16.32
201703068,201702904,5373970,-1.206965,0.0470295,-7.9869137,16.32
202704251,202704091,5373970,-3.4717991,5.442295,-6.5165086,16.32
203709944,203709782,5373970,-2.5465903,1.2986552,-5.7522845,16.32
204715672,204715502,5373970,-5.0427265,0.69180644,-11.363041,16.32
205716967,205716798,5373970,-6.0835867,-3.1009989,-11.07283,15.36
206718026,206717865,5373970,-7.606326,-5.5663223,-10.405343,16.32
207716956,207716794,5373970,-3.9633164,-2.418294,-19.750156,16.32
208720372,208720202,5373970,-4.3680954,-0.6830855,-10.05709,15.36
209728322,209728162,5373970,0.69164073,-1.3752725,-9.805573,16.32
210731960,210731788,5373970,0.42178813,-1.3088983,-12.891489,16.32
211735226,211735042,5373970,1.0867821,2.1046264,-8.847875,16.32
212736396,212736224,5373970,-1.8334085,-0.7494596,-9.853942,16.32
213739832,213739669,5373970,-2.556228,-1.3278624,-12.8334465,16.32
214743276,214743108,5373970,-4.0500546,1.7632738,-8.480273,16.32
215744447,215744282,5373970,-3.9536788,1.914986,-9.176781,16.32
216741113,216740945,5373970,-3.597088,1.156425,-8.567337,16.32
217744560,217744382,5373970,-7.7508903,-3.205301,-10.327953,16.32
218743486,218743309,5373970,-2.459852,-3.840596,-15.503393,16.32
219746934,219746774,5373970,-0.089004256,-0.96754587,-13.133332,16.32
220752660,220752487,5373970,-0.5419711,-0.9296179,-10.337627,16.32
221754042,221753879,5373970,-0.99493796,-2.9966967,-8.770485,16.32
222755015,222754855,5373970,-3.30796,0.92885673,-7.63866,16.32
223758412,223758242,5373970,-3.8283904,-1.764035,-10.598818,16.32
224757337,224757162,5373970,-4.021142,0.13236761,-7.63866,16.32
225756258,225756096,5373970,-4.2042565,2.1615186,-13.288112,16.32
226761955,226761782,5373970,-4.4355583,0.075475544,-8.944612,16.32
227765450,227765265,5373970,-6.3919897,0.14184964,-13.1623535,16.32
228766617,228766436,5373970,-6.102862,2.6735473,-10.028069,16.32
229772270,229772110,5373970,-6.3534393,0.8435186,-8.934938,16.32
230775725,230775561,5373970,-7.0569835,-3.3190851,-17.660633,16.32
231776882,231776722,5373970,-0.26248094,-3.119963,-9.012328,16.32
232778064,232777904,5373970,0.67236555,1.829648,-10.047416,16.32
233779253,233779086,5373970,-2.7778926,0.037547488,-7.56127,16.32
234782692,234782522,5373970,-1.6213814,0.12288561,-9.960352,16.32
235783933,235783773,5373970,-2.6911542,-0.19950284,-11.8660755,16.32
236787305,236787145,5373970,-7.3846617,-0.009862575,-13.733103,16.32
237790807,237790647,5373970,-4.175343,-1.7924811,-12.6206255,16.32
238791930,238791766,5373970,1.1156948,-2.0769415,-14.303852,16.32
239790842,239790682,5373970,1.1542451,0.27459782,-8.054629,16.32
240790034,240789856,5373970,1.2409835,-2.3139918,-10.772945,16.32
241793204,241793044,5373970,-0.7539981,0.7581805,-9.234823,16.32
242798940,242798772,5373970,0.036284447,1.3745114,-7.938545,16.32
243800098,243799924,5373970,-1.5057303,1.83913,-11.392062,16.32
244803544,244803364,5373970,0.40251297,0.037547488,-11.595211,16.32
245806970,245806810,5373970,-0.9660252,0.7581805,-11.401736,16.32
246805885,246805725,5373970,-1.9972476,1.3650293,-9.583077,16.32
247805007,247804847,5373970,0.6241776,2.1141086,-6.119886,16.32
248808250,248808090,5373970,-2.3634763,2.9011154,-7.5419226,16.32
249809456,249809262,5373970,-2.8164427,2.0192883,-8.577011,16.32
250812943,250812779,5373970,-3.8862157,1.9908422,-10.550449,16.32
251818631,251818466,5373970,-2.9995573,-1.4321645,-10.598818,16.32
252824262,252824102,5373970,-2.344201,-0.028826606,-11.459779,16.32
253827718,253827555,5373970,-2.9899197,0.24615179,-9.147759,16.32
254828946,254828786,5373970,-2.6429663,1.2607272,-8.489946,16.32
255830062,255829902,5373970,-2.6526039,2.597691,-12.891489,16.32
256833544,256833368,5373970,-0.60943425,-0.67360353,-12.330413,16.32
257839208,257839044,5373970,-3.6163633,-0.16157478,-8.228757,16.32
258840387,258840222,5373970,-2.411664,-0.6546394,-5.6071787,16.32
259846098,259845938,5373970,-2.1225364,2.8726695,-10.337627,16.32
260845017,260844843,5373970,-1.4768176,0.8719647,-11.769338,16.32
261848455,261848290,5373970,-2.0839858,-2.1433156,-12.127265,17.279999
262849668,262849475,5373970,-0.69617254,-0.01934459,-10.763271,16.32
263848560,263848382,5373970,-0.85037404,-0.028826606,-11.411409,16.32
264849727,264849567,5373970,-0.86964923,0.075475544,-6.6229196,16.32
265853164,265853004,5373970,-2.9610069,1.88654,-9.56373,16.32
266854342,266854182,5373970,-0.98530036,0.90041065,-10.482733,16.32
267855584,267855393,5373970,-1.9490596,2.3796048,-9.48634,16.32
268856725,268856564,5373970,-2.7104294,3.6027846,-8.518968,17.279999
269860150,269859984,5373970,-1.4382672,-0.7304956,-7.8998504,16.32
270861343,270861162,5373970,-1.6695695,2.4554608,-12.2917185,16.32
271860283,271860120,5373970,-0.12755463,-1.6407689,-10.879355,16.32
272863697,272863537,5373970,-0.52269596,-0.25639492,-11.759665,16.32
273867124,273866964,5373970,-0.7636357,1.2891732,-10.037742,17.279999
274868302,274868142,5373970,-1.206965,-0.48396325,-11.034135,16.32
275869544,275869365,5373970,-0.98530036,0.7581805,-10.231216,17.279999
276868416,276868248,5373970,0.63381517,-0.55981934,-11.024462,17.279999
277869643,277869471,5373970,-1.1202266,1.4503675,-9.399277,17.279999
278873023,278872863,5373970,-2.132174,-0.009862575,-8.6157055,17.279999
279876475,279876302,5373970,-2.0454354,1.6115617,-8.402884,17.279999
280875445,280875269,5373970,0.354325,-1.782999,-9.476666,17.279999
281878935,281878775,5373970,-1.4382672,-0.35121506,-9.457318,17.279999
282882277,282882115,5373970,-0.82146126,-1.6692148,-11.808033,17.279999
283890222,283890062,5373970,-1.5731936,1.099533,-10.869682,17.279999
284893714,284893553,5373970,-0.4070448,-1.6312869,-11.130872,17.279999
285897104,285896944,5373970,-0.7058102,-0.028826606,-8.16104,17.279999
286896029,286895868,5373970,-0.78291094,0.82455456,-11.121199,17.279999
287899485,287899309,5373970,-2.4502144,-0.26587692,-8.596358,17.279999
288905180,288905002,5373970,-0.6768974,-0.86324376,-9.389603,18.24
289906350,289906189,5373970,-2.006885,-1.071848,-12.369108,17.279999
290910049,290909876,5373970,-1.7852206,-0.7968697,-8.228757,17.279999
291908715,291908555,5373970,-0.74436057,-1.8019631,-10.163501,18.24
292912158,292911995,5373970,-0.19501777,0.084957555,-9.583077,17.279999
293915656,293915479,5373970,-0.53233355,-0.96754587,-9.970026,18.24
294912244,294912084,5373970,0.045922037,-2.1717615,-8.344841,17.279999
295917947,295917784,5373970,-2.604416,2.7399213,-8.867222,18.24
296919124,296918964,5373970,-0.47450796,0.8340366,-11.15022,18.24
297920302,297920142,5373970,-0.15646741,1.5262235,-11.101851,17.279999
298919224,298919064,5373970,-0.9371124,-0.55981934,-11.701622,17.279999
299922720,299922560,5373970,-1.8815964,2.5502808,-9.476666,17.279999
300926104,300925944,5373970,-1.7659453,1.4788135,-10.047416,17.279999
301925035,301924875,5373970,-0.021541111,-0.49344528,-9.650794,17.279999
302928470,302928302,5373970,-1.4382672,2.9390435,-10.444037,18.24
303931963,303931797,5373970,-0.4455952,-0.6641215,-9.64112,17.279999
304928585,304928409,5373970,1.0193188,-0.93909985,-9.379929,17.279999
305934275,305934102,5373970,-0.19501777,-0.4744812,-10.869682,18.24
306935468,306935289,5373970,-1.1202266,-1.1192582,-10.115131,18.24
307934384,307934222,5373970,-0.686535,2.3321946,-9.012328,18.24
308940073,308939913,5373970,-0.9371124,-0.995992,-11.5371685,18.24
309941264,309941093,5373970,-0.35885686,-0.22794889,-8.23843,18.24
310949206,310949044,5373970,-2.4694896,0.48320213,-8.180388,18.24
311952654,311952482,5373970,-1.7563077,3.8208709,-9.960352,17.279999
312953965,312953805,5373970,-3.9440413,3.858799,-6.8260674,18.24
313957272,313957104,5373970,-1.8334085,0.028065477,-12.8334465,17.279999
314958462,314958282,5373970,-0.20465538,1.6779358,-9.863615,18.24
315962038,315961878,5373970,-3.452524,1.7917199,-10.192521,18.24
316960820,316960656,5373970,-1.2840657,3.1097198,-10.869682,17.279999
317964242,317964082,5373970,-1.9008716,1.9339502,-11.556517,18.24
318965465,318965294,5373970,-1.4479048,0.24615179,-7.8224607,18.24
319964348,319964185,5373970,-2.3731139,-0.009862575,-10.124805,18.24
320967940,320967772,5373970,-2.8935437,2.7399213,-8.335167,17.279999
321966721,321966561,5373970,-2.768255,0.037547488,-9.873289,18.24
322970196,322970036,5373970,-3.0766578,2.1899645,-9.834594,17.279999
323971332,323971169,5373970,-2.3634763,0.7581805,-10.366649,17.279999
324970251,324970084,5373970,-2.3827515,-0.2469129,-12.136939,17.279999
325975942,325975779,5373970,-2.6815166,2.616655,-11.188914,17.279999
326979402,326979225,5373970,-2.912819,2.4270148,-8.606032,17.279999
327978307,327978144,5373970,-2.575503,1.7158638,-8.441578,17.279999
328981954,328981793,5373970,-1.3900793,-0.78738767,-9.776552,17.279999
329985201,329985028,5373970,-1.9008716,0.416828,-10.153827,17.279999
330986369,330986204,5373970,-2.50804,1.5262235,-9.931332,17.279999
331989932,331989772,5373970,-2.1128988,0.82455456,-8.180388,18.24
332990984,332990824,5373970,-2.0743482,-4.011272,-5.878043,18.24
