timestamp,error_count,device_id,pressure,temperature
72382364,0,4158993,1021.8946,27.048563
73356663,0,4158993,1021.8837,27.046066
74416986,0,4158993,1021.8723,27.053556
75393442,0,4158993,1021.86395,27.09351
77435037,0,4158993,1021.88043,27.103495
78409860,0,4158993,1021.84216,27.088514
79383213,0,4158993,1021.7358,27.056055
80358802,0,4158993,1021.61145,27.071035
81420747,0,4158993,1021.56586,27.128468
82395485,0,4158993,1021.5411,27.153437
83370503,0,4158993,1021.48584,27.138456
84435374,0,4158993,1021.44617,27.113485
85409005,0,4158993,1021.39874,27.028585
86385317,0,4158993,1021.3577,26.931202
87448992,0,4158993,1021.30554,26.881262
88422990,0,4158993,1021.2626,26.85629
89396044,0,4158993,1021.2113,26.888752
90461428,0,4158993,1021.16797,26.931202
91434785,0,4158993,1021.1326,26.926207
92408965,0,4158993,1021.10516,26.936193
93473970,0,4158993,1021.0894,26.946182
94447109,0,4158993,1021.0767,26.926207
95423841,0,4158993,1021.0703,26.853794
96399821,0,4158993,1021.08136,26.726446
97465780,0,4158993,1021.0957,26.576624
98442263,0,4158993,1021.11273,26.491724
99415753,0,4158993,1021.1431,26.446781
100475878,0,4158993,1021.1369,26.431797
101449858,0,4158993,1021.0753,26.406828
102425856,0,4158993,1020.9943,26.374365
103489955,0,4158993,1020.9746,26.336912
104466332,0,4158993,1020.96246,26.301954
105443086,0,4158993,1020.87195,26.299454
106419968,0,4158993,1020.7076,26.30445
107486057,0,4158993,1020.5029,26.276983
108462749,0,4158993,1020.4646,26.284473
109437618,0,4158993,1020.4339,26.289469
110501321,0,4158993,1020.4211,26.269491
111474985,0,4158993,1020.38367,26.189589
112449507,0,4158993,1020.3139,26.06973
113426098,0,4158993,1020.2298,25.942383
114490618,0,4158993,1020.0992,25.795063
115466277,0,4158993,1019.93506,25.727644
116438453,0,4158993,1019.7938,25.640247
117501505,0,4158993,1019.64624,25.515398
118473065,0,4158993,1019.5328,25.403034
119449742,0,4158993,1019.44257,25.378065
120513321,0,4158993,1019.34686,25.35809
123442838,0,4158993,1019.09485,25.038475
124505058,0,4158993,1018.9386,24.991034
125480767,0,4158993,1018.91815,24.923615
126459247,0,4158993,1018.9354,24.88616
127523757,0,4158993,1019.0176,24.8562
128495252,0,4158993,1019.04016,24.768805
129470088,0,4158993,1019.03186,24.71387
130531851,0,4158993,1019.0344,24.638962
131508771,0,4158993,1019.0265,24.551567
132481929,0,4158993,1019.0525,24.404247
133457894,0,4158993,1019.0031,24.236952
134521766,0,4158993,1019.0087,24.13957
135497968,0,4158993,1018.9953,24.062164
136473745,0,4158993,1019.1303,24.029705
137538289,0,4158993,1019.23035,23.932323
138514744,0,4158993,1019.2347,23.787502
139492665,0,4158993,1019.1404,23.672644
140471751,0,4158993,1018.9745,23.615211
141535429,0,4158993,1018.9705,23.602728
142511961,0,4158993,1019.1252,23.590246
143486772,0,4158993,1019.17224,23.595238
144549986,0,4158993,1019.1084,23.590246
145524045,0,4158993,1019.0635,23.477882
146499062,0,4158993,1019.043,23.313086
147563055,0,4158993,1019.04675,23.150785
148539979,0,4158993,1019.0668,23.00347
149517045,0,4158993,1019.0561,22.838673
150581060,0,4158993,1019.0356,22.62144
151556268,0,4158993,1019.04395,22.42169
152531290,0,4158993,1019.0964,22.201963
153594990,0,4158993,1019.12427,21.97974
154569156,0,4158993,1019.1675,21.77999
155545344,0,4158993,1019.15717,21.587729
156607349,0,4158993,1018.967,21.485357
157580261,0,4158993,1018.93225,21.46039
158557487,0,4158993,1019.096,21.457891
159620227,0,4158993,1019.28796,21.437918
160594898,0,4158993,1019.31006,21.343037
161571638,0,4158993,1019.2195,21.248156
162632974,0,4158993,1019.102,21.163263
163607749,0,4158993,1018.99567,21.060892
164585063,0,4158993,1018.83014,20.978495
165646074,0,4158993,1018.7395,20.973501
166618057,0,4158993,1018.69055,20.946035
167593747,0,4158993,1018.63055,20.883615
168572141,0,4158993,1018.5154,20.801218
169634986,0,4158993,1018.57086,20.748785
170608102,0,4158993,1018.7287,20.738798
