timestamp,error_count,device_id,temperature,clipping[0],clipping[1],clipping[2],full_scale_range,vibration_metric,measure_rate_hz,rotation
156514394,0,5373970,18.24,0,0,0,156.9064,0.01581243,1000,0
157533702,0,5373970,19.199999,0,0,0,156.9064,0.015613389,1000,0
158550687,0,5373970,19.199999,0,0,0,156.9064,0.013625905,1000,0
159572173,0,5373970,18.24,0,0,0,156.9064,0.013417654,1000,0
160591428,0,5373970,18.24,0,0,0,156.9064,0.013927912,1000,0
161613044,0,5373970,18.24,0,0,0,156.9064,0.014694198,1000,0
162632199,0,5373970,17.279999,0,0,0,156.9064,0.013625948,1000,0
163549961,0,5373970,17.279999,0,0,0,156.9064,0.015936013,1000,0
164566994,0,5373970,17.279999,0,0,0,156.9064,0.018783368,1000,0
165586027,0,5373970,17.279999,0,0,0,156.9064,0.017683946,1000,0
166605314,0,5373970,18.24,0,0,0,156.9064,0.017197656,1000,0
167626954,0,5373970,18.24,0,0,0,156.9064,0.013684292,1000,0
168646064,0,5373970,17.279999,0,0,0,156.9064,0.015553653,1000,0
169563643,0,5373970,17.279999,0,0,0,156.9064,0.014018198,1000,0
170582953,0,5373970,17.279999,0,0,0,156.9064,0.012482086,1000,0
171602158,0,5373970,17.279999,0,0,0,156.9064,0.011636612,1000,0
172621420,0,5373970,17.279999,0,0,0,156.9064,0.011051067,1000,0
173640678,0,5373970,17.279999,0,0,0,156.9064,0.010937412,1000,0
174659973,0,5373970,18.24,0,0,0,156.9064,0.013712583,1000,0
175579753,0,5373970,17.279999,0,0,0,156.9064,0.014509835,1000,0
176601281,0,5373970,17.279999,0,0,0,156.9064,0.016014656,1000,0
177620536,0,5373970,17.279999,0,0,0,156.9064,0.018102221,1000,0
178642054,0,5373970,17.279999,0,0,0,156.9064,0.017647073,1000,0
179661337,0,5373970,17.279999,0,0,0,156.9064,0.017419958,1000,0
180678302,0,5373970,17.279999,0,0,0,156.9064,0.014061183,1000,0
181595955,0,5373970,17.279999,0,0,0,156.9064,0.012247843,1000,0
182612989,0,5373970,16.32,0,0,0,156.9064,0.011271714,1000,0
183632124,0,5373970,17.279999,0,0,0,156.9064,0.013693351,1000,0
184653693,0,5373970,17.279999,0,0,0,156.9064,0.015172672,1000,0
185670661,0,5373970,17.279999,0,0,0,156.9064,0.017557167,1000,0
186590475,0,5373970,16.32,0,0,0,156.9064,0.016152931,1000,0
187611977,0,5373970,16.32,0,0,0,156.9064,0.01771487,1000,0
188631243,0,5373970,16.32,0,0,0,156.9064,0.0148634575,1000,0
189655042,0,5373970,16.32,0,0,0,156.9064,0.015309499,1000,0
190676572,0,5373970,16.32,0,0,0,156.9064,0.013432137,1000,0
191693586,0,5373970,16.32,0,0,0,156.9064,0.0115385,1000,0
192611105,0,5373970,17.279999,0,0,0,156.9064,0.012198826,1000,0
193628109,0,5373970,17.279999,0,0,0,156.9064,0.011706317,1000,0
194645098,0,5373970,16.32,0,0,0,156.9064,0.01091053,1000,0
195664376,0,5373970,16.32,0,0,0,156.9064,0.012290318,1000,0
196683666,0,5373970,16.32,0,0,0,156.9064,0.011707825,1000,0
197705171,0,5373970,16.32,0,0,0,156.9064,0.013671256,1000,0
198622721,0,5373970,16.32,0,0,0,156.9064,0.0128566325,1000,0
199639716,0,5373970,16.32,0,0,0,156.9064,0.014328623,1000,0
200656711,0,5373970,16.32,0,0,0,156.9064,0.014301828,1000,0
201673720,0,5373970,16.32,0,0,0,156.9064,0.013572785,1000,0
202695228,0,5373970,16.32,0,0,0,156.9064,0.011946458,1000,0
203712227,0,5373970,16.32,0,0,0,156.9064,0.01304747,1000,0
204630061,0,5373970,16.32,0,0,0,156.9064,0.016047254,1000,0
205651321,0,5373970,16.32,0,0,0,156.9064,0.011787858,1000,0
206673038,0,5373970,16.32,0,0,0,156.9064,0.01877332,1000,0
207694338,0,5373970,16.32,0,0,0,156.9064,0.018208731,1000,0
208713655,0,5373970,16.32,0,0,0,156.9064,0.014916925,1000,0
209730656,0,5373970,16.32,0,0,0,156.9064,0.019855186,1000,0
210645951,0,5373970,16.32,0,0,0,156.9064,0.014847237,1000,0
211669683,0,5373970,16.32,0,0,0,156.9064,0.012304055,1000,0
212691208,0,5373970,16.32,0,0,0,156.9064,0.011289903,1000,0
213708201,0,5373970,16.32,0,0,0,156.9064,0.010972321,1000,0
214725213,0,5373970,16.32,0,0,0,156.9064,0.012731984,1000,0
215744472,0,5373970,16.32,0,0,0,156.9064,0.010655001,1000,0
216662036,0,5373970,16.32,0,0,0,156.9064,0.012011611,1000,0
217679031,0,5373970,16.32,0,0,0,156.9064,0.012080191,1000,0
218698288,0,5373970,16.32,0,0,0,156.9064,0.016243368,1000,0
219717572,0,5373970,16.32,0,0,0,156.9064,0.016984923,1000,0
220734555,0,5373970,16.32,0,0,0,156.9064,0.0124211805,1000,0
221751580,0,5373970,16.32,0,0,0,156.9064,0.012962718,1000,0
222667065,0,5373970,16.32,0,0,0,156.9064,0.010381743,1000,0
223690680,0,5373970,16.32,0,0,0,156.9064,0.01203014,1000,0
224707679,0,5373970,16.32,0,0,0,156.9064,0.01334897,1000,0
225724670,0,5373970,15.36,0,0,0,156.9064,0.01469066,1000,0
226746144,0,5373970,16.32,0,0,0,156.9064,0.01534953,1000,0
227765475,0,5373970,16.32,0,0,0,156.9064,0.014210154,1000,0
228682972,0,5373970,16.32,0,0,0,156.9064,0.015645303,1000,0
229704527,0,5373970,16.32,0,0,0,156.9064,0.013620248,1000,0
230723759,0,5373970,16.32,0,0,0,156.9064,0.014334165,1000,0
231740770,0,5373970,16.32,0,0,0,156.9064,0.016350623,1000,0
232762281,0,5373970,16.32,0,0,0,156.9064,0.013188982,1000,0
233781568,0,5373970,16.32,0,0,0,156.9064,0.01162612,1000,0
234701382,0,5373970,16.32,0,0,0,156.9064,0.011912867,1000,0
235718338,0,5373970,16.32,0,0,0,156.9064,0.013216017,1000,0
236737617,0,5373970,16.32,0,0,0,156.9064,0.013315287,1000,0
237754672,0,5373970,16.32,0,0,0,156.9064,0.014436797,1000,0
238778399,0,5373970,16.32,0,0,0,156.9064,0.014383135,1000,0
239700475,0,5373970,16.32,0,0,0,156.9064,0.01330694,1000,0
240717477,0,5373970,16.32,0,0,0,156.9064,0.014158996,1000,0
241739051,0,5373970,16.32,0,0,0,156.9064,0.013063292,1000,0
242758241,0,5373970,16.32,0,0,0,156.9064,0.014111184,1000,0
243779946,0,5373970,16.32,0,0,0,156.9064,0.014172466,1000,0
244799020,0,5373970,17.279999,0,0,0,156.9064,0.011647796,1000,0
245718971,0,5373970,16.32,0,0,0,156.9064,0.012285657,1000,0
246735956,0,5373970,16.32,0,0,0,156.9064,0.013019506,1000,0
247755119,0,5373970,16.32,0,0,0,156.9064,0.012478378,1000,0
248774390,0,5373970,17.279999,0,0,0,156.9064,0.012484587,1000,0
249791380,0,5373970,16.32,0,0,0,156.9064,0.011246201,1000,0
250810668,0,5373970,16.32,0,0,0,156.9064,0.012888214,1000,0
251728197,0,5373970,16.32,0,0,0,156.9064,0.013446345,1000,0
252745190,0,5373970,16.32,0,0,0,156.9064,0.013417506,1000,0
253766740,0,5373970,16.32,0,0,0,156.9064,0.011992699,1000,0
254785961,0,5373970,16.32,0,0,0,156.9064,0.012751372,1000,0
255807495,0,5373970,16.32,0,0,0,156.9064,0.011990457,1000,0
256828994,0,5373970,17.279999,0,0,0,156.9064,0.013472581,1000,0
257748950,0,5373970,17.279999,0,0,0,156.9064,0.013154388,1000,0
258766063,0,5373970,16.32,0,0,0,156.9064,0.012969213,1000,0
259783033,0,5373970,16.32,0,0,0,156.9064,0.0139050055,1000,0
260802076,0,5373970,16.32,0,0,0,156.9064,0.012014253,1000,0
261819081,0,5373970,16.32,0,0,0,156.9064,0.011609552,1000,0
262836076,0,5373970,16.32,0,0,0,156.9064,0.01250565,1000,0
263758162,0,5373970,16.32,0,0,0,156.9064,0.013223763,1000,0
264779694,0,5373970,16.32,0,0,0,156.9064,0.013413368,1000,0
265801214,0,5373970,16.32,0,0,0,156.9064,0.013853717,1000,0
266822747,0,5373970,16.32,0,0,0,156.9064,0.01303486,1000,0
267842038,0,5373970,16.32,0,0,0,156.9064,0.0134439515,1000,0
268863538,0,5373970,16.32,0,0,0,156.9064,0.013852096,1000,0
269778954,0,5373970,17.279999,0,0,0,156.9064,0.013203005,1000,0
270798072,0,5373970,16.32,0,0,0,156.9064,0.013856738,1000,0
271817341,0,5373970,16.32,0,0,0,156.9064,0.012110589,1000,0
272838853,0,5373970,16.32,0,0,0,156.9064,0.012754453,1000,0
273855954,0,5373970,16.32,0,0,0,156.9064,0.011816125,1000,0
274875094,0,5373970,17.279999,0,0,0,156.9064,0.010817786,1000,0
275792686,0,5373970,17.279999,0,0,0,156.9064,0.01061352,1000,0
276809678,0,5373970,17.279999,0,0,0,156.9064,0.011324971,1000,0
277826720,0,5373970,17.279999,0,0,0,156.9064,0.011310677,1000,0
278845953,0,5373970,17.279999,0,0,0,156.9064,0.012385737,1000,0
279867468,0,5373970,17.279999,0,0,0,156.9064,0.012525117,1000,0
280785012,0,5373970,17.279999,0,0,0,156.9064,0.013143935,1000,0
281802010,0,5373970,17.279999,0,0,0,156.9064,0.013288467,1000,0
282823533,0,5373970,17.279999,0,0,0,156.9064,0.012979534,1000,0
283843029,0,5373970,17.279999,0,0,0,156.9064,0.012676055,1000,0
284864305,0,5373970,17.279999,0,0,0,156.9064,0.012217734,1000,0
285883584,0,5373970,17.279999,0,0,0,156.9064,0.010306124,1000,0
286805662,0,5373970,17.279999,0,0,0,156.9064,0.010922501,1000,0
287824943,0,5373970,17.279999,0,0,0,156.9064,0.010968988,1000,0
288841978,0,5373970,17.279999,0,0,0,156.9064,0.013045226,1000,0
289861170,0,5373970,17.279999,0,0,0,156.9064,0.012824218,1000,0
290882693,0,5373970,17.279999,0,0,0,156.9064,0.011794494,1000,0
291901964,0,5373970,17.279999,0,0,0,156.9064,0.011447325,1000,0
292819505,0,5373970,18.24,0,0,0,156.9064,0.013302869,1000,0
293839028,0,5373970,17.279999,0,0,0,156.9064,0.014798737,1000,0
294856042,0,5373970,18.24,0,0,0,156.9064,0.013571377,1000,0
295879579,0,5373970,17.279999,0,0,0,156.9064,0.013352465,1000,0
296901072,0,5373970,17.279999,0,0,0,156.9064,0.012783097,1000,0
297920327,0,5373970,17.279999,0,0,0,156.9064,0.010832192,1000,0
298837940,0,5373970,18.24,0,0,0,156.9064,0.012310724,1000,0
299859434,0,5373970,17.279999,0,0,0,156.9064,0.0110208,1000,0
300878684,0,5373970,18.24,0,0,0,156.9064,0.0122593865,1000,0
301897919,0,5373970,17.279999,0,0,0,156.9064,0.011947354,1000,0
302919449,0,5373970,18.24,0,0,0,156.9064,0.012924417,1000,0
303938711,0,5373970,18.24,0,0,0,156.9064,0.01312356,1000,0
304856268,0,5373970,18.24,0,0,0,156.9064,0.012737226,1000,0
305878039,0,5373970,17.279999,0,0,0,156.9064,0.012637139,1000,0
306899315,0,5373970,18.24,0,0,0,156.9064,0.012282855,1000,0
307918586,0,5373970,18.24,0,0,0,156.9064,0.01481341,1000,0
308940084,0,5373970,18.24,0,0,0,156.9064,0.013057547,1000,0
309855404,0,5373970,18.24,0,0,0,156.9064,0.011536026,1000,0
310876971,0,5373970,18.24,0,0,0,156.9064,0.012225583,1000,0
311896202,0,5373970,18.24,0,0,0,156.9064,0.014827901,1000,0
312913158,0,5373970,18.24,0,0,0,156.9064,0.01444324,1000,0
313934683,0,5373970,17.279999,0,0,0,156.9064,0.013336433,1000,0
314953979,0,5373970,18.24,0,0,0,156.9064,0.014313571,1000,0
315869272,0,5373970,17.279999,0,0,0,156.9064,0.012416732,1000,0
316888526,0,5373970,18.24,0,0,0,156.9064,0.01255668,1000,0
317907960,0,5373970,18.24,0,0,0,156.9064,0.012360124,1000,0
318925004,0,5373970,18.24,0,0,0,156.9064,0.012743067,1000,0
319942002,0,5373970,18.24,0,0,0,156.9064,0.013287391,1000,0
320963290,0,5373970,17.279999,0,0,0,156.9064,0.0131076565,1000,0
321880957,0,5373970,17.279999,0,0,0,156.9064,0.012567093,1000,0
322902387,0,5373970,17.279999,0,0,0,156.9064,0.012592797,1000,0
323921671,0,5373970,17.279999,0,0,0,156.9064,0.013037892,1000,0
324940972,0,5373970,17.279999,0,0,0,156.9064,0.013610279,1000,0
325957954,0,5373970,17.279999,0,0,0,156.9064,0.01297596,1000,0
326977150,0,5373970,17.279999,0,0,0,156.9064,0.013658071,1000,0
327892449,0,5373970,17.279999,0,0,0,156.9064,0.012484596,1000,0
328911727,0,5373970,17.279999,0,0,0,156.9064,0.011845883,1000,0
329928703,0,5373970,18.24,0,0,0,156.9064,0.011814769,1000,0
330945714,0,5373970,17.279999,0,0,0,156.9064,0.011822861,1000,0
331967240,0,5373970,17.279999,0,0,0,156.9064,0.012906858,1000,0
332988752,0,5373970,18.24,0,0,0,156.9064,0.014551271,1000,0
333908609,0,5373970,17.279999,0,0,0,156.9064,0.014613115,1000,0
334930092,0,5373970,18.24,0,0,0,156.9064,0.01589936,1000,0
335951648,0,5373970,18.24,0,0,0,156.9064,0.014697364,1000,0
336968648,0,5373970,18.24,0,0,0,156.9064,0.014962192,1000,0
337990114,0,5373970,18.24,0,0,0,156.9064,0.01364864,1000,0
339007148,0,5373970,18.24,0,0,0,156.9064,0.013311509,1000,0
339922426,0,5373970,17.279999,0,0,0,156.9064,0.013588709,1000,0
340939434,0,5373970,18.24,0,0,0,156.9064,0.013248053,1000,0
341958711,0,5373970,18.24,0,0,0,156.9064,0.012003313,1000,0
342977962,0,5373970,18.24,0,0,0,156.9064,0.011513922,1000,0
343995034,0,5373970,18.24,0,0,0,156.9064,0.0113479365,1000,0
345016491,0,5373970,18.24,0,0,0,156.9064,0.011302378,1000,0
345931840,0,5373970,18.24,0,0,0,156.9064,0.011654685,1000,0
346951042,0,5373970,18.24,0,0,0,156.9064,0.01219977,1000,0
347970299,0,5373970,18.24,0,0,0,156.9064,0.012532896,1000,0
348989579,0,5373970,18.24,0,0,0,156.9064,0.011478452,1000,0
350006580,0,5373970,18.24,0,0,0,156.9064,0.011209232,1000,0
350924101,0,5373970,18.24,0,0,0,156.9064,0.011387048,1000,0
351941095,0,5373970,18.24,0,0,0,156.9064,0.011270083,1000,0
352960390,0,5373970,18.24,0,0,0,156.9064,0.011814373,1000,0
353984153,0,5373970,18.24,0,0,0,156.9064,0.011893262,1000,0
355001140,0,5373970,18.24,0,0,0,156.9064,0.010771805,1000,0
356020429,0,5373970,18.24,0,0,0,156.9064,0.011683802,1000,0
356940221,0,5373970,18.24,0,0,0,156.9064,0.011367951,1000,0
357961755,0,5373970,18.24,0,0,0,156.9064,0.011034992,1000,0
358983261,0,5373970,18.24,0,0,0,156.9064,0.011550456,1000,0
360002542,0,5373970,18.24,0,0,0,156.9064,0.01583412,1000,0
361019538,0,5373970,18.24,0,0,0,156.9064,0.014953528,1000,0
362039042,0,5373970,18.24,0,0,0,156.9064,0.01459567,1000,0
362958661,0,5373970,18.24,0,0,0,156.9064,0.015141731,1000,0
363978026,0,5373970,19.199999,0,0,0,156.9064,0.014995503,1000,0
364997127,0,5373970,18.24,0,0,0,156.9064,0.01441085,1000,0
366016401,0,5373970,19.199999,0,0,0,156.9064,0.013424542,1000,0
367033411,0,5373970,18.24,0,0,0,156.9064,0.012620572,1000,0
368970194,0,5373970,18.24,0,0,0,156.9064,0.012627074,1000,0
369993999,0,5373970,19.199999,0,0,0,156.9064,0.013492075,1000,0
371015529,0,5373970,18.24,0,0,0,156.9064,0.0138585875,1000,0
372032536,0,5373970,19.199999,0,0,0,156.9064,0.01481698,1000,0
373058582,0,5373970,18.24,0,0,0,156.9064,0.015040121,1000,0
373976118,0,5373970,18.24,0,0,0,156.9064,0.014734294,1000,0
374995379,0,5373970,19.199999,0,0,0,156.9064,0.012139994,1000,0
376012380,0,5373970,18.24,0,0,0,156.9064,0.011252556,1000,0
377031698,0,5373970,18.24,0,0,0,156.9064,0.012330945,1000,0
378053156,0,5373970,18.24,0,0,0,156.9064,0.013803727,1000,0
379072409,0,5373970,18.24,0,0,0,156.9064,0.013810892,1000,0
379989956,0,5373970,18.24,0,0,0,156.9064,0.01282726,1000,0
381009229,0,5373970,18.24,0,0,0,156.9064,0.013295328,1000,0
382028490,0,5373970,18.24,0,0,0,156.9064,0.0129365185,1000,0
383045525,0,5373970,18.24,0,0,0,156.9064,0.012972362,1000,0
384062505,0,5373970,18.24,0,0,0,156.9064,0.013291728,1000,0
385086267,0,5373970,18.24,0,0,0,156.9064,0.014423175,1000,0
386003979,0,5373970,18.24,0,0,0,156.9064,0.0116858715,1000,0
387023103,0,5373970,17.279999,0,0,0,156.9064,0.012843615,1000,0
388040089,0,5373970,18.24,0,0,0,156.9064,0.014360783,1000,0
389059334,0,5373970,18.24,0,0,0,156.9064,0.012937023,1000,0
390078653,0,5373970,18.24,0,0,0,156.9064,0.014011959,1000,0
391095614,0,5373970,18.24,0,0,0,156.9064,0.012686925,1000,0
392013172,0,5373970,18.24,0,0,0,156.9064,0.0129224975,1000,0
393032434,0,5373970,18.24,0,0,0,156.9064,0.010807473,1000,0
394049445,0,5373970,18.24,0,0,0,156.9064,0.012424513,1000,0
395066443,0,5373970,18.24,0,0,0,156.9064,0.013581042,1000,0
396087953,0,5373970,17.279999,0,0,0,156.9064,0.013963505,1000,0
397107222,0,5373970,18.24,0,0,0,156.9064,0.014131084,1000,0
398024842,0,5373970,18.24,0,0,0,156.9064,0.014642204,1000,0
399042032,0,5373970,18.24,0,0,0,156.9064,0.014324203,1000,0
400061028,0,5373970,18.24,0,0,0,156.9064,0.014895261,1000,0
401080298,0,5373970,18.24,0,0,0,156.9064,0.013906661,1000,0
402101961,0,5373970,18.24,0,0,0,156.9064,0.0120262075,1000,0
403123338,0,5373970,18.24,0,0,0,156.9064,0.014163686,1000,0
404038658,0,5373970,18.24,0,0,0,156.9064,0.014174052,1000,0
405057891,0,5373970,18.24,0,0,0,156.9064,0.012820821,1000,0
406077158,0,5373970,18.24,0,0,0,156.9064,0.011229872,1000,0
407098663,0,5373970,18.24,0,0,0,156.9064,0.012931233,1000,0
408117950,0,5373970,18.24,0,0,0,156.9064,0.01404208,1000,0
409139442,0,5373970,18.24,0,0,0,156.9064,0.013690311,1000,0
410061586,0,5373970,19.199999,0,0,0,156.9064,0.014358165,1000,0
411083049,0,5373970,18.24,0,0,0,156.9064,0.011735583,1000,0
412100059,0,5373970,18.24,0,0,0,156.9064,0.011818318,1000,0
413119318,0,5373970,19.199999,0,0,0,156.9064,0.012411795,1000,0
414140956,0,5373970,18.24,0,0,0,156.9064,0.012320323,1000,0
415058405,0,5373970,18.24,0,0,0,156.9064,0.010973311,1000,0
416079958,0,5373970,18.24,0,0,0,156.9064,0.011102846,1000,0
417097036,0,5373970,19.199999,0,0,0,156.9064,0.011719741,1000,0
418114061,0,5373970,19.199999,0,0,0,156.9064,0.011237747,1000,0
419133177,0,5373970,18.24,0,0,0,156.9064,0.012070803,1000,0
420154716,0,5373970,19.199999,0,0,0,156.9064,0.011410502,1000,0
421069981,0,5373970,18.24,0,0,0,156.9064,0.014333365,1000,0
422089234,0,5373970,18.24,0,0,0,156.9064,0.014346929,1000,0
423110829,0,5373970,19.199999,0,0,0,156.9064,0.013586396,1000,0
424132295,0,5373970,19.199999,0,0,0,156.9064,0.012993369,1000,0
425151570,0,5373970,18.24,0,0,0,156.9064,0.012029225,1000,0
426173066,0,5373970,18.24,0,0,0,156.9064,0.011912229,1000,0
427088382,0,5373970,18.24,0,0,0,156.9064,0.013167566,1000,0
428107678,0,5373970,19.199999,0,0,0,156.9064,0.012585638,1000,0
429124670,0,5373970,18.24,0,0,0,156.9064,0.013127573,1000,0
430146151,0,5373970,19.199999,0,0,0,156.9064,0.013564275,1000,0
431167693,0,5373970,19.199999,0,0,0,156.9064,0.014482848,1000,0
432186971,0,5373970,19.199999,0,0,0,156.9064,0.014585652,1000,0
433104510,0,5373970,19.199999,0,0,0,156.9064,0.013618331,1000,0
434123745,0,5373970,19.199999,0,0,0,156.9064,0.013334077,1000,0
435145271,0,5373970,19.199999,0,0,0,156.9064,0.014590732,1000,0
436164577,0,5373970,19.199999,0,0,0,156.9064,0.013665191,1000,0
437183831,0,5373970,19.199999,0,0,0,156.9064,0.0121521,1000,0
438203042,0,5373970,19.199999,0,0,0,156.9064,0.013837433,1000,0
439122978,0,5373970,19.199999,0,0,0,156.9064,0.014160185,1000,0
440144405,0,5373970,19.199999,0,0,0,156.9064,0.014558306,1000,0
441165959,0,5373970,18.24,0,0,0,156.9064,0.012863968,1000,0
442185167,0,5373970,18.24,0,0,0,156.9064,0.012111406,1000,0
443204445,0,5373970,19.199999,0,0,0,156.9064,0.015173733,1000,0
444121982,0,5373970,18.24,0,0,0,156.9064,0.01240502,1000,0
445141262,0,5373970,19.199999,0,0,0,156.9064,0.013430954,1000,0
446160546,0,5373970,18.24,0,0,0,156.9064,0.011435141,1000,0
447177559,0,5373970,18.24,0,0,0,156.9064,0.012424177,1000,0
448194536,0,5373970,19.199999,0,0,0,156.9064,0.012402773,1000,0
449214029,0,5373970,19.199999,0,0,0,156.9064,0.011282792,1000,0
450131318,0,5373970,19.199999,0,0,0,156.9064,0.012813957,1000,0
451148333,0,5373970,19.199999,0,0,0,156.9064,0.012706133,1000,0
452170045,0,5373970,19.199999,0,0,0,156.9064,0.0116593335,1000,0
453189103,0,5373970,19.199999,0,0,0,156.9064,0.01184353,1000,0
454208370,0,5373970,19.199999,0,0,0,156.9064,0.011528973,1000,0
455227670,0,5373970,19.199999,0,0,0,156.9064,0.012539723,1000,0
456147469,0,5373970,19.199999,0,0,0,156.9064,0.013489711,1000,0
